time,q,p,pop_lower,pop_upper,mean_energy
1814.0,8.142486952458551,20.013860320173794,0.47759244789117783,0.5224075521088223,0.1005868012860134
1816.0,8.162500812777164,20.013860317071668,0.477592447891178,0.5224075521088223,0.10058680128601342
1818.0,8.182514673092728,20.013860314067298,0.477592447891178,0.5224075521088223,0.1005868012860134
1820.0,8.202528533405333,20.013860311157615,0.47759244789117816,0.5224075521088223,0.10058680128601342
1822.0,8.222542393715079,20.01386030833963,0.477592447891178,0.5224075521088223,0.10058680128601342
1824.0,8.242556254022047,20.013860305610457,0.47759244789117783,0.5224075521088221,0.10058680128601345
1826.0,8.26257011432633,20.01386030296729,0.47759244789117816,0.5224075521088221,0.10058680128601347
1828.0,8.282583974628011,20.01386030040742,0.47759244789117816,0.5224075521088221,0.10058680128601345
1830.0,8.30259783492717,20.013860297928222,0.477592447891178,0.522407552108822,0.10058680128601341
1832.0,8.322611695223891,20.013860295527163,0.477592447891178,0.5224075521088221,0.10058680128601348
1834.0,8.342625555518246,20.01386029320177,0.477592447891178,0.5224075521088223,0.10058680128601347
1836.0,8.362639415810316,20.01386029094966,0.47759244789117816,0.5224075521088221,0.10058680128601344
1838.0,8.382653276100168,20.013860288768523,0.47759244789117816,0.522407552108822,0.10058680128601342
1840.0,8.402667136387873,20.013860286656133,0.47759244789117816,0.5224075521088221,0.1005868012860135
1842.0,8.422680996673503,20.01386028461031,0.477592447891178,0.5224075521088221,0.1005868012860135
1844.0,8.442694856957116,20.013860282628965,0.47759244789117816,0.522407552108822,0.10058680128601355
1846.0,8.46270871723878,20.01386028071006,0.47759244789117783,0.5224075521088221,0.10058680128601358
1848.0,8.482722577518555,20.013860278851627,0.477592447891178,0.522407552108822,0.10058680128601359
1850.0,8.502736437796504,20.013860277051755,0.477592447891178,0.5224075521088221,0.10058680128601352
1852.0,8.52275029807268,20.013860275308613,0.477592447891178,0.5224075521088221,0.10058680128601354
1854.0,8.54276415834714,20.013860273620406,0.477592447891178,0.5224075521088223,0.10058680128601354
1856.0,8.56277801861994,20.013860271985404,0.47759244789117783,0.5224075521088223,0.10058680128601355
1858.0,8.582791878891129,20.01386027040193,0.47759244789117783,0.5224075521088223,0.1005868012860136
1860.0,8.60280573916076,20.01386026886836,0.47759244789117766,0.5224075521088223,0.10058680128601365
1862.0,8.622819599428881,20.01386026738312,0.47759244789117766,0.5224075521088224,0.10058680128601369
1864.0,8.64283345969554,20.013860265944682,0.47759244789117766,0.5224075521088224,0.10058680128601366
1866.0,8.662847319960784,20.01386026455157,0.47759244789117766,0.5224075521088226,0.1005868012860136
1868.0,8.682861180224657,20.01386026320237,0.47759244789117766,0.5224075521088224,0.10058680128601359
1870.0,8.702875040487202,20.013860261895694,0.47759244789117766,0.5224075521088226,0.10058680128601363
1872.0,8.722888900748462,20.013860260630196,0.4775924478911775,0.5224075521088226,0.10058680128601366
1874.0,8.742902761008477,20.01386025940458,0.47759244789117766,0.5224075521088226,0.1005868012860137
1876.0,8.762916621267285,20.01386025821759,0.47759244789117766,0.5224075521088224,0.10058680128601374
1878.0,8.782930481524927,20.013860257068004,0.47759244789117783,0.5224075521088223,0.1005868012860137
1880.0,8.802944341781437,20.01386025595464,0.477592447891178,0.5224075521088223,0.10058680128601363
1882.0,8.822958202036848,20.013860254876374,0.47759244789117783,0.5224075521088223,0.10058680128601367
1884.0,8.842972062291198,20.013860253832092,0.47759244789117783,0.5224075521088224,0.10058680128601374
1886.0,8.862985922544521,20.013860252820717,0.47759244789117766,0.5224075521088226,0.10058680128601374
1888.0,8.882999782796851,20.013860251841212,0.47759244789117766,0.5224075521088226,0.10058680128601374
1890.0,8.903013643048217,20.013860250892577,0.47759244789117766,0.5224075521088226,0.10058680128601373
1892.0,8.923027503298647,20.013860249973835,0.4775924478911775,0.5224075521088227,0.1005868012860137
1894.0,8.94304136354818,20.013860249084054,0.4775924478911774,0.5224075521088226,0.10058680128601376
1896.0,8.96305522379683,20.013860248222308,0.4775924478911775,0.5224075521088226,0.1005868012860137
1898.0,8.983069084044633,20.013860247387726,0.47759244789117766,0.5224075521088226,0.10058680128601373
1900.0,9.003082944291613,20.013860246579437,0.47759244789117766,0.5224075521088226,0.1005868012860137
1902.0,9.023096804537799,20.01386024579662,0.47759244789117766,0.5224075521088223,0.10058680128601363
1904.0,9.043110664783216,20.013860245038476,0.47759244789117766,0.5224075521088226,0.10058680128601359
1906.0,9.063124525027883,20.013860244304233,0.47759244789117766,0.5224075521088224,0.10058680128601365
1908.0,9.083138385271829,20.013860243593125,0.477592447891178,0.5224075521088223,0.10058680128601363
1910.0,9.103152245515075,20.01386024290443,0.47759244789117783,0.5224075521088223,0.10058680128601363
1912.0,9.123166105757644,20.01386024223744,0.47759244789117783,0.5224075521088223,0.10058680128601366
1914.0,9.143179965999556,20.01386024159146,0.477592447891178,0.5224075521088221,0.10058680128601359
1916.0,9.163193826240832,20.013860240965844,0.477592447891178,0.5224075521088223,0.10058680128601359
1918.0,9.183207686481495,20.013860240359943,0.477592447891178,0.5224075521088223,0.10058680128601359
1920.0,9.20322154672156,20.013860239773138,0.477592447891178,0.5224075521088221,0.10058680128601355
1922.0,9.223235406961047,20.01386023920483,0.477592447891178,0.5224075521088223,0.10058680128601362
1924.0,9.243249267199976,20.01386023865443,0.477592447891178,0.5224075521088223,0.1005868012860136
1926.0,9.263263127438368,20.01386023812137,0.477592447891178,0.5224075521088223,0.10058680128601356
1928.0,9.28327698767623,20.013860237605115,0.47759244789117783,0.5224075521088223,0.10058680128601356
1930.0,9.303290847913583,20.01386023710513,0.47759244789117783,0.5224075521088223,0.10058680128601359
1932.0,9.323304708150447,20.013860236620904,0.47759244789117783,0.5224075521088221,0.1005868012860136
1934.0,9.343318568386833,20.013860236151935,0.47759244789117766,0.5224075521088223,0.10058680128601359
1936.0,9.363332428622757,20.013860235697752,0.47759244789117766,0.5224075521088226,0.10058680128601367
1938.0,9.383346288858231,20.013860235257876,0.4775924478911774,0.5224075521088226,0.10058680128601367
1940.0,9.403360149093274,20.013860234831863,0.47759244789117766,0.5224075521088223,0.10058680128601366
1942.0,9.423374009327897,20.01386023441928,0.47759244789117783,0.5224075521088226,0.10058680128601369
1944.0,9.443387869562116,20.013860234019695,0.47759244789117783,0.5224075521088223,0.10058680128601369
1946.0,9.46340172979594,20.013860233632702,0.477592447891178,0.5224075521088221,0.10058680128601366
1948.0,9.483415590029384,20.013860233257905,0.477592447891178,0.5224075521088223,0.10058680128601366
1950.0,9.503429450262459,20.01386023289492,0.477592447891178,0.522407552108822,0.10058680128601365
1952.0,9.523443310495178,20.01386023254338,0.47759244789117816,0.5224075521088217,0.10058680128601367
1954.0,9.54345717072755,20.013860232202912,0.4775924478911783,0.522407552108822,0.10058680128601366
1956.0,9.563471030959587,20.013860231873178,0.4775924478911783,0.5224075521088217,0.10058680128601367
1958.0,9.583484891191299,20.013860231553828,0.4775924478911783,0.5224075521088217,0.10058680128601362
1960.0,9.603498751422698,20.01386023124455,0.4775924478911783,0.5224075521088217,0.10058680128601365
1962.0,9.623512611653792,20.013860230945017,0.4775924478911783,0.5224075521088217,0.10058680128601363
1964.0,9.643526471884591,20.013860230654924,0.47759244789117844,0.522407552108822,0.10058680128601365
1966.0,9.663540332115105,20.013860230373968,0.47759244789117844,0.5224075521088217,0.1005868012860136
1968.0,9.68355419234534,20.013860230101873,0.4775924478911783,0.5224075521088217,0.1005868012860136
1970.0,9.703568052575308,20.013860229838347,0.4775924478911783,0.5224075521088216,0.10058680128601358
1972.0,9.723581912805018,20.01386022958313,0.47759244789117844,0.5224075521088217,0.10058680128601358
1974.0,9.743595773034478,20.013860229335954,0.47759244789117844,0.5224075521088217,0.10058680128601356
1976.0,9.763609633263693,20.01386022909657,0.47759244789117844,0.5224075521088217,0.10058680128601355
1978.0,9.783623493492673,20.01386022886473,0.47759244789117816,0.5224075521088217,0.10058680128601355
1980.0,9.803637353721424,20.013860228640194,0.47759244789117816,0.5224075521088221,0.10058680128601354
1982.0,9.823651213949956,20.01386022842274,0.47759244789117816,0.522407552108822,0.10058680128601356
1984.0,9.843665074178274,20.01386022821214,0.47759244789117816,0.5224075521088217,0.10058680128601359
1986.0,9.863678934406384,20.01386022800817,0.47759244789117816,0.522407552108822,0.10058680128601359
1988.0,9.883692794634293,20.01386022781063,0.47759244789117816,0.5224075521088217,0.10058680128601358
1990.0,9.903706654862008,20.013860227619315,0.4775924478911783,0.5224075521088217,0.10058680128601355
