time,pmatrix_pop0,pmatrix_pop1,fssh_pop0,fssh_pop1,ehrenfest_pop0,ehrenfest_pop1,dvr_pop0,dvr_pop1
155.0,4.265600702254587e-76,1.0,0.0,1.0,4.4735376888435985e-76,1.0000000000000013,4.356958314411134e-17,0.999999999999989
160.0,1.0727837201161132e-75,1.0,0.0,1.0,1.1251955662011402e-75,1.000000000000001,5.2214000797394805e-17,0.9999999999999897
165.0,2.6912706446933893e-75,1.0,0.0,1.0,2.8230484607850385e-75,1.0000000000000007,6.258783841144563e-17,0.9999999999999892
170.0,6.734661676336504e-75,1.0,0.0,1.0,7.065160672858393e-75,1.0000000000000002,7.503750515160852e-17,0.999999999999989
175.0,1.6810761547123114e-74,1.0,0.0,1.0,1.763758516222418e-74,1.0000000000000007,8.997805967899084e-17,0.9999999999999895
180.0,4.1857393064858234e-74,1.0,0.0,1.0,4.3920731245714745e-74,1.0000000000000009,1.0790655216878046e-16,0.9999999999999893
185.0,1.0396092570114322e-73,1.0,0.0,1.0,1.0909713510632614e-73,1.0000000000000007,1.2941789817566688e-16,0.999999999999989
190.0,2.57561687836888e-73,1.0,0.0,1.0,2.7031519871275694e-73,1.0000000000000007,1.552237589703815e-16,0.9999999999999892
195.0,6.365104527729542e-73,1.0,0.0,1.0,6.680991338060226e-73,1.0000000000000004,1.8617498046630292e-16,0.9999999999999886
200.0,1.5690723202601451e-72,1.0,0.0,1.0,1.647117827535109e-72,1.0000000000000009,2.232882480920349e-16,0.9999999999999892
205.0,3.8582779969030176e-72,1.0,0.0,1.0,4.0506221482845875e-72,1.0000000000000016,2.677777314097937e-16,0.9999999999999891
210.0,9.463617872364552e-72,1.0,0.0,1.0,9.936469306186602e-72,1.0000000000000016,3.2109263467779866e-16,0.9999999999999891
215.0,2.315442444672756e-71,1.0,0.0,1.0,2.4313962670930053e-71,1.0000000000000013,3.849617248278757e-16,0.9999999999999888
220.0,5.650981554296187e-71,1.0,0.0,1.0,5.934616704777077e-71,1.000000000000002,4.614461111012445e-16,0.9999999999999887
225.0,1.3757099700386422e-70,1.0,0.0,1.0,1.4449169093957858e-70,1.0000000000000024,5.530017694091374e-16,0.9999999999999887
230.0,3.3407422173523156e-70,1.0,0.0,1.0,3.509185553291304e-70,1.0000000000000027,6.625535657193863e-16,0.9999999999999881
235.0,8.092302738577488e-70,1.0,0.0,1.0,8.501254997684293e-70,1.0000000000000027,7.935828550702844e-16,0.9999999999999882
240.0,1.9553042470923056e-69,1.0,0.0,1.0,2.0543431828781968e-69,1.0000000000000029,9.502310844607758e-16,0.9999999999999882
245.0,4.712698118266245e-69,1.0,0.0,1.0,4.951949184703746e-69,1.0000000000000022,1.1374222547241066e-15,0.9999999999999879
250.0,1.133020958841611e-68,1.0,0.0,1.0,1.1906732208236423e-68,1.0000000000000022,1.3610076043587315e-15,0.9999999999999877
255.0,2.717185578964591e-68,1.0,0.0,1.0,2.855763282642065e-68,1.0000000000000018,1.627936449835108e-15,0.9999999999999875
260.0,6.500004878658494e-68,1.0,0.0,1.0,6.832270108884434e-68,1.0000000000000009,1.9464578091098577e-15,0.9999999999999866
265.0,1.5510331422509603e-67,1.0,0.0,1.0,1.6305008980553678e-67,1.0000000000000013,2.326358212834496e-15,0.9999999999999862
270.0,3.69182814137195e-67,1.0,0.0,1.0,3.881416428213641e-67,1.0000000000000013,2.779242072817909e-15,0.9999999999999862
275.0,8.765463102855402e-67,1.0,0.0,1.0,9.216639679795448e-67,1.0000000000000013,3.318862005511187e-15,0.9999999999999861
280.0,2.0759707826227643e-66,1.0,0.0,1.0,2.183072408416916e-66,1.000000000000001,3.9615078570949846e-15,0.9999999999999851
285.0,4.904340079368358e-66,1.0,0.0,1.0,5.157946382978362e-66,1.0000000000000009,4.726464545701916e-15,0.9999999999999838
290.0,1.155720659716821e-65,1.0,0.0,1.0,1.2156222666663e-65,1.0000000000000004,5.6365506731999515e-15,0.9999999999999831
295.0,2.7166777325551497e-65,1.0,0.0,1.0,2.8578116304993084e-65,1.0000000000000002,6.7187517389179584e-15,0.9999999999999825
300.0,6.369954126533781e-65,1.0,0.0,1.0,6.701648893172098e-65,0.9999999999999999,8.004964226918965e-15,0.9999999999999815
305.0,1.489866689418511e-64,1.0,0.0,1.0,1.567627415590502e-64,1.0000000000000002,9.532869458523073e-15,0.9999999999999793
310.0,3.4759332486497225e-64,1.0,0.0,1.0,3.657776164196952e-64,0.9999999999999998,1.1346959310934415e-14,0.9999999999999782
315.0,8.089251631133791e-64,1.0,0.0,1.0,8.51342836055795e-64,0.9999999999999993,1.3499739473623368e-14,0.9999999999999754
320.0,1.877838117765376e-63,1.0,0.0,1.0,1.976536867605691e-63,0.9999999999999988,1.605314031616679e-14,0.9999999999999731
325.0,4.3483133346528023e-63,1.0,0.0,1.0,4.577395251146983e-63,0.9999999999999992,1.9080170088713852e-14,0.9999999999999698
330.0,1.0043761129907682e-62,1.0,0.0,1.0,1.057413765187329e-62,0.9999999999999987,2.266685117434922e-14,0.9999999999999665
335.0,2.3141141079779716e-62,1.0,0.0,1.0,2.436601696646705e-62,0.9999999999999984,2.6914486555286476e-14,0.999999999999962
340.0,5.318461289394704e-62,1.0,0.0,1.0,5.600633456137797e-62,0.9999999999999982,3.1942311199496556e-14,0.9999999999999573
345.0,1.2192704827674643e-61,1.0,0.0,1.0,1.2841116072469431e-61,0.999999999999998,3.7890592271881634e-14,0.9999999999999508
350.0,2.7882193040565547e-61,1.0,0.0,1.0,2.9368474847861074e-61,0.9999999999999984,4.4924251807466004e-14,0.9999999999999442
355.0,6.360138866036581e-61,1.0,0.0,1.0,6.699972240088104e-61,0.999999999999998,5.323709783502982e-14,0.9999999999999358
360.0,1.4471683369565314e-60,1.0,0.0,1.0,1.524676084547394e-60,0.9999999999999982,6.30567630837346e-14,0.9999999999999258
365.0,3.2846135314760285e-60,1.0,0.0,1.0,3.4609484859013514e-60,0.9999999999999979,7.465046661825364e-14,0.9999999999999142
370.0,7.436391774004867e-60,1.0,0.0,1.0,7.83656302913447e-60,0.999999999999998,8.833173154505217e-14,0.9999999999999004
375.0,1.679395520091623e-59,1.0,0.0,1.0,1.7699828660001219e-59,0.9999999999999982,1.0446821319582415e-13,0.999999999999884
380.0,3.7831751588017886e-59,1.0,0.0,1.0,3.98772696973419e-59,0.9999999999999982,1.2349081599814378e-13,0.9999999999998658
385.0,8.501051058345553e-59,1.0,0.0,1.0,8.961788226738137e-59,0.9999999999999983,1.4590430541897697e-13,0.999999999999843
