time,pmatrix_pop0,pmatrix_pop1,fssh_pop0,fssh_pop1,ehrenfest_pop0,ehrenfest_pop1,dvr_pop0,dvr_pop1
390.0,1.9054673071114952e-58,1.0,0.0,1.0,2.008985641513636e-58,0.9999999999999988,1.7229965297989433e-13,0.9999999999998164
395.0,4.2603282936595084e-58,1.0,0.0,1.0,4.492332248532247e-58,0.9999999999999989,2.0336838929102187e-13,0.9999999999997858
400.0,9.501612256071674e-58,1.0,0.0,1.0,1.0020278000063783e-57,0.9999999999999992,2.3991928229578514e-13,0.9999999999997489
405.0,2.1138014852913025e-57,1.0,0.0,1.0,2.2294643076341575e-57,0.9999999999999991,2.8289770635363807e-13,0.9999999999997061
410.0,4.6907656535500146e-57,1.0,0.0,1.0,4.948050392631082e-57,0.9999999999999987,3.334081235161555e-13,0.9999999999996555
415.0,1.0383311947652106e-56,1.0,0.0,1.0,1.0954196466912304e-56,0.9999999999999987,3.9274016217170103e-13,0.9999999999995961
420.0,2.292665411951376e-56,1.0,0.0,1.0,2.4190215901605697e-56,0.9999999999999989,4.623988514190384e-13,0.9999999999995265
425.0,5.049612505890955e-56,1.0,0.0,1.0,5.328583242611904e-56,0.9999999999999989,5.441396535378626e-13,0.9999999999994444
430.0,1.1093996052439e-55,1.0,0.0,1.0,1.1708372764689103e-55,0.9999999999999994,6.400090324840782e-13,0.9999999999993486
435.0,2.431255078129247e-55,1.0,0.0,1.0,2.5662211928688582e-55,0.9999999999999991,7.523914067945214e-13,0.9999999999992365
440.0,5.314783681097049e-55,1.0,0.0,1.0,5.610536318502478e-55,0.9999999999999989,8.840634599616611e-13,0.9999999999991047
445.0,1.1589192902915668e-54,1.0,0.0,1.0,1.2235659903290803e-54,0.9999999999999987,1.0382569258397369e-12,0.9999999999989505
450.0,2.5207704896655187e-54,1.0,0.0,1.0,2.6617246581905664e-54,0.9999999999999983,1.2187311289044832e-12,0.9999999999987703
455.0,5.469226614932577e-54,1.0,0.0,1.0,5.775792122672005e-54,0.9999999999999987,1.4298567482354308e-12,0.9999999999985592
460.0,1.1836710135147957e-53,1.0,0.0,1.0,1.2501803219167925e-53,0.9999999999999983,1.6767124847892692e-12,0.9999999999983123
465.0,2.555339277609138e-53,1.0,0.0,1.0,2.6992706022872604e-53,0.9999999999999979,1.9651965558760946e-12,0.999999999998024
470.0,5.502734701505521e-53,1.0,0.0,1.0,5.81343518861464e-53,0.9999999999999981,2.302155217668914e-12,0.9999999999976871
475.0,1.1820096129379918e-52,1.0,0.0,1.0,1.2489120962879861e-52,0.9999999999999983,2.695530829453786e-12,0.999999999997293
480.0,2.532653944954054e-52,1.0,0.0,1.0,2.6763537593338094e-52,0.9999999999999987,3.1545323338141087e-12,0.9999999999968343
485.0,5.413063107572458e-52,1.0,0.0,1.0,5.720944761118385e-52,0.9999999999999989,3.689831432183997e-12,0.9999999999962993
490.0,1.1540448891968572e-51,1.0,0.0,1.0,1.2198447565904149e-51,0.9999999999999997,4.313788198152527e-12,0.9999999999956753
495.0,2.4542266604866357e-51,1.0,0.0,1.0,2.59450150652562e-51,0.9999999999999998,5.04071039547625e-12,0.9999999999949477
500.0,5.2061775385588483e-51,1.0,0.0,1.0,5.504474016987059e-51,1.0,5.887151364420496e-12,0.9999999999941013
505.0,1.1016295999876647e-50,1.0,0.0,1.0,1.16490428085608e-50,0.9999999999999999,6.872252012445534e-12,0.999999999993117
510.0,2.325222504659966e-50,1.0,0.0,1.0,2.459105456747982e-50,0.9999999999999998,8.018133212529247e-12,0.9999999999919708
515.0,4.895597650408515e-50,1.0,0.0,1.0,5.178172849809228e-50,0.9999999999999997,9.350345777432598e-12,0.9999999999906384
520.0,1.0281563850898175e-49,1.0,0.0,1.0,1.0876480630631932e-49,0.9999999999999996,1.0898386157315112e-11,0.9999999999890906
525.0,2.153896722026269e-49,1.0,0.0,1.0,2.278833923238911e-49,0.9999999999999993,1.269628711700877e-11,0.9999999999872924
530.0,4.500935532383746e-49,1.0,0.0,1.0,4.762657797965033e-49,0.9999999999999996,1.4783293900534127e-11,0.9999999999852057
535.0,9.381945546473944e-49,1.0,0.0,1.0,9.928839192501976e-49,0.9999999999999992,1.7204637804597516e-11,0.9999999999827849
540.0,1.9507211862735763e-48,1.0,0.0,1.0,2.064714231684864e-48,1.0,2.0012420676945774e-11,0.9999999999799767
545.0,4.045848813134317e-48,1.0,0.0,1.0,4.2828590313941305e-48,1.0000000000000004,2.3266625657136626e-11,0.9999999999767225
550.0,8.370207681839692e-48,1.0,0.0,1.0,8.86175913205032e-48,1.0000000000000007,2.7036271501537255e-11,0.9999999999729526
555.0,1.7273284698038028e-47,1.0,0.0,1.0,1.8290198290906641e-47,1.0000000000000004,3.140073012387808e-11,0.9999999999685882
560.0,3.555704977704324e-47,1.0,0.0,1.0,3.765556557715842e-47,1.0000000000000009,3.645122954390768e-11,0.9999999999635378
565.0,7.301104717596909e-47,1.0,0.0,1.0,7.733074646283596e-47,1.0000000000000013,4.229256734174652e-11,0.9999999999576964
570.0,1.495421023158063e-46,1.0,0.0,1.0,1.5841177974441192e-46,1.0000000000000016,4.904506294563567e-11,0.9999999999509437
575.0,3.055275729088654e-46,1.0,0.0,1.0,3.2369423487118833e-46,1.000000000000001,5.684678075992205e-11,0.9999999999431419
580.0,6.226576656205077e-46,1.0,0.0,1.0,6.5977317289000855e-46,1.0000000000000013,6.585606020294525e-11,0.999999999934133
585.0,1.2657858767149235e-45,1.0,0.0,1.0,1.3414253644873846e-45,1.000000000000002,7.62543933529068e-11,0.9999999999237347
590.0,2.5667472531471838e-45,1.0,0.0,1.0,2.7205112385753654e-45,1.0000000000000022,8.824969603729992e-11,0.9999999999117389
595.0,5.1917993061020494e-45,1.0,0.0,1.0,5.503597431227631e-45,1.000000000000002,1.020800239709183e-10,0.9999999998979087
600.0,1.0475254708463703e-44,1.0,0.0,1.0,1.1105929033069793e-44,1.0000000000000022,1.1801779202612776e-10,0.9999999998819712
605.0,2.1082551429186182e-44,1.0,0.0,1.0,2.2355027238059352e-44,1.0000000000000024,1.3637456193762112e-10,0.9999999998636144
610.0,4.2324672002405664e-44,1.0,0.0,1.0,4.488565446076595e-44,1.0000000000000022,1.575064718259852e-10,0.9999999998424823
615.0,8.475705631151772e-44,1.0,0.0,1.0,8.989839613044507e-44,1.000000000000002,1.8182038996588764e-10,0.9999999998181689
620.0,1.6930505838946142e-43,1.0,0.0,1.0,1.7960082296278528e-43,1.000000000000002,2.0978088531671134e-10,0.9999999997902084
625.0,3.3734616887543877e-43,1.0,0.0,1.0,3.5791233948976867e-43,1.0000000000000018,2.4191811854260297e-10,0.9999999997580709
630.0,6.7049166618258024e-43,1.0,0.0,1.0,7.1147060914196924e-43,1.0000000000000013,2.7883676985756857e-10,0.9999999997211527
635.0,1.3292991063345139e-42,1.0,0.0,1.0,1.4107471211088006e-42,1.0000000000000013,3.2122613394650746e-10,0.9999999996787636
640.0,2.6288374999701765e-42,1.0,0.0,1.0,2.7903152300018048e-42,1.0000000000000016,3.6987152784230685e-10,0.9999999996301173
645.0,5.185808108932335e-42,1.0,0.0,1.0,5.5051508839778835e-42,1.000000000000001,4.256671748559305e-10,0.9999999995743223
650.0,1.0204242921069454e-41,1.0,0.0,1.0,1.0834204155925284e-41,1.000000000000001,4.89630747057756e-10,0.9999999995103586
655.0,2.0028884051921953e-41,1.0,0.0,1.0,2.1268487488138795e-41,1.0000000000000013,5.629197700564821e-10,0.9999999994370693
660.0,3.9214285370285043e-41,1.0,0.0,1.0,4.164740731042893e-41,1.0000000000000016,6.468501176637815e-10,0.9999999993531389
665.0,7.658494730243943e-41,1.0,0.0,1.0,8.13487863230764e-41,1.0000000000000009,7.429168503873202e-10,0.9999999992570722
670.0,1.491949289976581e-40,1.0,0.0,1.0,1.5849877084178428e-40,1.0000000000000016,8.528176808917288e-10,0.9999999991471713
675.0,2.8991868646498676e-40,1.0,0.0,1.0,3.0804375007561305e-40,1.000000000000001,9.784793820160375e-10,0.9999999990215099
680.0,5.619657232194086e-40,1.0,0.0,1.0,5.971872903950783e-40,1.0000000000000009,1.1220874886652578e-09,0.9999999988779016
685.0,1.0865629380668118e-39,1.0,0.0,1.0,1.1548360447461386e-39,1.000000000000001,1.2861196848342926e-09,0.9999999987138692
690.0,2.0956143309141258e-39,1.0,0.0,1.0,2.227622997130812e-39,1.0000000000000009,1.4733833105407592e-09,0.9999999985266059
695.0,4.031616488728989e-39,1.0,0.0,1.0,4.2862214976033963e-39,1.0000000000000013,1.687057472317964e-09,0.999999998312932
700.0,7.736747356876822e-39,1.0,0.0,1.0,8.226574783775474e-39,1.0000000000000018,1.9307402941136835e-09,0.999999998069249
705.0,1.4809791198838706e-38,1.0,0.0,1.0,1.574979766561408e-38,1.0000000000000018,2.2085019047207038e-09,0.9999999977914873
710.0,2.827813357004069e-38,1.0,0.0,1.0,3.0077543450198756e-38,1.0000000000000018,2.5249438229472977e-09,0.9999999974750455
715.0,5.385968396490676e-38,1.0,0.0,1.0,5.72955862633492e-38,1.0000000000000018,2.8852654733662936e-09,0.9999999971147239
720.0,1.023264907323111e-37,1.0,0.0,1.0,1.088707859779726e-37,1.0000000000000022,3.2953386447143187e-09,0.9999999967046502
725.0,1.9392042172082293e-37,1.0,0.0,1.0,2.0635400368563e-37,1.000000000000002,3.761790789670997e-09,0.9999999962381986
730.0,3.6658118170971364e-37,1.0,0.0,1.0,3.901447394271863e-37,1.0000000000000022,4.2920981604655846e-09,0.9999999957078911
735.0,6.91238479068697e-37,1.0,0.0,1.0,7.357832376811548e-37,1.0000000000000022,4.894689879733539e-09,0.9999999951052988
740.0,1.3001597872944683e-36,1.0,0.0,1.0,1.384156719547358e-36,1.0000000000000022,5.579064161041394e-09,0.9999999944209248
745.0,2.4393639582373384e-36,1.0,0.0,1.0,2.597358188656257e-36,1.0000000000000018,6.3559180203451535e-09,0.9999999936440712
750.0,4.565280746939677e-36,1.0,0.0,1.0,4.861716059012218e-36,1.000000000000002,7.237291957636131e-09,0.9999999927626974
755.0,8.522546032064847e-36,1.0,0.0,1.0,9.077337109538165e-36,1.0000000000000022,8.236731240261228e-09,0.9999999917632579
760.0,1.5870191344445702e-35,1.0,0.0,1.0,1.690590508165492e-35,1.0000000000000024,9.36946558520951e-09,0.9999999906305238
765.0,2.9478533571512804e-35,1.0,0.0,1.0,3.1407215698688375e-35,1.0000000000000022,1.0652609219353e-08,0.9999999893473801
770.0,5.461858638882993e-35,1.0,0.0,1.0,5.820113537542919e-35,1.0000000000000018,1.2105383495135178e-08,0.9999999878946056
775.0,1.009452449371092e-34,1.0,0.0,1.0,1.0758319668174008e-34,1.0000000000000018,1.374936445610797e-08,0.9999999862506249
780.0,1.860981554320746e-34,1.0,0.0,1.0,1.9836651296763045e-34,1.0000000000000018,1.560875798254758e-08,0.9999999843912317
785.0,3.4222286609924347e-34,1.0,0.0,1.0,3.648405975409589e-34,1.0000000000000018,1.7710705406348526e-08,0.9999999822892844
790.0,6.277499604368951e-34,1.0,0.0,1.0,6.6934311422806495e-34,1.0000000000000024,2.0085622763826225e-08,0.9999999799143668
795.0,1.1486164676890242e-33,1.0,0.0,1.0,1.2249129917758816e-33,1.0000000000000024,2.27675771621564e-08,0.9999999772324122
800.0,2.096399355109019e-33,1.0,0.0,1.0,2.236003285682501e-33,1.0000000000000022,2.5794704066566406e-08,0.9999999742052854
805.0,3.8166610283443984e-33,1.0,0.0,1.0,4.071461618674476e-33,1.000000000000002,2.9209669677434993e-08,0.9999999707903199
810.0,6.931124760659655e-33,1.0,0.0,1.0,7.395012613280083e-33,1.000000000000002,3.3060182958400275e-08,0.9999999669398066
815.0,1.2555509861606337e-32,1.0,0.0,1.0,1.3397942629621121e-32,1.0000000000000027,3.7399562302674826e-08,0.9999999626004274
820.0,2.2686915846081758e-32,1.0,0.0,1.0,2.4212959912761116e-32,1.0000000000000022,4.22873622856424e-08,0.9999999577126272
825.0,4.0890930517321704e-32,1.0,0.0,1.0,4.364838505053339e-32,1.0000000000000018,4.779006645222222e-08,0.999999952209923
830.0,7.351719198949505e-32,1.0,0.0,1.0,7.848722181846945e-32,1.000000000000002,5.398185262807038e-08,0.9999999460181366
835.0,1.3184424211775668e-31,1.0,0.0,1.0,1.4077974223574622e-31,1.000000000000002,6.094543782818274e-08,0.9999999390545516
840.0,2.358542582587713e-31,1.0,0.0,1.0,2.518788823957594e-31,1.0000000000000022,6.877301046930754e-08,0.999999931226979
845.0,4.208589107652609e-31,1.0,0.0,1.0,4.495248275808329e-31,1.000000000000002,7.7567258273518e-08,0.9999999224327314
850.0,7.490995540323474e-31,1.0,0.0,1.0,8.002503853294308e-31,1.0000000000000022,8.744250098546783e-08,0.9999999125574884
855.0,1.3300032771981116e-30,1.0,0.0,1.0,1.4210466434261502e-30,1.0000000000000022,9.852593781976616e-08,0.9999999014740516
860.0,2.3554614367744844e-30,1.0,0.0,1.0,2.5171028136450288e-30,1.0000000000000022,1.1095902040592262e-07,0.9999998890409691
865.0,4.161111506763929e-30,1.0,0.0,1.0,4.4473745401719564e-30,1.0000000000000022,1.248989629161434e-07,0.9999998751010267
870.0,7.332511120037468e-30,1.0,0.0,1.0,7.838203439964458e-30,1.000000000000002,1.4052040204671243e-07,0.9999998594795876
875.0,1.288860992384476e-29,1.0,0.0,1.0,1.377968782376644e-29,1.0000000000000016,1.5801722058207785e-07,0.999999841982769
880.0,2.2597966186733997e-29,1.0,0.0,1.0,2.4164187302966883e-29,1.0000000000000016,1.7760454940186926e-07,0.9999998223954398
885.0,3.952232683257504e-29,1.0,0.0,1.0,4.226831349732478e-29,1.0000000000000016,1.9952096400999055e-07,0.9999998004790254
890.0,6.894860487399866e-29,1.0,0.0,1.0,7.375093017870655e-29,1.0000000000000018,2.2403089296088694e-07,0.999999775969097
895.0,1.1998259141589753e-28,1.0,0.0,1.0,1.2836005179598634e-28,1.0000000000000016,2.514272569522354e-07,0.9999997485727324
900.0,2.0826712367512727e-28,1.0,0.0,1.0,2.2284454463702713e-28,1.000000000000001,2.8203435883090647e-07,0.9999997179656308
905.0,3.606059400595021e-28,1.0,0.0,1.0,3.8590802798320902e-28,1.0000000000000004,3.162110463502533e-07,0.9999996837889433
910.0,6.228086817291271e-28,1.0,0.0,1.0,6.666152488948831e-28,1.0000000000000009,3.5435417119611167e-07,0.9999996456458183
915.0,1.0729661269193885e-27,1.0,0.0,1.0,1.1486196433317986e-27,1.000000000000001,3.9690236960005606e-07,0.99999960309762
920.0,1.8438555095939617e-27,1.0,0.0,1.0,1.974179956212949e-27,1.0000000000000009,4.4434019176350007e-07,0.9999995556597975
925.0,3.160655964821512e-27,1.0,0.0,1.0,3.3845947750552306e-27,1.0000000000000004,4.972026093466958e-07,0.9999995027973804
930.0,5.404269264454922e-27,1.0,0.0,1.0,5.7880996744841e-27,1.0000000000000002,5.56079932424822e-07,0.9999994439200569
935.0,9.217350280445524e-27,1.0,0.0,1.0,9.873579790151993e-27,1.0000000000000004,6.216231695918588e-07,0.9999993783768204
940.0,1.568138830567799e-26,1.0,0.0,1.0,1.68005125841994e-26,1.0000000000000002,6.945498673037477e-07,0.9999993054501224
945.0,2.6611672819608694e-26,1.0,0.0,1.0,2.8515409522866465e-26,0.9999999999999999,7.756504670979672e-07,0.9999992243495222
950.0,4.504732793947324e-26,1.0,0.0,1.0,4.827761611326422e-26,0.9999999999999993,8.657952220179155e-07,0.9999991342047675
955.0,7.606327705424696e-26,1.0,0.0,1.0,8.15306825093125e-26,0.9999999999999993,9.659417163948993e-07,0.9999990340582733
960.0,1.2811208817132643e-25,1.0,0.0,1.0,1.3734262018311255e-25,0.9999999999999991,1.0771430361346449e-06,0.9999989228569537
965.0,2.152356524728883e-25,1.0,0.0,1.0,2.3078017631108997e-25,0.9999999999999984,1.20055663977312e-06,0.9999987994433494
970.0,3.607009431807743e-25,1.0,0.0,1.0,3.868125231742059e-25,0.9999999999999978,1.3374539838640225e-06,0.999998662546006
975.0,6.0296104102210695e-25,1.0,0.0,1.0,6.467126180274847e-25,0.9999999999999983,1.489230959702304e-06,0.9999985107690295
980.0,1.005402764132187e-24,1.0,0.0,1.0,1.0785265878677028e-24,0.9999999999999981,1.6574192019861082e-06,0.9999983425807878
985.0,1.6722441570023637e-24,1.0,0.0,1.0,1.7941511112952074e-24,0.999999999999998,1.8436983337871975e-06,0.9999981563016558
990.0,2.7743933140344693e-24,1.0,0.0,1.0,2.9771159551467293e-24,0.9999999999999974,2.0499092161196413e-06,0.9999979500907735
995.0,4.5913990588849034e-24,1.0,0.0,1.0,4.9276627628130356e-24,0.999999999999998,2.278068274476318e-06,0.999997721931715
1000.0,7.579327297377218e-24,1.0,0.0,1.0,8.135694424451824e-24,0.9999999999999977,2.5303829789472685e-06,0.9999974696170106
1005.0,1.2480294403833409e-23,1.0,0.0,1.0,1.3398513730099283e-23,0.9999999999999974,2.8092685589270873e-06,0.9999971907314308
1010.0,2.049875503038083e-23,1.0,0.0,1.0,2.2010347275995044e-23,0.9999999999999971,3.1173660379538852e-06,0.9999968826339518
1015.0,3.3584475121715696e-23,1.0,0.0,1.0,3.606661295788543e-23,0.9999999999999978,3.4575616789520577e-06,0.9999965424383109
1020.0,5.488554833895047e-23,1.0,0.0,1.0,5.895110386676886e-23,0.9999999999999972,3.833007934929137e-06,0.9999961669920547
1025.0,8.94717123640826e-23,1.0,0.0,1.0,9.611398054682787e-23,0.9999999999999973,4.247146005210236e-06,0.9999957528539846
1030.0,1.454861755615856e-22,1.0,0.0,1.0,1.5631085790815198e-22,0.9999999999999979,4.703730102329363e-06,0.9999952962698871
1035.0,2.359749371922541e-22,1.0,0.0,1.0,2.5357101576528663e-22,0.9999999999999978,5.2068535399435305e-06,0.9999947931464499
1040.0,3.817843660327308e-22,1.0,0.0,1.0,4.1031545370602666e-22,0.9999999999999978,5.7609767574169366e-06,0.9999942390232325
1045.0,6.161386413459057e-22,1.0,0.0,1.0,6.62283379723288e-22,0.9999999999999986,6.370957402123512e-06,0.9999936290425878
1050.0,9.918516816801928e-22,1.0,0.0,1.0,1.0662952506072372e-21,0.9999999999999992,7.042082595978617e-06,0.9999929579173938
1055.0,1.5926595051210722e-21,1.0,0.0,1.0,1.712452942933411e-21,0.9999999999999991,7.780103518203734e-06,0.9999922198964714
1060.0,2.5509796449299344e-21,1.0,0.0,1.0,2.7432619930582907e-21,0.9999999999999992,8.591272441895334e-06,0.9999914087275477
1065.0,4.0756683336874644e-21,1.0,0.0,1.0,4.383523215896297e-21,0.9999999999999996,9.482382367474768e-06,0.9999905176176225
1070.0,6.495287787739907e-21,1.0,0.0,1.0,6.986933889725826e-21,0.9999999999999991,1.0460809401636463e-05,0.999989539190588
1075.0,1.0325369854492924e-20,1.0,0.0,1.0,1.1108544756044068e-20,0.9999999999999993,1.1534558035886328e-05,0.9999884654419534
1080.0,1.6372704592864992e-20,1.0,0.0,1.0,1.7617116621569022e-20,0.9999999999999997,1.2712309484123138e-05,0.9999872876905057
1085.0,2.5896600653111408e-20,1.0,0.0,1.0,2.7868880706927423e-20,0.9999999999999992,1.4003473243975992e-05,0.9999859965267451
1090.0,4.0857571754784273e-20,1.0,0.0,1.0,4.3975539114743924e-20,0.9999999999999993,1.5418242051779286e-05,0.9999845817579377
1095.0,6.429981710810797e-20,1.0,0.0,1.0,6.921650674924668e-20,0.9999999999999992,1.696765040587712e-05,0.9999830323495837
1100.0,1.0093789663453825e-19,1.0,0.0,1.0,1.0867132228320476e-19,0.9999999999999991,1.8663636837705645e-05,0.9999813363631518
1105.0,1.5805419430210343e-19,1.0,0.0,1.0,1.7018720429088377e-19,0.9999999999999988,2.051911011444485e-05,0.9999794808898751
1110.0,2.4686811227193385e-19,1.0,0.0,1.0,2.6585537415275514e-19,0.9999999999999993,2.2548019561048265e-05,0.9999774519804284
1115.0,3.846193218855279e-19,1.0,0.0,1.0,4.14257594253696e-19,0.9999999999999989,2.4765429693149166e-05,0.9999752345702965
1120.0,5.977289149211856e-19,1.0,0.0,1.0,6.438755239539463e-19,0.9999999999999987,2.7187599355484567e-05,0.9999728124006337
1125.0,9.265832246682315e-19,1.0,0.0,1.0,9.982507918916353e-19,0.999999999999998,2.9832065563219792e-05,0.9999701679344266
1130.0,1.4327536959668897e-18,1.0,0.0,1.0,1.5437736588582386e-18,0.9999999999999982,3.271773224555872e-05,0.9999672822677441
1135.0,2.2098638295500445e-18,1.0,0.0,1.0,2.38140746741819e-18,0.9999999999999984,3.5864964092630396e-05,0.9999641350358967
1140.0,3.399901207882976e-18,1.0,0.0,1.0,3.664289879143693e-18,0.9999999999999987,3.929568570722722e-05,0.9999607043142823
1145.0,5.217636587454096e-18,1.0,0.0,1.0,5.624084888451921e-18,0.999999999999998,4.303348626304729e-05,0.9999569665137268
1150.0,7.987080067631611e-18,1.0,0.0,1.0,8.610329039996105e-18,0.9999999999999981,4.7103729870167586e-05,0.9999528962701195
1155.0,1.2195760004237316e-17,1.0,0.0,1.0,1.3149019524572024e-17,0.9999999999999977,5.153367184659488e-05,0.9999484663281429
1160.0,1.8575318095305294e-17,1.0,0.0,1.0,2.0029616658219455e-17,0.9999999999999981,5.6352581091890926e-05,0.9999436474188976
1165.0,2.8220853750677785e-17,1.0,0.0,1.0,3.043388910444707e-17,0.9999999999999976,6.159186875497227e-05,0.9999384081312347
1170.0,4.276716628995978e-17,1.0,0.0,1.0,4.612620477747185e-17,0.9999999999999978,6.728522338291169e-05,0.9999327147766064
1175.0,6.464831093850377e-17,1.0,0.0,1.0,6.973380257243326e-17,0.9999999999999978,7.346875273126796e-05,0.9999265312472583
1180.0,9.747880858702158e-17,1.0,0.0,1.0,1.0515846370253452e-16,0.9999999999999973,8.01811324085733e-05,0.9999198188675805
1185.0,1.466119967748047e-16,1.0,0.0,1.0,1.5817953002745201e-16,0.9999999999999973,8.74637615184924e-05,0.9999125362384708
1190.0,2.1995559624883991e-16,0.9999999999999998,0.0,1.0,2.3733478534820387e-16,0.9999999999999971,9.536092545229239e-05,0.9999046390745372
1195.0,3.2915971762345526e-16,0.9999999999999998,0.0,1.0,3.55203700669335e-16,0.9999999999999976,0.00010391996597197166,0.999896080034018
1200.0,4.913426362464636e-16,0.9999999999999996,0.0,1.0,5.302716909968995e-16,0.9999999999999969,0.00011319145871027977,0.9998868085412792
1205.0,7.3159087061253675e-16,0.9999999999999993,0.0,1.0,7.896309868815421e-16,0.9999999999999963,0.0001232293981979327,0.9998767706017917
1210.0,1.0865709993851784e-15,0.9999999999999989,0.0,1.0,1.1728827718187138e-15,0.9999999999999969,0.00013409139051070507,0.9998659086094788
1215.0,1.6097332005885003e-15,0.9999999999999984,0.0,1.0,1.7377592993920233e-15,0.9999999999999964,0.00014583885360930726,0.99985416114638
1220.0,2.378787284842714e-15,0.9999999999999978,0.0,1.0,2.568201713042787e-15,0.9999999999999957,0.00015853722542323633,0.999841462774566
1225.0,3.506413971358042e-15,0.9999999999999964,0.0,1.0,3.7859340481284595e-15,0.9999999999999949,0.0001722561797061057,0.9998277438202834
1230.0,5.1555689613687254e-15,0.999999999999995,0.0,1.0,5.5670005938053355e-15,0.9999999999999929,0.00018706984966387804,0.9998129301503259
1235.0,7.561288482380544e-15,0.9999999999999923,0.0,1.0,8.165329419820996e-15,0.9999999999999907,0.00020305705932942156,0.99979694294066
1240.0,1.1061671973357357e-14,0.999999999999989,0.0,1.0,1.1946213791880367e-14,0.9999999999999857,0.00022030156262624383,0.9997796984373634
1245.0,1.6141781784066438e-14,0.9999999999999839,0.0,1.0,1.7433753277071654e-14,0.9999999999999807,0.00023889229003172578,0.9997611077099576
1250.0,2.3495671849360498e-14,0.9999999999999766,0.0,1.0,2.537788714295806e-14,0.9999999999999726,0.00025892360271502577,0.9997410763972743
1255.0,3.411378739380691e-14,0.9999999999999658,0.0,1.0,3.6848846336785845e-14,0.9999999999999608,0.0002804955539874543,0.9997195044460022
1260.0,4.9405768772468306e-14,0.9999999999999507,0.0,1.0,5.336986608081805e-14,0.9999999999999445,0.0003037141578635142,0.9996962858421258
1265.0,7.137251800700944e-14,0.9999999999999287,0.0,1.0,7.71031342140676e-14,0.9999999999999207,0.00032869166448855705,0.9996713083355011
1270.0,1.0284661362941149e-13,0.9999999999998973,0.0,1.0,1.1110959729156694e-13,0.9999999999998873,0.00035554684214455606,0.9996444531578447
1275.0,1.4782727951840514e-13,0.9999999999998521,0.0,1.0,1.597109375744986e-13,0.9999999999998396,0.0003844052654990096,0.9996155947344901
1280.0,2.1194578193522017e-13,0.9999999999997881,0.0,1.0,2.289924767462068e-13,0.9999999999997707,0.00041539960971274026,0.9995846003902765
1285.0,3.031102171134355e-13,0.9999999999996969,0.0,1.0,3.27499896421048e-13,0.9999999999996719,0.0004486699499710915,0.9995513300500183
1290.0,4.323963134800916e-13,0.9999999999995676,0.0,1.0,4.672017359933759e-13,0.999999999999532,0.0004843640659501025,0.9995156359340392
1295.0,6.152746310635503e-13,0.9999999999993848,0.0,1.0,6.648152776318045e-13,0.9999999999993345,0.00052263775067341,0.9994773622493158
1300.0,8.732963993911436e-13,0.9999999999991267,0.0,1.0,9.436278160857226e-13,0.9999999999990559,0.0005636551231587146,0.9994363448768305
1305.0,1.2364028201993905e-12,0.9999999999987635,0.0,1.0,1.3359912673648988e-12,0.999999999998664,0.0006075889441934461,0.999392411055796
1310.0,1.7460794022052696e-12,0.999999999998254,0.0,1.0,1.886729289892365e-12,0.9999999999981133,0.0006546209345186748,0.9993453790654704
1315.0,2.4596522551150636e-12,0.9999999999975403,0.0,1.0,2.6577773804331486e-12,0.9999999999973423,0.0007049420946381973,0.9992950579053511
1320.0,3.4561230358843593e-12,0.9999999999965439,0.0,1.0,3.734483993837281e-12,0.9999999999962659,0.0007587530254064738,0.9992412469745824
1325.0,4.844070887886619e-12,0.9999999999951559,0.0,1.0,5.234142663531584e-12,0.9999999999947657,0.0008162642484846221,0.9991837357515044
1330.0,6.772322865224674e-12,0.9999999999932276,0.0,1.0,7.317511715772378e-12,0.9999999999926823,0.0008776965256885568,0.9991223034743005
1335.0,9.44432132815893e-12,0.9999999999905557,0.0,1.0,1.020432273551974e-11,0.9999999999897962,0.0009432811761877503,0.9990567188238014
1340.0,1.3137413392792112e-11,0.9999999999868626,0.0,1.0,1.4194098385082606e-11,0.9999999999858069,0.0010132603904471971,0.9989867396095418
1345.0,1.8228673775788325e-11,0.9999999999817714,0.0,1.0,1.9694016028826825e-11,0.9999999999803074,0.0010878875397391154,0.99891211246025
1350.0,2.5229373718000998e-11,0.9999999999747706,0.0,1.0,2.725609315251018e-11,0.9999999999727452,0.0011674274799858863,0.9988325725200031
1355.0,3.48308572028619e-11,0.9999999999651692,0.0,1.0,3.7626668197686446e-11,0.9999999999623734,0.001252156848630378,0.9987478431513588
1360.0,4.7965421781593516e-11,0.9999999999520346,0.0,1.0,5.181204940692262e-11,0.9999999999481892,0.0013423643531670884,0.9986576356468222
1365.0,6.588687555228067e-11,0.9999999999341131,0.0,1.0,7.116535872012234e-11,0.9999999999288364,0.0014383510499044432,0.9985616489500841
1370.0,9.027681730530664e-11,0.9999999999097232,0.0,1.0,9.75010751369195e-11,0.9999999999025003,0.0015404306114692348,0.9984595693885199
1375.0,1.2338444192463264e-10,0.9999999998766155,0.0,1.0,1.3324566599220659e-10,0.9999999998667554,0.00164892958150561,0.9983510704184828
1380.0,1.6820990478850796e-10,0.99999999983179,0.0,1.0,1.8163508875230987e-10,0.9999999998183655,0.0017641876149664623,0.9982358123850225
1385.0,2.2874410658779225e-10,0.999999999771256,0.0,1.0,2.469729775406914e-10,0.9999999997530269,0.0018865577023427886,0.9981134422976461
1390.0,3.1028133016566734e-10,0.9999999996897186,0.0,1.0,3.349671535957209e-10,0.999999999665033,0.0020164063761281717,0.9979835936238607
