dt,p20_final_pop_upper,p20_final_q,p20_final_p,p20_branch,p20_steps,p20_dvr_adiabatic_upper_exact,p20_dvr_R_total_exact
0.2,0.5224075521088194,12.001159206277565,20.01386022194511,transmitted,10998,0.49299204047915557,3.882662390810547e-08
