time,pop1,pop2,pop3,pop1_stderr,pop2_stderr,pop3_stderr
170.0,1.0,-1.8688754247856802e-17,-2.0724163126336256e-17,0.0,3.833039372469824e-17,3.651012988243292e-17
180.0,1.0,-3.793262000802618e-17,-2.183438615096141e-17,0.0,3.96467417347446e-17,3.824570460310376e-17
190.0,1.0,-5.680641142665385e-17,-2.0909200297107114e-17,0.0,3.970452599129142e-17,3.85572519017751e-17
200.0,1.0,-6.198745220823791e-17,-2.7015426932545477e-17,0.0,4.117936308643598e-17,3.8914573743930575e-17
210.0,1.0,-5.717648576819556e-17,-2.9790984494108365e-17,0.0,4.2175784184169016e-17,4.017079700305696e-17
220.0,1.0,-6.439293542825907e-17,-2.516505522483688e-17,0.0,4.325056153865072e-17,4.060642574601864e-17
230.0,1.0,-6.513308411134252e-17,-2.8680761469483214e-17,0.0,4.40664329024271e-17,4.131466783351078e-17
240.0,1.0,-6.328271240363392e-17,-3.293661639721298e-17,0.0,4.683236326191553e-17,4.1869290330856696e-17
250.0,1.0,-1.1083726529174479e-16,-4.255854927729767e-17,0.0,5.532178088547851e-17,4.2558415192180085e-17
260.0,1.0000000000000002,-2.507253663945145e-16,-4.107825191113079e-17,0.0,1.9719658073185839e-16,4.244000866981805e-17
270.0,1.0000000000000002,-2.6108744795768264e-16,-5.3105668011236654e-17,0.0,2.1547342941637963e-16,4.291523691039732e-17
280.0,0.999999999999999,8.637535131583718e-16,-5.440092820663267e-17,6.083373583314762e-10,1.0315945559258772e-15,4.3938392168555553e-17
290.0,0.999999999999996,3.913351124632906e-15,-3.608224830031759e-17,0.0,4.3062586683685955e-15,4.4003165885593695e-17
300.0,0.9999999999999962,3.826568691541373e-15,-3.312165356798384e-17,0.0,4.125297486089514e-15,4.4288559530079473e-17
310.0,1.0000000000000187,-1.8960388814548424e-14,-4.274358644806853e-17,8.60318942650595e-10,1.9895039277693846e-14,4.4640818575541984e-17
320.0,1.000000000000087,-8.711568503609138e-14,-3.460195093415071e-17,0.0,8.997020897395768e-14,4.514316806277307e-17
330.0,1.000000000000144,-1.4414728669957335e-13,-4.403884664346454e-17,0.0,1.455242658999051e-13,4.6204928900963754e-17
340.0,0.9999999999998778,1.2208771031178381e-13,-4.9589961766590324e-17,0.0,1.3273511368921807e-13,4.608227557839678e-17
350.0,0.9999999999986414,1.3583991339179609e-12,-4.5889218351173137e-17,8.60318942650595e-10,1.3879319174244235e-12,4.677488855210389e-17
360.0,0.9999999999961285,3.8714575989473585e-12,-4.51490696680897e-17,0.0,3.893551277303608e-12,4.7048787855687205e-17
370.0,0.9999999999948503,5.149431251775619e-12,-4.144832625267251e-17,8.60318942650595e-10,5.0708131957187225e-12,4.670887502326088e-17
380.0,1.0000000000046676,-4.667610187247817e-12,-3.182639337258782e-17,0.0,4.970934068726246e-12,4.678967241546195e-17
390.0,1.000000000045771,-4.577098774068607e-11,-3.164135620181696e-17,0.0,4.6189533814216934e-11,4.697376591889107e-17
400.0,1.0000000001384233,-1.3842329079268485e-10,-4.3853809472693685e-17,0.0,1.3821071370434504e-10,4.7852690943348886e-17
