time,ehrenfest_pop0,ehrenfest_pop1,fssh_pop0,fssh_pop1,mmst_pop0,mmst_pop1,spinmint_pop0,spinmint_pop1,dvr_pop0,dvr_pop1
2720.0,0.22642224680831474,0.7735777531916824,0.287109375,0.712890625,0.17807644469739786,0.8219235553026022,0.2543622691990906,0.745637730800909,0.2695360633946532,0.730463936605336
2725.0,0.22642227008585303,0.7735777299141441,0.287109375,0.712890625,0.17807645631471886,0.821923543685281,0.25436228565259544,0.7456377143474043,0.26951531012038416,0.730484689879605
2730.0,0.22642228721286473,0.7735777127871328,0.287109375,0.712890625,0.17807646310222472,0.8219235368977753,0.25436229886929546,0.7456377011307047,0.2694954562303106,0.7305045437696791
2735.0,0.22642229943838207,0.7735777005616151,0.287109375,0.712890625,0.17807646628798815,0.8219235337120117,0.2543623093073041,0.7456376906926957,0.26947647382443696,0.7305235261755536
2740.0,0.226422307815842,0.7735776921841548,0.287109375,0.712890625,0.17807646686552608,0.8219235331344737,0.2543623173850821,0.745637682614918,0.26945833509739664,0.7305416649025936
2745.0,0.22642231322256678,0.7735776867774304,0.287109375,0.712890625,0.1780764656261046,0.821923534373895,0.25436232348022325,0.7456376765197769,0.269441012405584,0.7305589875944053
2750.0,0.22642231637992022,0.7735776836200771,0.287109375,0.712890625,0.1780764631891498,0.8219235368108501,0.2543623279295479,0.7456376720704526,0.2694244783284383,0.730575521671552
2755.0,0.2264223178732338,0.7735776821267648,0.287109375,0.712890625,0.17807646003018773,0.821923539969812,0.2543623310302033,0.7456376689697968,0.26940870572414227,0.730591294275848
2760.0,0.22642231817086092,0.7735776818291377,0.287109375,0.712890625,0.17807645650598736,0.8219235434940124,0.25436233304151284,0.745637666958487,0.2693936677800182,0.7306063322199717
2765.0,0.22642231764192491,0.773577682358074,0.287109375,0.712890625,0.17807645287677457,0.8219235471232255,0.254362334187359,0.745637665812641,0.26937933805789127,0.7306206619420986
2770.0,0.22642231657248854,0.77357768342751,0.287109375,0.712890625,0.17807644932553196,0.8219235506744677,0.2543623346589127,0.7456376653410873,0.26936569053467774,0.7306343094653128
2775.0,0.226422315180016,0.7735776848199832,0.287109375,0.712890625,0.17807644597450126,0.8219235540254988,0.2543623346175654,0.7456376653824346,0.2693526996384691,0.7306473003615208
2780.0,0.22642231362608536,0.7735776863739134,0.287109375,0.712890625,0.17807644289908056,0.821923557100919,0.2543623341979362,0.745637665802064,0.26934034028035936,0.7306596597196311
2785.0,0.226422312027397,0.773577687972602,0.287109375,0.712890625,0.17807644013934973,0.8219235598606498,0.25436233351086246,0.7456376664891372,0.26932858788225783,0.7306714121177322
2790.0,0.22642231046516254,0.7735776895348364,0.287109375,0.712890625,0.17807643770948,0.8219235622905197,0.25436233264630026,0.7456376673536997,0.2693174184009477,0.7306825815990423
2795.0,0.22642230899300253,0.7735776910069965,0.287109375,0.712890625,0.17807643560529424,0.8219235643947055,0.2543623316760776,0.7456376683239222,0.26930680834859083,0.7306931916513997
2800.0,0.22642230764349675,0.7735776923565025,0.287109375,0.712890625,0.17807643381023314,0.8219235661897663,0.2543623306564649,0.7456376693435355,0.26929673480994043,0.7307032651900497
2805.0,0.22642230643353875,0.7735776935664603,0.287109375,0.712890625,0.17807643229997536,0.8219235677000242,0.25436232963053684,0.745637670369463,0.26928717545645897,0.7307128245435316
2810.0,0.22642230536865043,0.7735776946313492,0.287109375,0.712890625,0.1780764310459322,0.8219235689540676,0.25436232863031444,0.7456376713696861,0.2692781085575544,0.7307218914424358
2815.0,0.22642230444640166,0.7735776955535983,0.287109375,0.712890625,0.17807643001782358,0.8219235699821763,0.2543623276786789,0.7456376723213212,0.2692695129891457,0.7307304870108445
2820.0,0.2264223036590772,0.7735776963409225,0.287109375,0.712890625,0.178076429185512,0.8219235708144881,0.25436232679106363,0.7456376732089363,0.26926136823974534,0.7307386317602456
2825.0,0.22642230299571495,0.7735776970042842,0.287109375,0.712890625,0.17807642852024813,0.8219235714797516,0.25436232597693054,0.7456376740230697,0.2692536544142542,0.7307463455857358
2830.0,0.22642230244362876,0.7735776975563706,0.287109375,0.712890625,0.17807642799546108,0.8219235720045384,0.25436232524104346,0.7456376747589566,0.26924635223563764,0.7307536477643534
2835.0,0.22642230198951435,0.7735776980104849,0.287109375,0.712890625,0.17807642758720238,0.8219235724127973,0.2543623245845522,0.7456376754154481,0.26923944304466335,0.7307605569553273
2840.0,0.22642230162022658,0.7735776983797723,0.287109375,0.712890625,0.17807642727433418,0.8219235727256656,0.25436232400590514,0.7456376759940955,0.2692329087978624,0.7307670912021283
2845.0,0.22642230132329708,0.773577698676702,0.287109375,0.712890625,0.17807642703853518,0.8219235729614649,0.25436232350160454,0.7456376764983961,0.26922673206386744,0.7307732679361225
2850.0,0.22642230108725406,0.7735776989127454,0.287109375,0.712890625,0.17807642686418065,0.821923573135819,0.2543623230668271,0.7456376769331728,0.2692208960182752,0.730779103981716
2855.0,0.22642230090179502,0.7735776990982043,0.287109375,0.712890625,0.17807642673814486,0.821923573261855,0.25436232269591974,0.7456376773040801,0.2692153844371826,0.7307846155628083
2860.0,0.22642230075785189,0.773577699242147,0.287109375,0.712890625,0.1780764266495558,0.8219235733504439,0.25436232238279277,0.7456376776172076,0.269210181689518,0.7307898183104726
2865.0,0.22642230064758018,0.7735776993524186,0.287109375,0.712890625,0.17807642658953152,0.8219235734104684,0.25436232212122384,0.7456376778787769,0.2692052727282985,0.730794727271692
2870.0,0.2264223005642974,0.7735776994357013,0.287109375,0.712890625,0.17807642655091457,0.8219235734490848,0.25436232190508407,0.7456376780949157,0.269200643080936,0.7307993569190545
2875.0,0.2264223005023911,0.7735776994976077,0.287109375,0.712890625,0.1780764265280159,0.8219235734719837,0.2543623217285036,0.7456376782714964,0.2691962788387,0.730803721161291
2880.0,0.22642230045720882,0.7735776995427901,0.287109375,0.712890625,0.1780764265163785,0.8219235734836211,0.25436232158598404,0.7456376784140158,0.26919216664543916,0.7308078333545515
2885.0,0.22642230042494282,0.773577699575056,0.287109375,0.712890625,0.17807642651256422,0.8219235734874359,0.25436232147246973,0.7456376785275306,0.26918829368566477,0.7308117063143259
2890.0,0.22642230040251488,0.7735776995974841,0.287109375,0.712890625,0.17807642651396371,0.8219235734860361,0.2543623213833866,0.7456376786166136,0.26918464767209294,0.730815352327898
2895.0,0.22642230038746658,0.7735776996125328,0.287109375,0.712890625,0.17807642651863478,0.8219235734813646,0.2543623213146551,0.7456376786853447,0.26918121683271806,0.7308187831672727
2900.0,0.22642230037785926,0.7735776996221404,0.287109375,0.712890625,0.17807642652516295,0.821923573474837,0.25436232126268415,0.7456376787373157,0.269177989897512,0.7308220101024792
2905.0,0.2264223003721834,0.7735776996278165,0.287109375,0.712890625,0.17807642653254527,0.8219235734674547,0.2543623212243515,0.7456376787756485,0.2691749560848165,0.7308250439151746
2910.0,0.22642230036928002,0.7735776996307204,0.287109375,0.712890625,0.17807642654009487,0.8219235734599051,0.25436232119697394,0.7456376788030259,0.2691721050874951,0.7308278949124961
2915.0,0.22642230036827188,0.7735776996317282,0.287109375,0.712890625,0.17807642654736303,0.8219235734526364,0.2543623211782722,0.7456376788217274,0.2691694270589195,0.7308305729410711
2920.0,0.22642230036850658,0.7735776996314931,0.287109375,0.712890625,0.17807642655407713,0.8219235734459223,0.25436232116633223,0.7456376788336677,0.2691669125988362,0.7308330874011539
2925.0,0.2264223003695075,0.7735776996304925,0.287109375,0.712890625,0.17807642656009146,0.8219235734399082,0.25436232115956503,0.745637678840435,0.2691645527391802,0.7308354472608106
2930.0,0.22642230037093403,0.7735776996290661,0.287109375,0.712890625,0.178076426565349,0.8219235734346507,0.25436232115666785,0.7456376788433321,0.26916233892987423,0.7308376610701164
2935.0,0.22642230037254968,0.7735776996274498,0.287109375,0.712890625,0.17807642656985279,0.8219235734301473,0.2543623211565849,0.7456376788434147,0.26916026302466495,0.7308397369753262
2940.0,0.22642230037419617,0.773577699625803,0.287109375,0.712890625,0.17807642657364392,0.8219235734263559,0.254362321158474,0.7456376788415259,0.26915831726704187,0.7308416827329491
2945.0,0.22642230037577282,0.7735776996242267,0.287109375,0.712890625,0.1780764265767858,0.821923573423214,0.2543623211616722,0.7456376788383274,0.26915649427626326,0.7308435057237271
2950.0,0.22642230037722005,0.7735776996227793,0.287109375,0.712890625,0.17807642657935246,0.8219235734206476,0.254362321165667,0.7456376788343332,0.2691547870335359,0.7308452129664553
2955.0,0.22642230037850802,0.7735776996214911,0.287109375,0.712890625,0.17807642658142117,0.8219235734185787,0.2543623211700706,0.7456376788299292,0.2691531888683723,0.7308468111316191
2960.0,0.22642230037962663,0.7735776996203729,0.287109375,0.712890625,0.17807642658306716,0.8219235734169327,0.25436232117459656,0.7456376788254031,0.26915169344515394,0.7308483065548375
2965.0,0.22642230038057887,0.7735776996194204,0.287109375,0.712890625,0.17807642658436007,0.8219235734156398,0.25436232117904034,0.745637678820959,0.26915029474992724,0.7308497052500638
2970.0,0.2264223003813757,0.773577699618623,0.287109375,0.712890625,0.17807642658536277,0.8219235734146368,0.2543623211832618,0.745637678816738,0.2691489870774423,0.7308510129225496
2975.0,0.2264223003820327,0.7735776996179664,0.287109375,0.712890625,0.17807642658613035,0.8219235734138693,0.25436232118717195,0.7456376788128278,0.26914776501846865,0.7308522349815224
2980.0,0.22642230038256672,0.7735776996174318,0.287109375,0.712890625,0.17807642658670964,0.8219235734132899,0.25436232119071983,0.7456376788092797,0.26914662344739587,0.7308533765525952
2985.0,0.22642230038299566,0.7735776996170033,0.287109375,0.712890625,0.17807642658714062,0.8219235734128592,0.2543623211938839,0.7456376788061156,0.26914555751012725,0.7308544424898639
2990.0,0.22642230038333597,0.7735776996166633,0.287109375,0.712890625,0.17807642658745582,0.8219235734125441,0.25436232119666324,0.7456376788033364,0.26914456261228625,0.7308554373877048
2995.0,0.2264223003836029,0.773577699616397,0.287109375,0.712890625,0.1780764265876823,0.8219235734123169,0.2543623211990723,0.7456376788009278,0.2691436344077444,0.7308563655922472
3000.0,0.2264223003838099,0.7735776996161903,0.287109375,0.712890625,0.1780764265878414,0.8219235734121585,0.2543623212011341,0.7456376787988656,0.2691427687874675,0.7308572312125238
3005.0,0.22642230038396852,0.7735776996160313,0.287109375,0.712890625,0.17807642658795017,0.8219235734120496,0.2543623212028786,0.7456376787971215,0.2691419618687037,0.7308580381312878
3010.0,0.22642230038408873,0.7735776996159112,0.287109375,0.712890625,0.1780764265880219,0.8219235734119777,0.254362321204338,0.7456376787956619,0.2691412099844943,0.7308587900154975
3015.0,0.22642230038417877,0.773577699615821,0.287109375,0.712890625,0.17807642658806694,0.821923573411933,0.2543623212055459,0.7456376787944535,0.26914050967353736,0.7308594903264544
3020.0,0.22642230038424532,0.7735776996157544,0.287109375,0.712890625,0.17807642658809325,0.8219235734119066,0.2543623212065347,0.745637678793465,0.2691398576703745,0.7308601423296175
3025.0,0.22642230038429384,0.7735776996157053,0.287109375,0.712890625,0.17807642658810657,0.8219235734118931,0.25436232120733543,0.7456376787926644,0.26913925089592566,0.7308607491040665
3030.0,0.22642230038432876,0.7735776996156706,0.287109375,0.712890625,0.17807642658811124,0.8219235734118885,0.2543623212079764,0.745637678792023,0.26913868644836275,0.7308613135516295
3035.0,0.2264223003843532,0.7735776996156458,0.287109375,0.712890625,0.17807642658811054,0.8219235734118894,0.2543623212084835,0.7456376787915162,0.2691381615943085,0.7308618384056832
3040.0,0.22642230038437025,0.7735776996156287,0.287109375,0.712890625,0.17807642658810646,0.8219235734118934,0.25436232120887964,0.7456376787911199,0.2691376737603711,0.7308623262396207
3045.0,0.22642230038438185,0.773577699615617,0.287109375,0.712890625,0.17807642658810083,0.8219235734118989,0.25436232120918467,0.7456376787908149,0.26913722052501243,0.7308627794749795
3050.0,0.22642230038438949,0.7735776996156092,0.287109375,0.712890625,0.17807642658809444,0.8219235734119058,0.2543623212094158,0.7456376787905835,0.2691367996107282,0.7308632003892633
3055.0,0.22642230038439431,0.7735776996156046,0.287109375,0.712890625,0.17807642658808806,0.8219235734119116,0.25436232120958796,0.7456376787904117,0.2691364088765545,0.7308635911234376
3060.0,0.22642230038439703,0.773577699615602,0.287109375,0.712890625,0.17807642658808204,0.8219235734119178,0.2543623212097133,0.7456376787902863,0.26913604631087146,0.73086395368912
3065.0,0.22642230038439853,0.7735776996156005,0.287109375,0.712890625,0.17807642658807665,0.8219235734119231,0.254362321209802,0.7456376787901976,0.269135710024528,0.7308642899754642
3070.0,0.22642230038439906,0.7735776996155999,0.287109375,0.712890625,0.17807642658807202,0.8219235734119279,0.25436232120986246,0.7456376787901374,0.2691353982442487,0.7308646017557433
3075.0,0.2264223003843992,0.7735776996156001,0.287109375,0.712890625,0.178076426588068,0.8219235734119317,0.25436232120990154,0.7456376787900979,0.2691351093063418,0.7308648906936503
3080.0,0.22642230038439895,0.7735776996156004,0.287109375,0.712890625,0.17807642658806475,0.8219235734119353,0.2543623212099248,0.7456376787900745,0.2691348416506804,0.7308651583493115
