method,final_pop0,final_pop1,rms_upper_vs_dvr,max_abs_upper_vs_dvr
ehrenfest,0.22642230038439703,0.7735776996156107,0.04387820268432789,0.14403806347409742
fssh,0.287109375,0.712890625,0.04000718806448843,0.18732556414117607
mmst,0.1780764265880559,0.8219235734119439,0.06750557882532912,0.10870694280357807
spinmint,0.2543623212098427,0.745637678790157,0.03493141841590188,0.15637626214034472
dvr,0.26913170927437857,0.7308682907256108,0.0,0.0
