state,left_region_qmax,barrier_region_qmin,barrier_region_qmax,adiabatic_left_min,cmd_left_min,adiabatic_barrier_max,cmd_barrier_max,adiabatic_barrier_height,cmd_barrier_height,cmd_barrier_lowering
0,-3.003,-0.4969999999999999,0.4969999999999999,-0.009999863258039343,-0.010001712600767166,-0.005,-0.00548485061759627,0.004999863258039343,0.004516861983170897,0.000483001274868446
1,-3.003,-0.4969999999999999,0.4969999999999999,0.009918096629332015,0.009910806049424724,0.006733532894194483,0.00666589493574869,-0.003184563735137532,-0.0032449111136760344,6.0347378538502285e-05
