time,pmatrix_db_low,pmatrix_db_high,pmatrix_no_db_low,pmatrix_no_db_high,fssh_low,fssh_high,ehrenfest_low,ehrenfest_high,boltzmann_high
2036.0,0.7476399853168001,0.25236001468319996,0.48557861124745166,0.5144213887525484,0.8125,0.1875,0.7797097321386705,0.22029026786134637,0.10859564580706031
2038.0,0.7479114493388401,0.25208855066115987,0.4856319322937239,0.5143680677062762,0.8125,0.1875,0.7808191100142868,0.2191808899857298,0.10859564580706031
2040.0,0.7481824007670643,0.2518175992329357,0.485685056192731,0.514314943807269,0.8125,0.1875,0.7818980259012839,0.21810197409873291,0.10859564580706031
2042.0,0.7484528405693832,0.2515471594306168,0.48573798367340265,0.5142620163265974,0.8125,0.1875,0.7829463935100343,0.2170536064899826,0.10859564580706031
2044.0,0.7487227697118797,0.25127723028812027,0.48579071546197333,0.5142092845380267,0.8125,0.1875,0.7839641289941516,0.21603587100586513,0.10859564580706031
2046.0,0.7489921891588125,0.25100781084118756,0.48584325228199227,0.5141567477180078,0.8125,0.1875,0.7849511509571929,0.21504884904282356,0.10859564580706031
2048.0,0.7492610998726194,0.25073890012738076,0.48589559485433337,0.5141044051456667,0.8125,0.1875,0.7859073804591636,0.21409261954085307,0.10859564580706031
2050.0,0.7495295028139206,0.2504704971860794,0.4859477438972051,0.514052256102795,0.8125,0.1875,0.7868327410228262,0.2131672589771903,0.10859564580706031
2052.0,0.749797398941523,0.250202601058477,0.48599970012616023,0.5140002998738399,0.8125,0.1875,0.7877271586398154,0.2122728413602012,0.10859564580706031
2054.0,0.7500647892124224,0.2499352107875776,0.4860514642541059,0.513948535745894,0.8125,0.1875,0.7885905617765508,0.2114094382234657,0.10859564580706031
2056.0,0.7503316745818077,0.24966832541819223,0.4861030369913135,0.5138969630086866,0.8125,0.1875,0.7894228813799568,0.21057711862005984,0.10859564580706031
2058.0,0.7505980560030645,0.2494019439969357,0.4861544190454277,0.5138455809545723,0.8125,0.1875,0.7902240508829792,0.20977594911703737,0.10859564580706031
2060.0,0.7508639344277771,0.24913606557222284,0.48620561112147703,0.513794388878523,0.8125,0.1875,0.7909940062099083,0.2090059937901081,0.10859564580706031
2062.0,0.7511293108057342,0.24887068919426578,0.4862566139218831,0.513743386078117,0.8125,0.1875,0.791732685781499,0.20826731421851752,0.10859564580706031
