time,ehrenfest_pop1,ehrenfest_pop2,ehrenfest_pop3,fssh_pop1,fssh_pop2,fssh_pop3,spinmint_pop1,spinmint_pop2,spinmint_pop3,dvr_pop1,dvr_pop2,dvr_pop3
360.0,1.0,4.244694458891541e-22,2.939356279495128e-158,1.0,0.0,0.0,0.9999999999996557,3.44049895301461e-13,-7.308968245448947e-17,0.99999999999978,1.8787448476161053e-13,1.0662284193744432e-14
370.0,1.0,2.1124071291949024e-21,3.316838592556653e-156,1.0,0.0,0.0,0.9999999999996928,3.070933916298282e-13,-6.9759013380614e-17,0.999999999999551,4.1554786975266636e-13,1.1618313415596903e-14
380.0,1.0,1.0292008726579887e-20,3.734811474245719e-154,1.0,0.0,0.0,1.0000000000006166,-6.163672860597295e-13,-7.66053886991358e-17,0.9999999999989391,1.0269198718543056e-12,1.23746989756751e-14
390.0,1.0,4.9055570073300793e-20,4.191410598905546e-152,1.0,0.0,0.0,1.0000000000029656,-2.965819090374447e-12,-7.642035152836494e-17,0.9999999999973316,2.6336303523776428e-12,1.288332286864268e-14
400.0,1.0,2.2857342181031006e-19,4.6825467049108164e-150,1.0,0.0,0.0,1.000000000005796,-5.796049099129846e-12,-7.938094626069869e-17,0.9999999999932376,6.727967721120594e-12,1.3178015138843526e-14
410.0,1.0,1.0404116625640373e-18,5.201468768986356e-148,1.0,0.0,0.0,1.000000000004617,-4.6172959302473816e-12,-8.012109494378213e-17,0.9999999999831503,1.681446035693749e-11,1.3353287893669247e-14
420.0,1.0000000000000002,4.623054693003045e-18,5.738413919777238e-146,1.0,0.0,0.0,0.9999999999905248,9.475261583883522e-12,-7.938094626069869e-17,0.9999999999591399,4.0824944505214814e-11,1.3504758706327247e-14
430.0,1.0,2.0040520345782938e-17,6.280414478743045e-144,1.0,0.0,0.0,0.9999999999545027,4.549725314608738e-11,-8.974302782386682e-17,0.9999999999038849,9.607987381301857e-11,1.3668259210101894e-14
440.0,1.0,8.469672847102463e-17,6.811338341577455e-142,1.0,0.0,0.0,0.9999999999016287,9.837128166114329e-11,-8.84477676284708e-17,0.9999999997808567,2.191080032915887e-10,1.3795806593667024e-14
450.0,0.9999999999999997,3.4876544666841535e-16,7.312234625259296e-140,1.0,0.0,0.0,0.9999999998760617,1.239383385198655e-10,-8.881784197001253e-17,0.9999999995155716,4.843925372951613e-10,1.3782996799907792e-14
460.0,0.9999999999999987,1.398463592611445e-15,7.762038644917999e-138,1.0,0.0,0.0,0.9999999999861809,1.3819209194538628e-11,-8.752258177461651e-17,0.9999999989610348,1.038930040208648e-09,1.3530791415314709e-14
470.0,0.9999999999999947,5.45722731851371e-15,8.13865685698028e-136,1.0,0.0,0.0,1.0000000004001595,-4.001594854111239e-10,-8.84477676284708e-17,0.9999999978361346,2.1638304725067847e-09,1.3005670820732971e-14
480.0,0.9999999999999793,2.0713776337461962e-14,8.420404043906254e-134,1.0,0.0,0.0,1.0000000012628365,-1.2628367941363116e-09,-8.937295348232511e-17,0.9999999956193519,4.3806142496964586e-09,1.2265710596524415e-14
490.0,0.9999999999999236,7.643414803378434e-14,8.587705944781163e-132,1.0,0.0,0.0,1.0000000024816358,-2.481636118311734e-09,-8.955799065309596e-17,0.9999999913709566,8.629010279527148e-09,1.1440915464103439e-14
500.0,0.999999999999726,2.740582675997733e-13,8.624918941132103e-130,1.0,0.0,0.0,1.0000000033662595,-3.366259534121615e-09,-8.715250743307479e-17,0.9999999834443845,1.6555583837363092e-08,1.0679824621225033e-14
510.0,0.9999999999990457,9.543872302753084e-13,8.522065836800738e-128,1.0,0.0,0.0,1.0000000022055433,-2.2055435675143973e-09,-8.900287914078338e-17,0.9999999690309458,3.096902278606923e-08,1.0088605303211806e-14
520.0,0.9999999999967734,3.226596452528821e-12,8.27625634595055e-126,1.0,0.0,0.0,0.9999999960286586,3.9713408092342555e-09,-8.234154099303245e-17,0.9999999434611486,5.653882000527299e-08,9.689509884926462e-15
530.0,0.9999999999894142,1.0585932492307804e-11,7.8925644429686e-124,1.0,0.0,0.0,0.999999980994205,1.9005794909382006e-08,-7.75305745529901e-17,0.9999998991604069,1.0083956084121988e-07,9.415794890426486e-15
540.0,0.9999999999663087,3.369140835599202e-11,7.384179304388096e-122,1.0,0.0,0.0,0.9999999539997397,4.6000259884012806e-08,-7.919590908992784e-17,0.9999998241271633,1.7587280613477693e-07,9.145351239781227e-15
550.0,0.9999999998960146,1.0398534682114515e-10,6.771731407941906e-120,1.0,0.0,0.0,0.999999916083778,8.391622239361096e-08,-8.326672684688674e-17,0.9999996997680661,3.002319030631898e-07,8.759900602349604e-15
560.0,0.9999999996888549,3.1114515944703044e-10,6.081810144754167e-118,1.0,0.0,0.0,0.9999998778664002,1.221335994912197e-07,-7.734553738221924e-17,0.9999994978893179,5.021106520949823e-07,8.204875447815196e-15
570.0,0.9999999990976268,9.023732263527147e-10,5.344814900324152e-116,1.0,0.0,0.0,0.9999998665450494,1.334549509359721e-07,-7.345975679603119e-17,0.9999991766072234,8.233927478407735e-07,7.522024405216279e-15
580.0,0.9999999974639534,2.536046812937596e-09,4.592393364766537e-114,1.0,0.0,0.0,0.9999999328299576,6.717004211221064e-08,-7.808568606530268e-17,0.9999986749070445,1.325092927109645e-06,6.836346842043797e-15
590.0,0.9999999930941748,6.905825312553393e-09,3.8547943768395303e-112,1.0,0.0,0.0,1.0000001548223407,-1.5482234092531065e-07,-8.34517640176576e-17,0.9999979055499619,2.094450010144773e-06,6.2997632820669834e-15
600.0,0.9999999817809055,1.8219094829714733e-08,3.158479985491848e-110,1.0,0.0,0.0,1.0000006345295054,-6.345295054817722e-07,-8.789265611615822e-17,0.9999967460065582,3.2539934134463404e-06,6.0168565821545814e-15
610.0,0.999999953432233,4.656776712835153e-08,2.5242966278541708e-108,1.0,0.0,0.0,1.0000014819261485,-1.4819261480970839e-06,-8.141635513917814e-17,0.9999950270849789,4.972914993572345e-06,5.989914656595314e-15
620.0,0.9999998846767572,1.153232430085025e-07,1.9664067145976632e-106,1.0,0.0,0.0,1.0000027816937016,-2.781693701907894e-06,-7.808568606530268e-17,0.9999925189259021,7.481074070364119e-06,6.112679843709101e-15
630.0,0.9999997232565755,2.767434245328106e-07,1.49205063267052e-104,1.0,0.0,0.0,1.0000045393789998,-4.539379000054796e-06,-6.642834430673854e-17,0.9999889140576008,1.1085942371537092e-05,6.217504631923758e-15
640.0,0.99999935635128,6.436487202197034e-07,1.1020738718513644e-102,1.0,0.0,0.0,1.0000066068497733,-6.6068497734958286e-06,-6.716849298982197e-17,0.9999838072446143,1.6192755358059088e-05,6.1528055766558016e-15
650.0,0.9999985488087684,1.451191231947528e-06,7.920431908756459e-101,1.0,0.0,0.0,1.0000085913973498,-8.59139735017554e-06,-6.457797259902994e-17,0.9999766719241069,2.3328075865471854e-05,5.85282049115114e-15
