R,E1,E2,E3,V11,V22,V33,V12,V13,V23,nac12,nac13,nac23,abs_nac12,abs_nac13,abs_nac23
1.832016008004002,0.058100233854801384,0.4351205198981651,0.609437331540246,0.058100233854801384,0.4351205198981651,0.609437331540246,3.3972609406254983e-37,7.109291310968458e-140,0.0,-9.042443125698751e-35,1.2956530476998027e-137,1.6087249712953315e-103,9.042443125698751e-35,1.2956530476998027e-137,1.6087249712953315e-103
1.8352176088044023,0.057932239071533054,0.4329263062109601,0.6068146814036832,0.057932239071533054,0.4329263062109601,0.6068146814036832,4.682935967738161e-37,1.3518446603444324e-139,0.0,-1.2506268459870671e-34,2.4747257517341113e-137,2.2184651011689548e-103,1.2506268459870671e-34,2.4747257517341113e-137,2.2184651011689548e-103
1.8384192096048024,0.05776482976639395,0.430742183193311,0.6042033128544826,0.05776482976639395,0.430742183193311,0.6042033128544826,6.450934450949744e-37,2.5688714113732505e-139,0.0,-1.7285605532702612e-34,4.72368267249534e-137,3.0593099170985514e-103,1.7285605532702612e-34,4.72368267249534e-137,3.0593099170985514e-103
1.8416208104052028,0.0575980042424009,0.42856810690292974,0.6016031782275131,0.0575980042424009,0.42856810690292974,0.6016031782275131,8.880596429592933e-37,4.878350913293082e-139,0.0,-2.3875712364422813e-34,9.010515399640364e-137,4.218853290601394e-103,2.3875712364422813e-34,9.010515399640364e-137,4.218853290601394e-103
1.8448224112056029,0.05743176080716682,0.4264040335842654,0.5990142300572976,0.05743176080716682,0.4264040335842654,0.5990142300572976,1.2217342126999775e-36,9.258034707630008e-139,0.0,-3.2956642995486177e-34,1.7176466747726788e-136,5.817889216001878e-103,3.2956642995486177e-34,1.7176466747726788e-136,5.817889216001878e-103
1.848024012006003,0.05726609777288842,0.42424991966771497,0.5964364210771774,0.05726609777288842,0.42424991966771497,0.5964364210771774,1.679679543526246e-36,1.7558186915831364e-138,0.0,-4.546157581539668e-34,3.2721508307256287e-136,8.0229954611978865e-103,4.546157581539668e-34,3.2721508307256287e-136,8.0229954611978865e-103
1.8512256128064033,0.05710101345633439,0.42210572176884553,0.5938697042184885,0.05710101345633439,0.42210572176884553,0.5938697042184885,2.3077631073387207e-36,3.327787816139897e-138,0.0,-6.267017271321493e-34,6.229426669632288e-136,1.1063886737842397e-102,6.267017271321493e-34,6.229426669632288e-136,1.1063886737842397e-102
1.8544272136068034,0.05693650617883314,0.4199713966876141,0.591314032609729,0.05693650617883314,0.4199713966876141,0.591314032609729,3.1686269776496034e-36,6.302990936643414e-138,0.0,-8.63360520751815e-34,1.1851631065847786e-135,1.5257345162662828e-102,8.63360520751815e-34,1.1851631065847786e-135,1.5257345162662828e-102
1.8576288144072037,0.05677257426626102,0.4178469014075948,0.5887693595757428,0.05677257426626102,0.4178469014075948,0.5887693595757428,4.34776538510626e-36,1.1930340361249265e-137,0.0,-1.188607228619641e-33,2.2533230135985943e-135,2.104022097560097e-102,1.188607228619641e-33,2.2533230135985943e-135,2.104022097560097e-102
1.8608304152076038,0.056609216049030256,0.41573219309520704,0.5862356386368966,0.056609216049030256,0.41573219309520704,0.5862356386368966,5.961783237436207e-36,2.2567013100161766e-137,0.0,-1.6353075271384037e-33,4.281382838160918e-135,2.901494138199286e-102,1.6353075271384037e-33,4.281382838160918e-135,2.901494138199286e-102
