method,n_completed,final_pop1,dvr_final_pop1,final_abs_error_pop1,rms_error_pop1_vs_dvr,max_abs_error_pop1_vs_dvr,pop_sum_min,pop_sum_max,wall_time_sec
FSSH,4096,0.50048828125,0.4927850327276107,0.007703248522389294,0.00796249296322198,0.016511082839571145,1.0,1.0,0.0
CMD_FSSH,4096,0.505859375,0.4927850327276107,0.013074342272389294,0.010600780687146007,0.01498608505037835,1.0,1.0,0.0
