temperature_K,nseed,global_peak_cm_mean,global_peak_cm_std,stretch_peak_cm_mean,stretch_peak_cm_std,paper_peak_cm_mean,paper_peak_cm_std,soft_to_stretch_area_mean,soft_to_stretch_area_std,soft_fraction_total_mean,soft_fraction_total_std,r_mode_mean,r_mode_std,r_mean_mean,r_mean_std,prob_r_lt_0p4_mean,prob_r_lt_0p4_std,prob_r_lt_1p2_mean,prob_r_lt_1p2_std,energy_drift_rms_mean,energy_drift_rms_std
200.0,3,2946.9119708178882,826.4101028611764,2975.4291783311237,800.0488328014044,3301.945394989325,517.2048404023668,5.737201501533067,6.835627176052031,0.5154310697378536,0.4380408949950557,0.09999999999999999,0.0,0.13501115849596687,0.02388925334888623,0.9999644604192143,3.748112940084578e-05,1.0,1.7554167342883506e-16,0.00012237655025933129,3.4094098894829076e-05
400.0,3,3394.002827629533,48.33924538687332,3394.002827629533,48.33924538687332,3394.002827629533,48.33924538687332,0.2225012668745887,0.07887393662478237,0.16453755430182115,0.04387589149966804,1.8666666666666665,0.05773502691896263,1.8537217024734076,0.002734306057877243,1.8294977160663697e-07,3.1687701644449403e-07,1.8344851251187497e-07,3.177408597724869e-07,0.00013185206703289327,4.985482799596001e-05
800.0,3,3563.2846956854096,14.76640050548918,3563.2846956854096,14.76640050548918,3563.2846956854096,14.76640050548918,0.0876575030268329,0.03373792167561295,0.06955003218623572,0.023251922311678087,1.8666666666666665,0.05773502691896263,1.8589039810506056,0.002004610946844925,2.134864825555332e-19,1.8429413630648269e-19,2.1356505011198324e-19,1.843861998444049e-19,0.000247273100780938,1.993337910667806e-05
