T_K,beads,dt_au,seed,time_fs,kappa
260.0,32,4.0,0,28.446079368000003,0.998046875
260.0,32,4.0,0,30.477942180000003,0.998046875
260.0,32,4.0,0,32.509804992,0.998046875
260.0,32,4.0,0,34.541667804,0.998046875
260.0,32,4.0,0,36.573530616,0.998046875
260.0,32,4.0,0,38.605393428,0.998046875
260.0,32,4.0,0,40.63725624,0.998046875
260.0,32,4.0,0,42.669119052,0.998046875
260.0,32,4.0,0,44.700981864000006,0.998046875
260.0,32,4.0,0,46.732844676000006,0.998046875
260.0,32,4.0,0,48.764707488000006,0.998046875
260.0,32,4.0,0,50.796570300000006,0.998046875
260.0,32,4.0,0,52.828433112000006,0.998046875
260.0,32,4.0,0,54.860295924000006,0.998046875
260.0,32,4.0,0,56.892158736000006,0.998046875
260.0,32,4.0,0,58.924021548000006,0.998046875
260.0,32,4.0,0,60.955884360000006,0.998046875
260.0,32,4.0,0,62.987747172000006,0.998046875
260.0,32,4.0,0,65.019609984,0.998046875
260.0,32,4.0,0,67.051472796,0.998046875
260.0,32,4.0,0,69.083335608,0.998046875
260.0,32,4.0,0,71.11519842,0.998046875
260.0,32,4.0,0,73.147061232,0.998046875
260.0,32,4.0,0,75.178924044,0.998046875
260.0,32,4.0,0,77.210786856,0.998046875
260.0,32,4.0,0,79.242649668,0.998046875
260.0,32,4.0,0,81.27451248,0.998046875
260.0,32,4.0,0,83.306375292,0.998046875
260.0,32,4.0,0,85.338238104,0.998046875
260.0,32,4.0,0,87.37010091600001,0.998046875
260.0,32,4.0,0,89.40196372800001,0.998046875
260.0,32,4.0,0,91.43382654000001,0.998046875
260.0,32,4.0,0,93.46568935200001,0.998046875
260.0,32,4.0,0,95.49755216400001,0.998046875
260.0,32,4.0,0,97.52941497600001,0.998046875
260.0,32,4.0,0,99.56127778800001,0.998046875
260.0,32,4.0,0,101.59314060000001,0.998046875
260.0,32,4.0,0,103.62500341200001,0.998046875
260.0,32,4.0,0,105.65686622400001,0.998046875
260.0,32,4.0,0,107.68872903600001,0.998046875
260.0,32,4.0,0,109.72059184800001,0.998046875
260.0,32,4.0,0,111.75245466000001,0.998046875
260.0,32,4.0,0,113.78431747200001,0.998046875
260.0,32,4.0,0,115.81618028400001,0.998046875
260.0,32,4.0,0,117.84804309600001,0.998046875
260.0,32,4.0,0,119.87990590800001,0.998046875
260.0,32,4.0,1,0.0,1.0
260.0,32,4.0,1,2.031862812,1.0
260.0,32,4.0,1,4.063725624,0.9990234375
260.0,32,4.0,1,6.095588436000001,0.99609375
