system,group,frames_used,dt_fs,freq_resolution_THz,low_2THz_frac,low_5THz_frac,low_10THz_frac,centroid_THz,peak_THz,median_THz,q90_THz,low_5THz_vs_TiO2,centroid_vs_TiO2
MAPbI3,framework,1600,0.5,1.2507817385866165,0.24707550588436414,0.8175680116144511,0.9949209112739803,2.6045420753378816,1.2507817385866165,2.2281760748673127,4.604629749649509,20.678480818667104,0.20334844602750518
CsPbI3,framework,1600,0.5,1.2507817385866165,0.3075061041348352,0.8945810058312765,0.9998887046134013,2.0065522550298676,1.2507817385866165,1.9184856945974702,3.834997059217513,22.62634534012265,0.15666066092649975
TiO2,framework,1600,0.5,1.2507817385866165,0.005042612587943228,0.03953714099134435,0.22148996453624992,12.808271350082448,12.507817385866163,12.585717334289226,19.8803338707347,1.0,1.0
