wavenumber_cm-1,n,k,alpha_cm-1,nalpha_cm-1
1131.0437,1.2643347,0.038484607,546.98612,691.57353
1132.0079,1.2646472,0.038482532,547.42292,692.29689
1132.9722,1.2649587,0.03850989,548.27872,693.54996
1133.9364,1.2652245,0.038544487,549.23833,694.90977
1134.9006,1.26548,0.038550429,549.79011,695.74841
1135.8649,1.2657405,0.038544685,550.17523,696.37908
1136.8291,1.2660056,0.038546175,550.66356,697.14317
1137.7933,1.2662596,0.038537409,551.00529,697.71571
1138.7576,1.2665265,0.038533248,551.4127,698.37877
1139.7218,1.2667799,0.038539793,551.97335,699.22874
1140.6861,1.2670225,0.038536996,552.40023,699.90351
1141.6503,1.2672685,0.038538586,552.89,700.6601
1142.6145,1.2675014,0.038540799,553.38874,701.42098
1143.5788,1.2677215,0.03853213,553.73116,701.97692
1144.543,1.267947,0.038517725,553.99086,702.43102
1145.5072,1.2681644,0.038512468,554.38191,703.0474
1146.4715,1.2683561,0.038494676,554.59223,703.42043
1147.4357,1.2685497,0.038445182,554.34501,703.21418
1148.3999,1.2687573,0.038387366,553.97648,702.86173
1149.3642,1.2689728,0.038319457,553.46079,702.32667
1150.3284,1.2691979,0.03825251,552.95736,701.81234
1151.2926,1.2694246,0.038183086,552.41645,701.25101
1152.2569,1.2696635,0.038098156,551.64937,700.40904
1153.2211,1.2699257,0.038027778,551.09109,699.84475
1154.1853,1.2701805,0.037973337,550.76226,699.56746
1155.1496,1.270434,0.037907612,550.26831,699.07958
1156.1138,1.2707109,0.03785209,549.921,698.79064
1157.078,1.2709719,0.037821941,549.94128,698.95991
1158.0423,1.2712188,0.037784062,549.84834,698.97754
1159.0065,1.2714689,0.037730545,549.52671,698.70611
1159.9707,1.2717404,0.037690111,549.39449,698.68719
1160.935,1.2719963,0.037663303,549.4601,698.91119
1161.8992,1.2722467,0.037632376,549.4649,699.05491
1162.8634,1.2724993,0.03760054,549.45566,699.18196
1163.8277,1.272754,0.03757621,549.55544,699.44886
1164.7919,1.2729934,0.037554912,549.69901,699.76324
1165.7561,1.2732352,0.037524827,549.71333,699.91436
1166.7204,1.2734822,0.037493519,549.709,700.04463
1167.6846,1.2737281,0.037477739,549.93175,700.46355
1168.6488,1.2739604,0.037458293,550.10029,700.80596
1169.6131,1.2741953,0.037426509,550.08701,700.91829
1170.5773,1.2744374,0.037403595,550.20344,701.19986
1171.5415,1.2746698,0.037382603,550.34761,701.51146
1172.5058,1.2749046,0.037362453,550.50368,701.83968
1173.47,1.2751379,0.037341267,550.64399,702.14702
1174.4342,1.2753688,0.037326932,550.88489,702.5814
1175.3985,1.2755812,0.037314761,551.15741,703.04605
1176.3627,1.275792,0.037275251,551.02548,702.9939
1177.3269,1.2760327,0.037241869,550.98326,703.07265
1178.2912,1.2762542,0.037222393,551.14614,703.40257
1179.2554,1.276475,0.037194826,551.18865,703.5785
1180.2196,1.2767007,0.037161205,551.1407,703.64174
1181.1839,1.27693,0.037133809,551.18434,703.82381
1182.1481,1.2771548,0.037110794,551.29239,704.08573
1183.1123,1.2773793,0.037074979,551.20959,704.1037
1184.0766,1.2776195,0.037049815,551.28439,704.33167
1185.0408,1.2778485,0.037037797,551.55435,704.80289
1186.005,1.2780704,0.037018631,551.71748,705.13381
1186.9693,1.2782958,0.036998842,551.87087,705.45419
1187.9335,1.2785205,0.036979016,552.02322,705.77298
1188.8977,1.2787472,0.036957011,552.14253,706.05071
1189.862,1.2789834,0.036949124,552.47241,706.60302
1190.8262,1.2791994,0.036944598,552.85239,707.20842
1191.7904,1.2794203,0.036931418,553.10265,707.65074
1192.7547,1.2796397,0.036928743,553.51006,708.29345
1193.7189,1.2798537,0.036919158,553.81373,708.80056
1194.6831,1.2800738,0.036918364,554.24917,709.47982
1195.6474,1.2802759,0.036918048,554.69175,710.1585
1196.6116,1.2804834,0.036896937,554.82163,710.43987
1197.5758,1.280714,0.036897726,555.28059,711.15565
1198.5401,1.2809126,0.036903072,555.80819,711.94174
1199.5043,1.2811456,0.036887232,556.01658,712.33818
1200.4685,1.2813821,0.036959048,557.54693,714.43064
1201.4328,1.2814989,0.037014313,558.82912,716.13891
1202.397,1.2816484,0.036969613,558.60222,715.93164
1203.3612,1.2818447,0.036964737,558.97644,716.521
1204.3255,1.2820114,0.036966819,559.45585,717.22877
1205.2897,1.2821709,0.036967456,559.91342,717.90469
1206.2539,1.2822958,0.036945783,560.03282,718.12774
1207.2182,1.2824589,0.036876146,559.42407,717.43838
1208.1824,1.2826396,0.036833622,559.22528,717.2845
1209.1466,1.2828138,0.036765296,558.63341,716.62264
1210.1109,1.2830422,0.036708064,558.20858,716.20517
1211.0751,1.2832485,0.036707181,558.63994,716.87389
1212.0393,1.2834227,0.036672898,558.56254,716.87185
1213.0036,1.2836226,0.036627989,558.32236,716.67521
1213.9678,1.2838286,0.036595829,558.27557,716.73015
1214.932,1.284043,0.036580872,558.49064,717.12597
1215.8963,1.2842191,0.036571931,558.79728,717.61817
1216.8605,1.2844083,0.036519382,558.43687,717.26096
1217.8247,1.2846335,0.036499672,558.57773,717.56767
1218.789,1.2848227,0.036491189,558.89007,718.07466
1219.7532,1.2850236,0.036477428,559.1213,718.48406
1220.7174,1.2851967,0.036465757,559.38426,718.91878
1221.6817,1.2853893,0.036426652,559.22578,718.82283
1222.6459,1.2855867,0.03640604,559.35047,719.09353
1223.6101,1.2857825,0.036370404,559.24365,719.06567
1224.5744,1.2860081,0.036349677,559.36538,719.34842
1225.5386,1.286218,0.036364157,560.02883,720.31918
1226.5028,1.2863917,0.036374636,560.63096,721.19104
1227.4671,1.2865618,0.036347665,560.65569,721.31822
1228.4313,1.2867601,0.036335375,560.90639,721.75196
1229.3955,1.2869253,0.036304615,560.87146,721.79968
1230.3598,1.2871665,0.036255211,560.5475,721.51795
1231.324,1.2873887,0.036315806,561.92442,723.41513
1232.2882,1.2875136,0.036316384,562.37339,724.0634
1233.2525,1.2877147,0.036267046,562.04882,723.75854
1234.2167,1.2879251,0.036277864,562.65605,724.65887
1235.1809,1.2881013,0.036288157,563.2554,725.53002
1236.1452,1.2882655,0.036286339,563.66686,726.15255
1237.1094,1.2884399,0.036248777,563.5226,726.06498
1238.0736,1.2886552,0.036238141,563.79635,726.53907
1239.0379,1.2888372,0.036241181,564.28277,727.26863
1240.0021,1.28904,0.036226012,564.48553,727.64441
1240.9663,1.289241,0.036252312,565.33462,728.85255
1241.9306,1.2894055,0.036267538,566.0115,729.81832
1242.8948,1.2895871,0.036262762,566.37636,730.39167
1243.859,1.2897639,0.036267951,566.89687,731.16313
1244.8233,1.289957,0.036266502,567.31365,731.81024
1245.7875,1.2901449,0.036299009,568.26199,733.14032
1246.7517,1.2902921,0.036318041,569,734.17623
1247.716,1.2904627,0.03630545,569.24264,734.58641
1248.6802,1.2906499,0.03631983,569.90819,735.55194
1249.6444,1.2908155,0.036340885,570.67891,736.64117
1250.6087,1.2909793,0.036348373,571.23693,737.45503
1251.5729,1.2911516,0.036371496,572.04103,738.59172
1252.5372,1.2912939,0.036383845,572.67612,739.49315
1253.5014,1.2914697,0.036376096,572.99492,740.00558
1254.4656,1.2916456,0.036423255,574.1791,741.63593
1255.4299,1.2917638,0.036438141,574.85528,742.57724
1256.3941,1.291929,0.03642546,575.09659,742.98397
1257.3583,1.2920903,0.036462288,576.11986,744.39888
1258.3226,1.2922199,0.0364707,576.69468,745.21633
1259.2868,1.2923764,0.036473293,577.17762,745.93074
1260.251,1.2925233,0.036503214,578.09343,747.1992
1261.2153,1.2926421,0.036512889,578.68906,748.03786
1262.1795,1.292775,0.036503036,578.9752,748.48469
1263.1437,1.2929243,0.036498092,579.33904,749.04151
1264.108,1.2930679,0.036510922,579.98509,749.96012
1265.0722,1.2931914,0.036510013,580.41304,750.58517
1266.0364,1.293334,0.036490284,580.54155,750.83413
1267.0007,1.2934901,0.0364976,581.10019,751.64731
1267.9649,1.2936211,0.036502164,581.61514,752.38959
1268.9291,1.2937618,0.036503471,582.07828,753.07068
1269.8934,1.293888,0.036500566,582.47422,753.65639
1270.8576,1.2940317,0.03648914,582.73403,754.07633
1271.8218,1.2941682,0.036501467,583.37318,754.98304
1272.7861,1.2942777,0.036488384,583.60621,755.34848
1273.7503,1.2944223,0.036456399,583.53636,755.34246
1274.7145,1.2945851,0.036451794,583.90435,755.91387
1275.6788,1.2947221,0.036469258,584.62599,756.92818
1276.643,1.2948363,0.036465865,585.01344,757.49663
1277.6072,1.2949671,0.036443591,585.0977,757.68224
1278.5715,1.2951117,0.036427587,585.28215,758.00573
1279.5357,1.2952635,0.036431294,585.78314,758.74353
1280.4999,1.2953788,0.036450021,586.52591,759.77324
1281.4642,1.295485,0.036418661,586.46258,759.75349
1282.4284,1.2956338,0.036394846,586.52006,759.91521
1283.3926,1.295759,0.03639514,586.9658,760.5662
1284.3569,1.2958853,0.036357686,586.8023,760.42849
1285.3211,1.2960397,0.0363461,587.05571,760.84751
1286.2853,1.296164,0.036336146,587.33522,761.28279
1287.2496,1.296313,0.036306743,587.29987,761.32448
1288.2138,1.2964627,0.036317766,587.91824,762.21404
1289.178,1.2965701,0.036305495,588.1595,762.59
1290.1423,1.2967234,0.036276519,588.12965,762.64146
1291.1065,1.2968535,0.03629107,588.80529,763.59423
1292.0707,1.2969629,0.036254864,588.65716,763.46648
1293.035,1.2971331,0.036223598,588.58842,763.47752
1293.9992,1.2972716,0.036245853,589.38922,764.59791
1294.9634,1.2973866,0.036226042,589.50603,764.81725
1295.9277,1.2975291,0.036215123,589.76716,765.24005
1296.8919,1.2976427,0.036197715,589.92227,765.50833
1297.8561,1.2978001,0.036162883,589.7928,765.43313
1298.8204,1.2979466,0.036182344,590.54861,766.50054
1299.7846,1.2980471,0.036170334,590.79086,766.87434
1300.7488,1.2981913,0.036137156,590.68682,766.8245
1301.7131,1.2983284,0.036130454,591.01507,767.33164
1302.6773,1.2984674,0.036111381,591.14062,767.57683
1303.6415,1.2986069,0.036114682,591.63225,768.29771
1304.6058,1.2987211,0.036108326,591.96566,768.79828
1305.57,1.2988514,0.036081422,591.96179,768.87038
1306.5342,1.298986,0.036064513,592.12136,769.15734
1307.4985,1.2991232,0.036046658,592.26498,769.42516
1308.4627,1.299265,0.036039531,592.58458,769.92442
1309.4269,1.299394,0.036029618,592.85815,770.35633
1310.3912,1.2995309,0.036018334,593.10891,770.76333
1311.3554,1.2996581,0.036015563,593.49966,771.34662
1312.3196,1.2997782,0.036002226,593.71613,771.69929
1313.2839,1.2999119,0.035978012,593.75275,771.82624
1314.2481,1.3000489,0.035966434,593.99747,772.22579
1315.2123,1.3001827,0.035955537,594.25319,772.63771
1316.1766,1.3003198,0.035956614,594.70666,773.30884
1317.1408,1.3004303,0.035951495,595.05762,773.83096
1318.105,1.3005524,0.03592648,595.0789,773.93127
1319.0693,1.3006783,0.035905115,595.16008,774.11177
1320.0335,1.3008163,0.035881978,595.21133,774.2606
1320.9977,1.3009546,0.035874709,595.52546,774.75157
1321.962,1.301078,0.035858709,595.69435,775.04479
1322.9262,1.3012176,0.035843015,595.86793,775.35381
1323.8904,1.3013475,0.035844885,596.33335,776.03691
1324.8547,1.3014584,0.035824846,596.43407,776.23411
1325.8189,1.3015957,0.035791278,596.30888,776.15307
1326.7831,1.3017428,0.035779528,596.54666,776.55032
1327.7474,1.3018781,0.035779957,596.98735,777.20475
1328.7116,1.3020061,0.035773989,597.32124,777.71592
1329.6758,1.3021291,0.035765707,597.61634,778.17365
1330.6401,1.3022536,0.035751712,597.81568,778.50762
1331.6043,1.3023847,0.035742164,598.08911,778.94213
1332.5685,1.3025042,0.035731547,598.34441,779.34609
1333.5328,1.3026266,0.035709873,598.41416,779.51021
1334.497,1.3027611,0.035686541,598.45559,779.64465
1335.4612,1.3029003,0.035685562,598.87156,780.26994
1336.4255,1.3030126,0.035678782,599.19009,780.75225
1337.3897,1.3031372,0.035647295,599.09325,780.70069
1338.3539,1.3032786,0.03564138,599.42569,781.21866
1339.3182,1.303386,0.035624929,599.58068,781.48505
1340.2824,1.3035294,0.035583757,599.31891,781.22981
1341.2466,1.3036808,0.035591699,599.88394,782.05716
1342.2109,1.3037868,0.035585247,600.20637,782.54112
1343.1751,1.30392,0.035549022,600.02613,782.38608
1344.1393,1.3040661,0.035544436,600.37941,782.93441
1345.1036,1.304193,0.0355311,600.58467,783.27834
1346.0678,1.3043376,0.035527751,600.95855,783.85284
1347.032,1.3044527,0.035530746,601.43974,784.54966
1347.9963,1.3045706,0.035506688,601.46273,784.65057
1348.9605,1.3047078,0.035487518,601.568,784.87044
1349.9247,1.30484,0.035478204,601.84001,785.3049
1350.889,1.3049726,0.035461418,601.98494,785.57388
1351.8532,1.3051134,0.035455011,602.30577,786.07735
1352.8174,1.3052385,0.035459593,602.81327,786.81508
1353.7817,1.3053577,0.035440821,602.92359,787.03094
1354.7459,1.3054936,0.035431348,603.19174,787.46295
1355.7101,1.3056154,0.035423238,603.4829,787.91658
1356.6744,1.3057468,0.035405893,603.61641,788.17019
1357.6386,1.3058798,0.035400055,603.94583,788.68068
1358.6028,1.3060063,0.035392325,604.2428,789.14491
1359.5671,1.3061295,0.035380699,604.473,789.52
1360.5313,1.3062595,0.035367712,604.67968,789.86859
1361.4955,1.3063854,0.03535476,604.88662,790.21505
1362.4598,1.3065189,0.035340331,605.06799,790.53277
1363.424,1.30665,0.035330273,605.32387,790.94646
1364.3883,1.3067796,0.035317827,605.53857,791.30546
1365.3525,1.306913,0.035302825,605.70912,791.60913
1366.3167,1.3070539,0.035298027,606.0545,792.14591
1367.281,1.3071831,0.035301596,606.54352,792.86347
1368.2452,1.3072979,0.035289474,606.76284,793.21981
1369.2094,1.3074374,0.035270944,606.87162,793.44666
1370.1737,1.3075689,0.035270151,607.28533,794.06742
1371.1379,1.3076959,0.035255406,607.45864,794.37116
1372.1021,1.307839,0.035250723,607.80509,794.91122
1373.0664,1.3079622,0.035256263,608.3278,795.66976
1374.0306,1.308086,0.035243478,608.53424,796.01514
1374.9948,1.308212,0.035237242,608.85353,796.50952
1375.9591,1.308336,0.035220433,608.98987,796.76338
1376.9233,1.3084768,0.035202697,609.10974,797.00597
1377.8875,1.3086145,0.035202265,609.52881,797.63823
1378.8518,1.3087459,0.035197951,609.8806,798.17872
1379.816,1.3088764,0.035195816,610.27008,798.7681
1380.7802,1.3090053,0.035188854,610.57574,799.24685
1381.7445,1.3091371,0.035185508,610.94403,799.8095
1382.7087,1.3092638,0.035179611,611.2679,800.31095
1383.6729,1.3093926,0.035169296,611.51481,800.71295
1384.6372,1.3095285,0.035160363,611.78552,801.15055
1385.6014,1.3096688,0.035156529,612.14481,801.70694
1386.5656,1.3097997,0.035167888,612.76871,802.60425
1387.5299,1.3099158,0.035166878,613.17723,803.21053
1388.4941,1.3100367,0.035157405,613.43805,803.62633
1389.4583,1.3101619,0.035138469,613.53342,803.82814
1390.4226,1.3103027,0.035124235,613.71048,804.14652
1391.3868,1.3104392,0.035125364,614.15582,804.81387
1392.351,1.3105677,0.035117637,614.44624,805.27342
1393.3153,1.3107005,0.035110813,614.75227,805.75612
1394.2795,1.3108398,0.035105322,615.08149,806.27328
1395.2437,1.3109714,0.035107858,615.55134,806.97019
1396.208,1.3110926,0.03509894,615.82026,807.3974
1397.1722,1.3112299,0.035086162,616.02121,807.74546
1398.1364,1.3113675,0.035078727,616.31571,808.21639
1399.1007,1.3115059,0.035068288,616.55723,808.61845
1400.0649,1.3116562,0.035065763,616.93771,809.2102
1401.0291,1.3117983,0.035076503,617.55169,810.10328
1401.9934,1.3119251,0.035086248,618.1484,810.96438
1402.9576,1.3120524,0.035083093,618.51791,811.52789
1403.9218,1.3121829,0.03508025,618.89286,812.10063
1404.8861,1.312317,0.035070769,619.15055,812.5218
1405.8503,1.3124602,0.035070945,619.57859,813.17223
1406.8145,1.3125888,0.035070684,619.99893,813.80366
1407.7788,1.3127265,0.035061281,620.25754,814.22851
1408.743,1.312873,0.035058893,620.64011,814.82164
1409.7072,1.3130198,0.035062827,621.1346,815.562
1410.6715,1.3131567,0.03507676,621.80644,816.5293
1411.6357,1.3132887,0.035077736,622.24877,817.19227
1412.5999,1.3134308,0.035084013,622.78523,817.9853
1413.5642,1.3135588,0.035092734,623.36526,818.82693
1414.5284,1.3136927,0.035094101,623.81477,819.50091
1415.4926,1.3138218,0.035094328,624.24405,820.14544
1416.4569,1.313958,0.035085656,624.51492,820.5864
1417.4211,1.3141078,0.035087138,624.96646,821.27328
1418.3853,1.3142475,0.035092574,625.48848,822.04666
1419.3496,1.3143919,0.035099048,626.02917,822.84765
1420.3138,1.3145261,0.035108261,626.6189,823.70688
1421.278,1.3146682,0.035110496,627.08422,824.40767
1422.2423,1.3148128,0.035124339,627.75706,825.38301
1423.2065,1.3149426,0.035134532,628.36495,826.26384
1424.1707,1.3150814,0.035138607,628.86361,827.00681
1425.135,1.3152162,0.035150923,629.50994,827.94166
1426.0992,1.3153479,0.035152394,629.96223,828.6195
1427.0634,1.3154881,0.035156578,630.46319,829.36683
1428.0277,1.3156242,0.035158526,630.92414,830.0591
1428.9919,1.3157715,0.035160966,631.39397,830.77017
1429.9561,1.3159107,0.035170436,631.99018,831.64264
1430.9204,1.3160551,0.035176534,632.52599,832.43904
1431.8846,1.3161955,0.03518457,633.09681,833.27917
1432.8488,1.316341,0.035190381,633.62778,834.07025
1433.8131,1.3164862,0.035205636,634.32904,835.08546
1434.7773,1.3166242,0.035215698,634.93704,835.97345
1435.7415,1.3167706,0.035227463,635.576,836.90777
1436.7058,1.3169028,0.035245903,636.33577,837.99234
1437.67,1.3170333,0.035234835,636.56289,838.37452
1438.6342,1.3172055,0.035238065,637.04822,839.12345
1439.5985,1.3173498,0.035272628,638.10046,840.60151
1440.5627,1.3174813,0.035282165,638.7005,841.47595
1441.5269,1.3176266,0.035295479,639.36919,842.44985
1442.4912,1.3177601,0.035306565,639.99783,843.36361
1443.4554,1.3179079,0.035308182,640.45496,844.06067
1444.4196,1.3180561,0.035326522,641.21567,845.15823
1445.3839,1.3181908,0.035334166,641.78257,845.99188
1446.3481,1.318341,0.035339072,642.29988,846.77028
1447.3123,1.3184901,0.035346009,642.85424,847.59698
1448.2766,1.3186449,0.035361163,643.55833,848.62489
1449.2408,1.3187891,0.035377771,644.28924,849.68165
1450.205,1.3189425,0.035381723,644.78994,850.44089
1451.1693,1.3190962,0.035407189,645.68306,851.71807
1452.1335,1.3192334,0.035421588,646.37482,852.71927
1453.0977,1.3193862,0.035426416,646.89218,853.50065
1454.062,1.3195353,0.035448406,647.72326,854.69367
1455.0262,1.3196778,0.035444871,648.08814,855.26755
1455.9904,1.3198539,0.035459198,648.77977,856.29451
1456.9547,1.319997,0.035488151,649.73951,857.65418
1457.9189,1.320143,0.035489149,650.18781,858.34088
1458.8831,1.3203042,0.035505243,650.91287,859.40296
1459.8474,1.3204489,0.035509508,651.42133,860.16856
1460.8116,1.3206236,0.035509925,651.85925,860.86074
1461.7758,1.320789,0.035530392,652.66548,862.03338
1462.7401,1.3209586,0.035537459,653.2259,862.88438
1463.7043,1.3211403,0.035564624,654.15616,864.23206
1464.6685,1.3212967,0.035598554,655.21159,865.72891
1465.6328,1.3214619,0.035606034,655.78071,866.58923
1466.597,1.3216386,0.035636455,656.77279,868.01626
1467.5612,1.321799,0.03566559,657.74191,869.40263
1468.5255,1.3219669,0.035685051,658.5332,870.55908
1469.4897,1.3221353,0.035717528,659.56532,872.03461
1470.4539,1.3222923,0.035731919,660.26402,873.06205
1471.4182,1.3224812,0.035742838,660.89888,874.02631
1472.3824,1.3226743,0.035781033,662.03868,875.66153
1473.3466,1.3228461,0.035829112,663.36239,877.52633
1474.3109,1.3230175,0.035868563,664.52743,879.1814
1475.2751,1.3231909,0.035921384,665.94128,881.16746
1476.2393,1.3233278,0.035960156,667.09581,882.78642
1477.2036,1.3234955,0.035975091,667.80877,883.84191
1478.1678,1.3236642,0.035997637,668.66347,885.08588
1479.1321,1.323846,0.036022387,669.5597,886.39392
1480.0963,1.3240284,0.036062755,670.74699,888.08804
1481.0605,1.324198,0.036094777,671.77995,889.56967
1482.0248,1.3243786,0.036126457,672.8073,891.0516
1482.989,1.3245516,0.036168136,674.02175,892.77658
1483.9532,1.3247262,0.036192495,674.91426,894.07661
1484.9175,1.3249067,0.036215406,675.78031,895.34586
1485.8817,1.3250986,0.036238141,676.64365,896.61957
1486.8459,1.3253096,0.036272056,677.71642,898.1841
1487.8102,1.3255087,0.036323659,679.12071,900.18042
1488.7744,1.3257092,0.036373354,680.49056,902.13262
1489.7386,1.3259069,0.036435224,682.08953,904.3872
1490.7029,1.3260858,0.036498439,683.7152,906.66502
1491.6671,1.3262656,0.036549263,685.11013,908.63799
1492.6313,1.3264467,0.036595959,686.42888,910.51129
1493.5956,1.3266357,0.036641065,687.71891,912.35247
1494.5598,1.3268255,0.036688387,689.05166,914.25131
1495.524,1.327011,0.036732115,690.31799,916.05956
1496.4883,1.3272122,0.036771353,691.50097,917.76853
1497.4525,1.3274223,0.036826983,692.99334,919.89478
1498.4167,1.3276155,0.036885716,694.54549,922.08935
1499.381,1.3278078,0.036928993,695.80784,923.89906
1500.3452,1.3280222,0.036974121,697.10615,925.77247
1501.3094,1.3282374,0.037032437,698.65434,927.97884
1502.2737,1.3284451,0.037098512,700.35044,930.3771
1503.2379,1.3286463,0.037161507,701.98995,932.69635
1504.2021,1.3288569,0.037214838,703.44832,934.78218
1505.1664,1.3290745,0.037276261,705.06102,937.07863
1506.1306,1.3292805,0.037342101,706.75884,939.48074
1507.0948,1.3294932,0.037392523,708.16623,941.50216
1508.0591,1.3297246,0.037444897,709.61184,943.58829
1509.0233,1.3299644,0.037519418,711.47869,946.24133
1509.9875,1.3301848,0.037597593,713.41669,948.97605
1510.9518,1.3304143,0.037664004,715.13321,951.42345
1511.916,1.3306509,0.037741236,717.05695,954.15249
1512.8802,1.3308768,0.037816141,718.93829,956.81832
1513.8445,1.3311236,0.037888139,720.76618,959.42886
1514.8087,1.3313684,0.037973229,722.845,962.37302
1515.7729,1.331624,0.038063001,725.01507,965.44749
1516.7372,1.3318698,0.038172711,727.56733,969.02499
1517.7014,1.3321012,0.038275056,729.98179,972.40964
1518.6656,1.3323414,0.038362026,732.10533,975.41426
1519.6299,1.3325967,0.038460877,734.45783,978.73605
1520.5941,1.3328462,0.038578257,737.1668,982.52994
1521.5583,1.3330841,0.038688041,739.73337,986.1268
1522.5226,1.3333305,0.038786944,742.09442,989.45713
1523.4868,1.3335837,0.038894787,744.62903,993.02514
1524.451,1.3338424,0.039007328,747.25624,996.72205
1525.4153,1.334098,0.039127439,750.03128,1000.6152
1526.3795,1.3343474,0.039242562,752.71356,1004.3814
1527.3437,1.3346109,0.039360072,755.44446,1008.2244
1528.308,1.3348746,0.039484203,758.30534,1012.2426
1529.2722,1.3351403,0.039607964,761.16214,1016.2583
1530.2364,1.3354019,0.039735958,764.10332,1020.385
1531.2007,1.335675,0.039857034,766.9145,1024.3485
1532.1649,1.3359594,0.03998911,769.94041,1028.6092
1533.1291,1.3362406,0.04014042,773.34007,1033.3684
1534.0934,1.3365052,0.040278293,776.48436,1037.7754
1535.0576,1.336792,0.040406756,779.45048,1041.9632
1536.0218,1.337091,0.040558189,782.86308,1046.7591
1536.9861,1.3373793,0.040708296,786.25373,1051.5195
1537.9503,1.3376851,0.040862847,789.73391,1056.4153
1538.9145,1.3379937,0.041033991,793.53872,1061.7498
1539.8788,1.3382865,0.04120126,797.2727,1066.9793
1540.843,1.3386004,0.041367926,800.99905,1072.2176
1541.8072,1.338925,0.041555487,805.13428,1078.0144
1542.7715,1.3392358,0.041752551,809.45829,1084.0555
1543.7357,1.3395495,0.041947607,813.74813,1090.0559
1544.6999,1.3398656,0.042160887,818.39645,1096.5412
1545.6642,1.3401731,0.042368073,822.93156,1102.8708
1546.6284,1.3404838,0.042569898,827.3675,1109.0727
1547.5926,1.3408163,0.042784605,832.05886,1115.638
1548.5569,1.3411361,0.043009914,836.96173,1122.4796
1549.5211,1.3414556,0.043234039,841.847,1129.3004
1550.4853,1.3417971,0.043459162,846.75716,1136.1763
1551.4496,1.3421317,0.043709949,852.17311,1143.7286
1552.4138,1.342456,0.043946434,857.31614,1150.9092
1553.378,1.3428138,0.044196568,862.73134,1158.4876
1554.3423,1.3431468,0.044472523,868.65694,1166.7338
1555.3065,1.3434809,0.044726003,874.14996,1174.4038
1556.2707,1.343838,0.044989869,879.85224,1182.3789
1557.235,1.3441943,0.045274936,885.97579,1190.9236
1558.1992,1.344546,0.045555837,892.0247,1199.3682
1559.1634,1.3449128,0.045843665,898.2161,1208.0223
1560.1277,1.3452814,0.046155863,904.89226,1217.3347
1561.0919,1.3456459,0.046462983,911.47639,1226.5245
1562.0561,1.3460196,0.046774305,918.15045,1235.8485
1563.0204,1.3464082,0.047108818,925.28753,1245.8148
1563.9846,1.3467841,0.047443893,932.44378,1255.8005
1564.9488,1.3471749,0.047792017,939.86478,1266.1622
1565.9131,1.347572,0.048150443,947.4969,1276.8203
1566.8773,1.3479722,0.048521258,955.38168,1287.8279
1567.8415,1.3483751,0.048903007,963.49085,1299.1471
1568.8058,1.3487916,0.049305219,972.0127,1311.0426
1569.77,1.3491921,0.049723722,980.86564,1323.3762
1570.7342,1.349604,0.050139587,989.67667,1335.6716
1571.6985,1.3500243,0.050577462,998.93246,1348.5831
1572.6627,1.3504422,0.051029108,1008.471,1361.8818
1573.6269,1.3508693,0.051484417,1018.093,1375.3106
1574.5912,1.3513069,0.051964052,1028.2073,1389.4236
1575.5554,1.3517483,0.052473329,1038.9201,1404.3586
1576.5196,1.3521712,0.052991915,1049.8297,1419.5495
1577.4839,1.3526152,0.053517293,1060.8865,1434.9713
1578.4481,1.3530548,0.054072063,1072.5391,1451.2041
1579.4123,1.3534987,0.054633297,1084.3333,1467.6437
1580.3766,1.3539568,0.055216581,1096.5791,1484.7207
1581.3408,1.3544149,0.055835623,1109.5496,1502.7905
1582.305,1.3548682,0.056460995,1122.6609,1521.0576
1583.2693,1.355337,0.057121761,1136.4916,1540.3292
1584.2335,1.3557913,0.057817347,1151.0315,1560.5586
1585.1977,1.3562397,0.058517404,1165.6774,1580.9379
1586.162,1.3567082,0.059250377,1180.9963,1602.2673
1587.1262,1.3571632,0.06001956,1197.0551,1624.5991
1588.0904,1.3576161,0.060815055,1213.6577,1647.6811
1589.0547,1.3580635,0.061637431,1230.8163,1671.5266
1590.0189,1.3585,0.062495112,1248.7003,1696.3593
1590.9832,1.3589269,0.063380294,1267.1549,1721.9708
1591.9474,1.3593535,0.06429071,1286.1357,1748.3131
1592.9116,1.3597577,0.065227717,1305.6709,1775.396
1593.8759,1.360181,0.066202834,1325.9921,1803.5892
1594.8401,1.3605669,0.06721364,1347.0522,1832.7546
1595.8043,1.360957,0.068251729,1368.6839,1862.72
1596.7686,1.3613369,0.069344737,1391.4427,1894.2224
1597.7328,1.3616772,0.070458323,1414.6412,1926.2847
1598.697,1.3620234,0.071599074,1438.4124,1959.1513
1599.6613,1.3623576,0.072802462,1463.4704,1993.7701
1600.6255,1.3626568,0.074042335,1489.2915,2029.3932
1601.5897,1.3629371,0.075336799,1516.2412,2066.5414
1602.554,1.3631611,0.076661289,1543.827,2104.4849
1603.5182,1.3633766,0.07801228,1571.9789,2143.1993
1604.4824,1.3635554,0.079410568,1601.1172,2183.2121
1605.4467,1.3637168,0.080847934,1631.0778,2224.3282
1606.4109,1.3638225,0.08233919,1662.161,2266.8925
1607.3751,1.3639007,0.083879724,1694.2758,2310.8238
1608.3394,1.3639154,0.085461795,1727.2674,2355.8466
1609.3036,1.3638743,0.087074384,1760.9144,2401.666
1610.2678,1.3637817,0.088723347,1795.3366,2448.4472
