wavenumber_cm-1,n,k,alpha_cm-1,nalpha_cm-1
2025.8525,1.325586,0.013987288,356.08297,472.01858
2026.8167,1.3256439,0.014030518,357.35351,473.7235
2027.781,1.3257065,0.014074277,358.63858,475.44949
2028.7452,1.3257641,0.014122475,360.03787,477.32527
2029.7094,1.3258181,0.014166964,361.34374,479.07606
2030.6737,1.3258731,0.014207846,362.55862,480.70673
2031.6379,1.3259294,0.014249945,363.80559,482.38052
2032.6021,1.3259863,0.014293961,365.10253,484.12094
2033.5664,1.3260398,0.01433396,366.29787,485.72555
2034.5306,1.3260998,0.014378084,367.59966,487.47382
2035.4948,1.326151,0.014426021,369.00005,489.34979
2036.4591,1.3262032,0.014467429,370.23453,491.00623
2037.4233,1.3262565,0.014513034,371.57746,492.80702
2038.3875,1.3263067,0.014558019,372.9056,494.5872
2039.3518,1.3263559,0.014603348,374.24367,496.38031
2040.316,1.3264035,0.014648423,375.57629,498.1657
2041.2803,1.3264474,0.014693137,376.90078,499.93904
2042.2445,1.3264886,0.01473538,378.16292,501.62881
2043.2087,1.3265318,0.014767628,379.16946,502.98033
2044.173,1.3265872,0.014809236,380.41721,504.6566
2045.1372,1.3266284,0.014854953,381.77157,506.46902
2046.1014,1.3266747,0.014893493,382.94251,508.04014
2047.0657,1.3267201,0.014938012,384.26819,509.81634
2048.0299,1.3267609,0.01498466,385.64974,511.66499
2048.9941,1.3267958,0.015023699,386.8365,513.25306
2049.9584,1.3268353,0.015060686,387.97134,514.77406
2050.9226,1.3268768,0.015102493,389.23131,516.46198
2051.8868,1.3269116,0.015141124,390.4104,518.04008
2052.8511,1.3269501,0.015175657,391.48472,519.48068
2053.8153,1.3269887,0.015214181,392.66285,521.05916
2054.7795,1.327026,0.015252082,393.82585,522.61714
2055.7438,1.3270664,0.015287019,394.91321,524.07606
2056.708,1.3271022,0.015328409,396.16817,525.75565
2057.6722,1.3271385,0.015369292,397.41104,527.41951
2058.6365,1.3271688,0.015405757,398.54061,528.93067
2059.6007,1.3272038,0.015441867,399.66184,530.4327
2060.5649,1.3272407,0.015479332,400.81907,531.98339
2061.5292,1.3272713,0.015525978,402.21505,533.84851
2062.4934,1.3272866,0.015561054,403.31226,535.31096
2063.4576,1.3273203,0.015583402,404.0803,536.344
2064.4219,1.3273549,0.015620578,405.23357,537.88877
2065.3861,1.3273813,0.01565777,406.38812,539.43198
2066.3503,1.3274089,0.015688557,407.3773,540.75625
2067.3146,1.3274415,0.015724597,408.50367,542.26471
2068.2788,1.3274639,0.015760498,409.62729,543.76543
2069.243,1.3274871,0.015795076,410.71739,545.22204
2070.2073,1.3275062,0.015823122,411.63839,546.45251
2071.1715,1.3275365,0.015850939,412.55411,547.68062
2072.1357,1.3275579,0.015883986,413.60669,549.08684
2073.1,1.3275808,0.015913475,414.56739,550.37172
2074.0642,1.3275983,0.015939843,415.44745,551.54734
2075.0284,1.3276271,0.015966943,416.34723,552.75385
2075.9927,1.327647,0.015996914,417.32259,554.05708
2076.9569,1.3276677,0.016025636,418.26607,555.31835
2077.9211,1.3276812,0.016047675,419.03572,556.34584
2078.8854,1.3277103,0.016068162,419.76538,557.32681
2079.8496,1.3277364,0.016094062,420.63701,558.49505
2080.8138,1.3277615,0.016126405,421.67773,559.88747
2081.7781,1.327778,0.016164107,422.85943,561.46343
2082.7423,1.3277847,0.01618818,423.68533,562.56288
2083.7065,1.3278015,0.016206702,424.36648,563.47443
2084.6708,1.3278172,0.016229358,425.15635,564.52991
2085.635,1.327837,0.016251368,425.92988,565.56545
2086.5992,1.3278528,0.016277421,426.80993,566.74077
2087.5635,1.3278605,0.016294921,427.46622,567.6155
2088.5277,1.3278855,0.016317312,428.25132,568.66872
2089.4919,1.3278891,0.016343327,429.13214,569.83988
2090.4562,1.3279033,0.016351234,429.53788,570.38475
2091.4204,1.3279234,0.016372893,430.30523,571.41239
2092.3846,1.3279335,0.016398916,431.18786,572.58883
2093.3489,1.32794,0.016406942,431.5977,573.13585
2094.3131,1.3279654,0.016423898,432.24274,574.00339
2095.2773,1.3279737,0.016449988,433.1287,575.18353
2096.2416,1.3279786,0.01646754,433.79037,576.06434
2097.2058,1.3279842,0.016477291,434.24689,576.67301
2098.17,1.3280017,0.016488159,434.7331,577.32632
2099.1343,1.3280096,0.01650605,435.40482,578.22178
2100.0985,1.3280163,0.016515395,435.85144,578.81781
2101.0627,1.3280337,0.016523099,436.25496,579.36128
2102.027,1.3280509,0.016548477,437.12554,580.52494
2102.9912,1.3280436,0.016564535,437.75042,581.35163
2103.9554,1.3280503,0.01656816,438.04696,581.74838
2104.9197,1.3280574,0.016577832,438.50357,582.35792
2105.8839,1.3280632,0.016582342,438.82378,582.78573
2106.8481,1.3280723,0.016589317,439.20939,583.30183
2107.8124,1.3280821,0.016596628,439.60405,583.83026
2108.7766,1.3280882,0.016602788,439.96838,584.3168
2109.7408,1.3280998,0.016614936,440.49162,585.01686
2110.7051,1.3280987,0.016621307,440.86191,585.50811
2111.6693,1.3281031,0.016622374,441.09163,585.81515
2112.6335,1.3281108,0.016629361,441.47853,586.33241
2113.5978,1.3281095,0.016632108,441.753,586.69635
2114.562,1.3281143,0.016626475,441.80485,586.76733
2115.5262,1.3281227,0.016627304,442.02835,587.0679
2116.4905,1.3281292,0.01662707,442.22358,587.33004
2117.4547,1.3281416,0.01662598,442.39605,587.56459
2118.4189,1.3281442,0.016632754,442.77785,588.07283
2119.3832,1.3281485,0.016634999,443.03917,588.4218
2120.3474,1.3281455,0.016632646,443.17805,588.60493
2121.3116,1.3281503,0.0166259,443.19974,588.63586
2122.2759,1.3281565,0.016623382,443.33403,588.81697
2123.2401,1.3281568,0.016619237,443.42488,588.93778
2124.2043,1.328161,0.016609689,443.37139,588.86859
2125.1686,1.3281707,0.016608069,443.52937,589.08269
2126.1328,1.3281645,0.016602023,443.56907,589.13267
2127.097,1.3281747,0.016590228,443.45497,588.98568
2128.0613,1.328174,0.016581854,443.43205,588.95491
2129.0255,1.3281862,0.01657257,443.3846,588.89728
2129.9897,1.3281857,0.016571388,443.55375,589.12173
2130.954,1.3281854,0.016560027,443.45033,588.98427
2131.9182,1.3281852,0.016542066,443.16979,588.61156
2132.8824,1.328195,0.016532104,443.10324,588.5275
2133.8467,1.328195,0.016517874,442.92197,588.28673
2134.8109,1.3282028,0.016505171,442.78133,588.10342
2135.7751,1.3282063,0.016493198,442.65997,587.94376
2136.7394,1.3282082,0.016480608,442.52177,587.76105
2137.7036,1.3282069,0.016462926,442.24647,587.39481
2138.6678,1.3282142,0.016445298,441.97219,587.03373
2139.6321,1.3282143,0.016428333,441.71531,586.69259
2140.5963,1.328222,0.01640318,441.23777,586.06172
2141.5605,1.3282307,0.016392415,441.14684,585.94479
2142.5248,1.3282266,0.016374338,440.85876,585.56032
2143.489,1.3282309,0.016341247,440.16582,584.64182
2144.4532,1.3282485,0.0163239,439.89636,584.29168
2145.4175,1.3282502,0.016308475,439.67831,584.00279
2146.3817,1.3282598,0.016286191,439.27485,583.47113
2147.3459,1.3282622,0.0162708,439.05687,583.18265
2148.3102,1.3282608,0.016247885,438.63542,582.62222
2149.2744,1.3282655,0.016219724,438.07169,581.87554
2150.2386,1.3282684,0.016195407,437.61117,581.26509
2151.2029,1.3282729,0.01616469,436.97704,580.42478
2152.1671,1.3282803,0.016130742,436.25477,579.46863
2153.1313,1.3282964,0.016103048,435.70092,578.73997
2154.0956,1.3283075,0.016080048,435.27345,578.17699
2155.0598,1.3283138,0.016056333,434.82605,577.58545
2156.0241,1.3283199,0.016030867,434.33064,576.93003
2156.9883,1.328324,0.015998902,433.65846,576.03892
2157.9525,1.3283349,0.015965568,432.94838,575.10046
2158.9168,1.3283446,0.015937235,432.37318,574.34057
2159.881,1.328355,0.015907995,431.77266,573.54736
2160.8452,1.3283596,0.015875241,431.076,572.62395
2161.8095,1.3283712,0.015842061,430.36701,571.68712
2162.7737,1.3283787,0.015809508,429.67422,570.77007
2163.7379,1.3283869,0.015769912,428.78915,569.59789
2164.7022,1.3284062,0.015733045,427.97735,568.52777
2165.6664,1.3284223,0.015704015,427.37797,567.73843
2166.6306,1.3284265,0.015670579,426.65789,566.78364
2167.5949,1.3284428,0.01563268,425.81544,565.67146
2168.5591,1.3284547,0.015596919,425.03034,564.63357
2169.5233,1.3284698,0.015562655,424.28521,563.65006
2170.4876,1.3284758,0.015523281,423.39983,562.47644
2171.4518,1.3284974,0.015481634,422.4515,561.22572
2172.416,1.3285135,0.015446266,421.67356,560.19902
2173.3803,1.3285273,0.015409214,420.84879,559.10912
2174.3445,1.3285434,0.015373861,420.06953,558.08061
2175.3087,1.3285528,0.015335176,419.19832,556.92712
2176.273,1.3285658,0.01528761,418.0833,555.45119
2177.2372,1.3285878,0.015241539,417.00804,554.03179
2178.2014,1.328612,0.015204905,416.18996,552.95497
2179.1657,1.328627,0.015166953,415.33493,551.8252
2180.1299,1.3286438,0.015123019,414.31507,550.47715
2181.0941,1.3286619,0.015079681,413.31048,549.1499
2182.0584,1.3286811,0.015031785,412.17987,547.6556
2183.0226,1.3287092,0.014988493,411.1744,546.33123
2183.9868,1.3287327,0.014947265,410.22453,545.07876
2184.9511,1.3287578,0.014907368,409.31017,543.87407
2185.9153,1.3287773,0.014867412,408.39326,542.6637
2186.8795,1.3288043,0.014827767,407.48393,541.46638
2187.8438,1.3288155,0.014790539,406.64006,540.3496
2188.808,1.3288368,0.014739037,405.40269,538.71401
2189.7722,1.3288614,0.014694057,404.34357,537.31654
2190.7365,1.3288804,0.014645109,403.17408,535.77015
2191.7007,1.3289139,0.014596084,402.00131,534.22514
2192.6649,1.3289397,0.014557758,401.12215,533.06713
2193.6292,1.3289626,0.014509821,399.97711,531.55461
2194.5934,1.3289899,0.0144678,398.99406,530.25906
2195.5576,1.3290063,0.014418831,397.8183,528.70304
2196.5219,1.3290409,0.014363717,396.47175,526.92716
2197.4861,1.3290722,0.014324235,395.5555,525.72184
2198.4503,1.3290951,0.014278483,394.4651,524.28163
2199.4146,1.3291206,0.014222072,393.079,522.44942
2200.3788,1.3291608,0.014172697,391.88607,520.87961
2201.343,1.3291892,0.014129773,390.87038,519.54069
2202.3073,1.3292199,0.014079517,389.65076,517.93155
2203.2715,1.3292564,0.014031509,388.49216,516.40569
2204.2357,1.3292909,0.013991939,387.56612,515.1881
2205.2,1.3293164,0.013945114,386.43807,513.69846
2206.1642,1.3293493,0.013893863,385.1862,512.04699
2207.1284,1.3293813,0.013845956,384.02581,510.51675
2208.0927,1.3294146,0.013793312,382.73283,508.81062
2209.0569,1.3294575,0.013746068,381.58848,507.30567
2210.0211,1.3294921,0.013707427,380.68191,506.11359
2210.9854,1.329514,0.013657186,379.4521,504.48689
2211.9496,1.3295549,0.013600955,378.05457,502.64431
2212.9138,1.3295952,0.013553308,376.8944,501.11699
2213.8781,1.3296319,0.013511773,375.9031,499.81276
2214.8423,1.3296615,0.013459001,374.59803,498.08858
2215.8065,1.3297058,0.013407024,373.31383,496.39758
2216.7708,1.3297385,0.013364207,372.28355,495.03977
2217.735,1.329776,0.013305241,370.80217,493.08385
2218.6992,1.3298229,0.013255686,369.58173,491.47824
2219.6635,1.3298643,0.013214665,368.59814,490.1855
2220.6277,1.3298992,0.013160819,367.2557,488.41305
2221.5919,1.3299463,0.013110226,366.00274,486.76398
2222.5562,1.3299896,0.013069222,365.01637,485.46795
2223.5204,1.3300244,0.013021763,363.84866,483.92759
2224.4846,1.3300662,0.012967193,362.48102,482.12375
2225.4489,1.3301109,0.012920873,361.34275,480.62594
2226.4131,1.3301492,0.012868164,360.02462,478.88645
2227.3773,1.3302023,0.012818106,358.7794,477.2492
2228.3416,1.3302433,0.012777416,357.79533,475.95485
2229.3058,1.3302859,0.012724161,356.45825,474.19139
2230.27,1.3303348,0.012673208,355.18441,472.51417
2231.2343,1.3303859,0.012630695,354.14597,471.15081
2232.1985,1.3304278,0.012586782,353.0672,469.73041
2233.1627,1.3304726,0.01254477,352.04075,468.38056
2234.127,1.3305069,0.0124973,350.86005,466.82172
2235.0912,1.3305534,0.012440743,349.42295,464.9259
2236.0554,1.3306024,0.012393242,348.23896,463.36759
2237.0197,1.3306459,0.012342034,346.94961,461.66708
2237.9839,1.3306978,0.012287205,345.55719,459.83218
2238.9481,1.3307511,0.012241052,344.40755,458.32071
2239.9124,1.3308035,0.012194892,343.25658,456.80706
2240.8766,1.3308561,0.01215429,342.261,455.50014
2241.8408,1.330898,0.012112098,341.21963,454.12854
2242.8051,1.330943,0.012061439,339.93864,452.43895
2243.7693,1.3309913,0.012010289,338.64256,450.73029
2244.7335,1.3310457,0.011963213,337.46015,449.17489
2245.6978,1.3310924,0.011917973,336.32842,447.68419
2246.662,1.3311416,0.011864273,334.95675,445.87486
2247.6262,1.3311987,0.011814073,333.68263,444.19788
2248.5905,1.3312545,0.011773309,332.67393,442.87366
2249.5547,1.3313022,0.011726141,331.48321,441.30431
2250.5189,1.3313587,0.011678005,330.26396,439.69978
2251.4832,1.3314101,0.01163605,329.21845,438.32475
2252.4474,1.3314588,0.011588028,328.00016,436.7187
2253.4116,1.3315138,0.011538791,326.74631,435.06721
2254.3759,1.3315701,0.011492562,325.57649,433.52793
2255.3401,1.3316249,0.011447454,324.43732,432.02881
2256.3043,1.3316789,0.011404136,323.34782,430.59546
2257.2686,1.3317306,0.011359213,322.21173,429.09922
2258.2328,1.3317846,0.01131098,320.98061,427.47704
2259.197,1.3318373,0.011261389,319.70978,425.80141
2260.1613,1.3318993,0.01121602,318.55768,424.28674
2261.1255,1.3319521,0.011169286,317.36568,422.71589
2262.0897,1.332016,0.011123063,316.18706,421.16622
2263.054,1.3320696,0.01108318,315.18763,419.85187
2264.0182,1.3321279,0.011038259,314.04389,418.34664
2264.9824,1.3321831,0.010994485,312.93172,416.88235
2265.9467,1.3322405,0.010952117,311.85853,415.47055
2266.9109,1.3322906,0.010905461,310.66216,413.8923
2267.8752,1.3323503,0.010855375,309.36689,412.18505
2268.8394,1.3324101,0.010809289,308.18447,410.62811
2269.8036,1.3324728,0.010764537,307.03898,409.12109
2270.7679,1.3325315,0.010720711,305.91882,407.64645
2271.7321,1.3325917,0.010677693,304.82068,406.20149
2272.6963,1.3326523,0.010631839,303.64047,404.64718
2273.6606,1.3327135,0.010593217,302.6658,403.3668
2274.6248,1.3327672,0.010547647,301.49161,401.81814
2275.589,1.3328341,0.010499241,300.23519,400.1637
2276.5533,1.3328938,0.010460757,299.26145,398.88375
2277.5175,1.3329545,0.010419417,298.20506,397.49379
2278.4817,1.3330106,0.010373527,297.01738,395.9273
2279.446,1.3330742,0.010326354,295.79182,394.31245
2280.4102,1.3331375,0.010285439,294.74447,392.93491
2281.3744,1.3331977,0.010240149,293.57069,391.38778
2282.3387,1.3332633,0.010192787,292.33641,389.7614
2283.3029,1.3333342,0.010154538,291.36243,388.4835
2284.2671,1.3333923,0.010116931,290.40597,387.22508
2285.2314,1.3334546,0.010074604,289.31306,385.78583
2286.1956,1.3335147,0.010031927,288.20906,384.33101
2287.1598,1.3335801,0.0099871419,287.04342,382.79541
2288.1241,1.3336446,0.0099438932,285.92089,381.31685
2289.0883,1.3337114,0.0099042505,284.90103,379.97575
2290.0525,1.3337744,0.0098626819,283.82479,378.55826
2291.0168,1.3338387,0.0098224264,282.78535,377.19005
2291.981,1.3339002,0.0097771734,281.601,375.62763
2292.9452,1.333971,0.0097355936,280.52139,374.2074
2293.9095,1.3340338,0.0096940808,279.4427,372.78602
2294.8737,1.3341047,0.0096507613,278.31091,371.29587
2295.8379,1.3341702,0.0096131284,277.34212,370.0216
2296.8022,1.3342385,0.0095727723,276.29383,368.64187
2297.7664,1.3343022,0.0095339548,275.28898,367.31869
2298.7306,1.3343687,0.0094878525,274.07276,365.71411
2299.6949,1.3344419,0.009445874,272.97459,364.26873
2300.6591,1.3345122,0.0094094556,272.03616,363.03558
2301.6233,1.3345829,0.0093723908,271.07814,361.77626
2302.5876,1.3346496,0.0093408972,270.28044,360.72967
2303.5518,1.3347065,0.0092976596,269.14201,359.2256
2304.516,1.3347806,0.0092553608,268.02972,357.76086
2305.4803,1.3348438,0.0092148092,266.96702,356.35926
2306.4445,1.3349195,0.0091700833,265.78236,354.79804
2307.4087,1.334991,0.0091367979,264.92834,353.67694
2308.373,1.3350557,0.0090971943,263.89023,352.30816
2309.3372,1.3351266,0.0090525914,262.70609,350.74589
2310.3014,1.3352009,0.0090172533,261.78984,349.54203
2311.2657,1.3352658,0.0089732539,260.62117,347.99852
2312.2299,1.3353484,0.0089280177,259.4155,346.41006
2313.1941,1.3354234,0.0088983923,258.66251,345.42396
2314.1584,1.3354925,0.0088597238,257.64583,344.08408
2315.1226,1.3355688,0.0088154059,256.46386,342.52512
2316.0868,1.335652,0.0087850206,255.68631,341.50794
2317.0511,1.3357198,0.008753458,254.87376,340.43993
2318.0153,1.335796,0.0087157506,253.88144,339.13382
2318.9795,1.3358679,0.0086807646,252.96752,337.93118
2319.9438,1.3359438,0.0086438376,251.99616,336.65271
2320.908,1.3360196,0.0086064674,251.01098,335.3556
2321.8722,1.3360993,0.0085707139,250.07207,334.1211
2322.8365,1.3361799,0.0085359309,249.16061,332.92339
2323.8007,1.3362622,0.0085115489,248.55204,332.13071
2324.7649,1.3363326,0.0084802322,247.7403,331.06343
2325.7292,1.3364134,0.0084493104,246.93933,330.01303
2326.6934,1.3364857,0.0084188096,246.14993,328.97587
2327.6576,1.3365685,0.0083887503,245.37269,327.95741
2328.6219,1.3366399,0.0083591454,244.60803,326.95285
2329.5861,1.3367264,0.0083299987,243.85607,325.96885
2330.5503,1.3367974,0.0083019361,243.13514,325.02242
2331.5146,1.3368938,0.0082742218,242.42374,324.0948
2332.4788,1.3369645,0.0082742218,242.524,324.24598
2333.443,1.3370261,0.0082468111,241.8205,323.32032
2334.4073,1.3370956,0.0082196612,241.12398,322.40582
2335.3715,1.3371677,0.0081927329,240.43331,321.49967
2336.3357,1.3372381,0.0081659816,239.74718,320.59906
2337.3,1.3373107,0.0081393719,239.06457,319.70359
2338.2642,1.3373818,0.0081128608,238.3842,318.8107
2339.2284,1.3374542,0.0080864169,237.70517,317.91978
2340.1927,1.3375244,0.0080599971,237.02621,317.02834
2341.1569,1.337598,0.0080341976,236.36485,316.16114
2342.1211,1.3376677,0.0080082528,235.6986,315.2864
2343.0854,1.3377401,0.0079821032,235.02568,314.40326
2344.0496,1.3378084,0.0079556946,234.3445,313.50803
2345.0138,1.3378817,0.0079289824,233.65373,312.60105
2345.9781,1.337949,0.007901933,232.95238,311.67842
2346.9423,1.3380218,0.0078745224,232.23972,310.7418
2347.9065,1.3380895,0.0078467336,231.51524,309.7881
2348.8708,1.3381633,0.0078185573,230.77864,308.8195
2349.835,1.3382299,0.0077899974,230.03003,307.83307
2350.7992,1.3383034,0.0077597313,229.23033,306.77975
2351.7635,1.3383731,0.0077293254,228.42577,305.7189
2352.7277,1.3384484,0.0076988712,227.61904,304.65634
2353.6919,1.3385187,0.0076684449,226.8124,303.59264
2354.6562,1.3385973,0.0076381229,226.0081,302.53383
2355.6204,1.3386693,0.0076079648,225.20792,301.47893
2356.5846,1.3387508,0.0075780302,224.41364,300.43394
2357.5489,1.3388232,0.0075483657,223.62662,299.39651
2358.5131,1.3389192,0.0075190105,222.84805,298.37553
2359.4773,1.3389909,0.0075190105,222.93916,298.51352
2360.4416,1.3390522,0.0074899979,222.16969,297.49682
2361.4058,1.3391244,0.007462291,221.43827,296.5334
2362.37,1.3391967,0.0074348133,220.71297,295.57808
2363.3343,1.3392709,0.0074075311,219.99282,294.62999
2364.2985,1.3393451,0.0073804129,219.27687,293.68741
2365.2627,1.3394175,0.0073534343,218.56442,292.74901
2366.227,1.339494,0.0073265731,217.85481,291.81521
2367.1912,1.3395668,0.0072998106,217.14748,290.88356
2368.1554,1.3396431,0.0072731338,216.44206,289.95511
2369.1197,1.3397174,0.0072465315,215.7382,289.02822
2370.0839,1.3397934,0.0072199982,215.03575,288.10349
2371.0481,1.3398672,0.0071930606,214.32062,287.16118
2372.0124,1.3399452,0.0071662702,213.60922,286.22465
2372.9766,1.3400203,0.0071396511,212.90228,285.29338
2373.9408,1.3400986,0.0071132295,212.20059,284.36971
2374.9051,1.3401737,0.0070870295,211.50487,283.45326
2375.8693,1.3402539,0.0070610698,210.81568,282.54655
2376.8335,1.3403289,0.0070353709,210.13366,281.64823
2377.7978,1.3404094,0.0070099495,209.45931,280.76123
2378.762,1.3404855,0.0069848206,208.79309,279.8841
2379.7263,1.3405674,0.0069599971,208.13539,279.0195
2380.6905,1.340643,0.0069352556,207.47954,278.156
2381.6547,1.3407258,0.0069108773,206.83396,277.30762
2382.619,1.3408028,0.0068868808,206.19922,276.47249
2383.5832,1.3408873,0.0068632774,205.57568,275.65382
2384.5474,1.340964,0.0068400763,204.96362,274.84882
2385.5117,1.3410589,0.0068172775,204.36305,274.06288
2386.4759,1.341136,0.0068172775,204.44566,274.18943
2387.4401,1.3412015,0.0067948811,203.85633,273.41243
2388.4044,1.3412783,0.0067728776,203.27827,272.65273
2389.3686,1.3413543,0.0067512561,202.71113,271.90744
2390.3328,1.341432,0.0067299977,202.15438,271.17635
2391.2971,1.3415093,0.0067099426,201.63327,270.49292
2392.2613,1.3415856,0.0066900607,201.11689,269.81553
2393.2255,1.3416622,0.0066702832,200.60316,269.14166
2394.1898,1.3417382,0.006650541,200.09001,268.46841
2395.154,1.3418152,0.0066307783,199.57577,267.79381
2396.1182,1.34189,0.0066109411,199.05881,267.11502
2397.0825,1.3419665,0.0065909829,198.53772,266.43097
2398.0467,1.3420401,0.0065708626,198.01126,265.73904
2399.0109,1.3421172,0.006550543,197.47831,265.03903
2399.9752,1.3421904,0.006529998,196.93806,264.32837
2400.9394,1.342268,0.0065088104,196.37793,263.59181
2401.9036,1.3423408,0.0064874217,195.81122,262.84539
2402.8679,1.3424189,0.0064658355,195.23802,262.09121
2403.8321,1.3424917,0.0064440612,194.65862,261.32759
2404.7963,1.3425701,0.006422108,194.07329,260.55699
2405.7606,1.3426439,0.0063999817,193.48219,259.77767
2406.7248,1.3427231,0.006377697,192.88576,258.99218
2407.689,1.3427978,0.0063552614,192.28423,258.19884
2408.6533,1.342878,0.0063326918,191.6781,257.4003
2409.6175,1.3429527,0.0063099973,191.06764,256.59481
2410.5817,1.3430353,0.0062871967,190.45342,255.78567
2411.546,1.3431097,0.0062643029,189.83582,254.97033
2412.5102,1.3432046,0.0062413309,189.21529,254.15485
2413.4744,1.3432786,0.0062413309,189.29092,254.27045
2414.4387,1.3433444,0.006218303,188.66786,253.44592
2415.4029,1.3434198,0.0061952323,188.04294,252.62061
2416.3671,1.3434955,0.0061721429,187.4169,251.79376
2417.3314,1.3435711,0.0061490517,186.79025,250.96597
2418.2956,1.3436499,0.0061259829,186.16371,250.13884
2419.2598,1.3437265,0.0061029568,185.53792,249.31222
2420.2241,1.3438061,0.0060799979,184.9136,248.48804
2421.1883,1.3438829,0.0060564261,184.27009,247.63743
2422.1525,1.3439641,0.0060330871,183.63309,246.79629
2423.1168,1.3440429,0.0060100369,183.00432,245.96566
2424.081,1.344126,0.0059873257,182.38532,245.14884
2425.0452,1.3442051,0.0059649982,181.77746,244.34619
2426.0095,1.3442888,0.005943086,181.18172,243.56056
2426.9737,1.3443693,0.0059216172,180.59897,242.7917
2427.9379,1.3444543,0.0059006065,180.02968,242.04167
2428.9022,1.3445348,0.0058800671,179.47426,241.30938
2429.8664,1.3446205,0.005859999,178.93274,240.59662
2430.8306,1.3447022,0.0058415718,178.44085,239.94981
2431.7949,1.3447866,0.0058234055,177.95649,239.31351
2432.7591,1.3448666,0.0058054272,177.47744,238.68349
2433.7233,1.3449514,0.0057875663,177.00154,238.05847
2434.6876,1.3450313,0.0057697631,176.52698,237.4343
2435.6518,1.3451157,0.0057519656,176.05215,236.81051
2436.616,1.3451946,0.005734127,175.57564,236.1834
2437.5803,1.3452812,0.0057162065,175.09619,235.55362
2438.5445,1.3453592,0.0056981724,174.61282,234.91697
2439.5087,1.345453,0.0056799985,174.12473,234.27665
2440.473,1.3455311,0.0056799985,174.19356,234.38285
2441.4372,1.3456018,0.005660804,173.67349,233.69536
2442.4014,1.3456804,0.0056415815,173.15211,233.00739
2443.3657,1.3457593,0.0056223646,172.63042,232.31899
2444.3299,1.345839,0.0056031831,172.10936,231.6315
2445.2941,1.3459195,0.0055840611,171.58967,230.94588
2446.2584,1.3460001,0.005565023,171.07209,230.26304
2447.2226,1.3460824,0.0055460855,170.55714,229.58397
2448.1868,1.3461618,0.0055272616,170.04523,228.9084
2449.1511,1.3462459,0.0055085644,169.53676,228.23816
2450.1153,1.3463266,0.0054899976,169.03185,227.57207
2451.0795,1.3464098,0.0054721925,168.54995,226.93731
2452.0438,1.3464909,0.0054544136,168.06843,226.30261
2453.008,1.3465743,0.0054366309,167.58636,225.66749
2453.9722,1.3466545,0.0054188147,167.10283,225.02979
2454.9365,1.3467389,0.0054009352,166.61691,224.38949
2455.9007,1.3468186,0.0053829737,166.12803,223.74432
2456.8649,1.3469028,0.0053649116,165.63561,223.09508
2457.8292,1.346983,0.0053467341,165.13919,222.43967
2458.7934,1.3470682,0.0053284317,164.63847,221.77924
2459.7576,1.3471481,0.0053099971,164.13321,221.11174
2460.7219,1.3472334,0.0052911174,163.61375,220.42591
2461.6861,1.3473146,0.0052721575,163.09134,219.73535
2462.6503,1.3474011,0.005253138,162.56664,219.04248
2463.6146,1.3474824,0.0052340776,162.0402,218.34633
2464.5788,1.3475716,0.0052149985,161.51273,217.64997
2465.543,1.347654,0.0051959176,160.98474,216.95172
2466.5073,1.3477516,0.005176859,160.45697,216.25615
2467.4715,1.347834,0.005176859,160.5197,216.35391
2468.4357,1.3479087,0.0051578395,159.99246,215.65523
2469.4,1.3479913,0.0051388778,159.46655,214.95953
2470.3642,1.3480743,0.005119998,158.94272,214.2666
2471.3284,1.348158,0.0051009059,158.41184,213.56419
2472.2927,1.3482441,0.0050819833,157.88577,212.86855
2473.2569,1.3483281,0.0050632656,157.3656,212.18046
2474.2211,1.3484154,0.0050447825,156.85228,211.50202
2475.1854,1.3485008,0.0050265603,156.34662,210.83355
2476.1496,1.3485885,0.005008623,155.84938,210.17668
2477.1138,1.348675,0.0049909856,155.36105,209.53157
2478.0781,1.3487642,0.004973663,154.88209,208.89942
2479.0423,1.3488497,0.0049566645,154.41281,208.27967
2480.0065,1.3489404,0.0049399976,153.95345,207.67402
2480.9708,1.349027,0.0049239788,153.51389,207.09439
2481.935,1.3491163,0.0049082376,153.08261,206.52624
2482.8992,1.3492033,0.004892759,152.65913,205.96821
2483.8635,1.3492935,0.0048775189,152.24272,205.42011
2484.8277,1.3493799,0.0048624985,151.83281,204.88014
2485.7919,1.3494709,0.0048476774,151.42876,204.34869
2486.7562,1.3495567,0.0048330389,151.03005,203.82361
2487.7204,1.3496476,0.0048185587,150.63594,203.30543
2488.6846,1.3497338,0.0048042182,150.24584,202.79189
2489.6489,1.3498257,0.0047899988,149.85919,202.28379
2490.6131,1.3499115,0.0047759563,149.47772,201.78169
2491.5773,1.350004,0.0047619827,149.09808,201.283
2492.5416,1.3500903,0.004748052,148.71944,200.78467
2493.5058,1.3501883,0.0047341418,148.3411,200.28842
2494.4701,1.3502741,0.0047341418,148.39847,200.3786
2495.4343,1.3503548,0.0047202334,148.01968,199.87909
2496.3985,1.350441,0.0047063027,147.63986,199.37892
2497.3628,1.3505272,0.004692331,147.25842,198.87649
2498.327,1.350613,0.0046783015,146.87482,198.37104
2499.2912,1.3507012,0.0046641976,146.48854,197.86226
2500.2555,1.3507869,0.0046499986,146.09894,197.34854
2501.2197,1.3508756,0.0046363194,145.72533,196.85679
2502.1839,1.3509611,0.0046224147,145.3443,196.35449
