beta,Cv_no_GP_over_kB,Cv_GP_over_kB,phase_delta,interference_no_GP,interference_GP,path_ratio,splitting_no_GP,splitting_GP
1.033747494989979998e+01,2.973133016864638045e-01,3.461724314686052614e-03,3.185663091616102616e+00,4.854722954938384127e-04,9.995145277045061061e-01,7.605210420841683749e-01,1.760521042084168375e+00,2.394789579158316251e-01
1.037675350701402799e+01,2.938794669504081192e-01,3.353738233709378444e-03,3.198254645337905266e+00,8.024306036893968930e-04,9.991975693963106586e-01,7.635270541082164186e-01,1.763527054108216419e+00,2.364729458917835814e-01
1.041603206412825777e+01,2.904745238586664002e-01,3.249027284600404259e-03,3.210846199059708361e+00,1.198534255606065191e-03,9.988014657443939903e-01,7.665330661322645733e-01,1.766533066132264462e+00,2.334669338677354267e-01
1.045531062124248578e+01,2.870984964064855482e-01,3.147495828586658207e-03,3.223437752781511012e+00,1.673720450938720461e-03,9.983262795490612795e-01,7.695390781563126170e-01,1.769539078156312506e+00,2.304609218436873830e-01
1.049458917835671379e+01,2.837513998247291891e-01,3.049050871706422087e-03,3.236029306503313663e+00,2.227913851230001185e-03,9.977720861487699988e-01,7.725450901803606607e-01,1.772545090180360550e+00,2.274549098196393393e-01
1.053386773547094357e+01,2.804332408400330712e-01,2.953601997730045860e-03,3.248620860225116758e+00,2.861026591815141185e-03,9.971389734081848033e-01,7.755511022044088154e-01,1.775551102204408815e+00,2.244488977955911846e-01
1.057314629258517158e+01,2.771440179301356554e-01,2.861061302524634930e-03,3.261212413946919408e+00,3.572958295751993418e-03,9.964270417042480066e-01,7.785571142284568591e-01,1.778557114228456859e+00,2.214428857715431409e-01
1.061242484969939959e+01,2.738837215744109876e-01,2.771343329842819621e-03,3.273803967668722059e+00,4.363596089735854999e-03,9.956364039102640895e-01,7.815631262525050138e-01,1.781563126252505125e+00,2.184368737474949862e-01
1.065170340681362759e+01,2.706523344996302760e-01,2.684365008516006665e-03,3.286395521390524710e+00,5.232814621994541504e-03,9.947671853780054585e-01,7.845691382765530575e-01,1.784569138276553169e+00,2.154308617234469425e-01
1.069098196392785738e+01,2.674498319209857033e-01,2.600045591032085299e-03,3.298987075112327805e+00,6.180476082162600360e-03,9.938195239178373441e-01,7.875751503006012122e-01,1.787575150300601212e+00,2.124248496993987878e-01
1.073026052104208539e+01,2.642761817784081702e-01,2.518306593477412283e-03,3.311578628834130456e+00,7.206430223130222412e-03,9.927935697768697221e-01,7.905811623246492559e-01,1.790581162324649256e+00,2.094188376753507441e-01
1.076953907815631339e+01,2.611313449682143295e-01,2.439071736822479887e-03,3.324170182555933106e+00,8.310514384864353676e-03,9.916894856151357018e-01,7.935871743486974106e-01,1.793587174348697300e+00,2.064128256513025894e-01
1.080881763527054140e+01,2.580152755701259903e-01,2.362266889530697817e-03,3.336761736277736201e+00,9.492553520197732908e-03,9.905074464798022671e-01,7.965931863727454543e-01,1.796593186372745343e+00,2.034068136272545457e-01
1.084809619238477119e+01,2.549279210696968057e-01,2.287820011469360055e-03,3.349353289999538852e+00,1.075236022258141411e-02,9.892476397774185859e-01,7.995991983967936090e-01,1.799599198396793609e+00,2.004008016032063910e-01
1.088737474949899919e+01,2.518692225761935410e-01,2.215661099101865015e-03,3.361944843721341503e+00,1.208973475579760981e-02,9.879102652442024457e-01,8.026052104208416527e-01,1.802605210420841653e+00,1.973947895791583473e-01
1.092665330661322720e+01,2.488391150359728077e-01,2.145722131940068760e-03,3.374536397443144153e+00,1.350446508562652692e-02,9.864955349143734731e-01,8.056112224448898074e-01,1.805611222444889918e+00,1.943887775551101926e-01
1.096593186372745521e+01,2.458375274414024148e-01,2.077937020235693516e-03,3.387127951164947248e+00,1.499632691346375335e-02,9.850036730865362467e-01,8.086172344689378511e-01,1.808617234468937962e+00,1.913827655310621489e-01
1.100521042084168499e+01,2.428643830353732491e-01,2.012241553889573646e-03,3.399719504886749899e+00,1.656508371188103457e-02,9.834349162881189654e-01,8.116232464929860058e-01,1.811623246492986006e+00,1.883767535070139942e-01
1.104448897795591300e+01,2.399195995114508928e-01,1.948573352557566142e-03,3.412311058608552550e+00,1.821048676212744244e-02,9.817895132378725576e-01,8.146292585170340494e-01,1.814629258517034049e+00,1.853707414829659506e-01
1.108376753507014101e+01,2.370030892097176878e-01,1.886871816931943134e-03,3.424902612330355645e+00,1.993227519356183253e-02,9.800677248064382230e-01,8.176352705410822042e-01,1.817635270541082093e+00,1.823647294589177958e-01
1.112304609218436902e+01,2.341147593083570677e-01,1.827078081177157870e-03,3.437494166052158295e+00,2.173017602501281509e-02,9.782698239749871849e-01,8.206412825651302478e-01,1.820641282565130137e+00,1.793587174348697522e-01
1.116232464929859880e+01,2.312545120110312546e-01,1.769134966498876705e-03,3.450085719773960946e+00,2.360390420805863476e-02,9.763960957919413097e-01,8.236472945891784025e-01,1.823647294589178403e+00,1.763527054108215975e-01
1.120160320641282681e+01,2.284222447301085812e-01,1.712986935825312968e-03,3.462677273495763597e+00,2.555316267222035309e-02,9.744468373277797024e-01,8.266533066132264462e-01,1.826653306613226446e+00,1.733466933867735538e-01
1.124088176352705482e+01,2.256178502657908147e-01,1.658580049579924578e-03,3.475268827217566692e+00,2.757764237206061786e-02,9.724223576279393821e-01,8.296593186372744899e-01,1.829659318637274490e+00,1.703406813627255101e-01
1.128016032064128282e+01,2.228412169811987975e-01,1.605861922524730962e-03,3.487860380939369342e+00,2.967702233618141339e-02,9.703229776638185866e-01,8.326653306613226446e-01,1.832665330661322756e+00,1.673346693386773554e-01
1.131943887775551261e+01,2.200922289734709159e-01,1.554781681653578289e-03,3.500451934661171993e+00,3.185096971811263167e-02,9.681490302818873683e-01,8.356713426853706883e-01,1.835671342685370799e+00,1.643286573146293117e-01
1.135871743486974061e+01,2.173707662409299635e-01,1.505289925114862253e-03,3.513043488382975088e+00,3.409913984908330420e-02,9.659008601509166958e-01,8.386773547094188430e-01,1.838677354709418843e+00,1.613226452905811570e-01
1.139799599198396862e+01,2.146767048463753824e-01,1.457338682143335170e-03,3.525635042104777739e+00,3.642117629266672374e-02,9.635788237073332763e-01,8.416833667334668867e-01,1.841683366733466887e+00,1.583166332665331133e-01
1.143727454909819663e+01,2.120099170765591401e-01,1.410881373980862451e-03,3.538226595826580390e+00,3.881671090129235058e-02,9.611832890987076494e-01,8.446893787575150414e-01,1.844689378757514930e+00,1.553106212424849586e-01
1.147655310621242641e+01,2.093702715978995321e-01,1.365872775766130767e-03,3.550818149548383040e+00,4.128536387461329005e-02,9.587146361253866544e-01,8.476953907815630851e-01,1.847695390781562974e+00,1.523046092184369149e-01
1.151583166332665442e+01,2.067576336084948896e-01,1.322268979373517755e-03,3.563409703270186135e+00,4.382674381972218036e-02,9.561732561802778196e-01,8.507014028056112398e-01,1.850701402805611240e+00,1.492985971943887602e-01
1.155511022044088243e+01,2.041718649864896762e-01,1.280027357181522411e-03,3.576001256991988786e+00,4.644044781320411097e-02,9.535595521867958890e-01,8.537074148296592835e-01,1.853707414829659283e+00,1.462925851703407165e-01
1.159438877755511044e+01,2.016128244348559528e-01,1.239106526751430470e-03,3.588592810713791437e+00,4.912606146501874438e-02,9.508739385349812556e-01,8.567134268537074382e-01,1.856713426853707549e+00,1.432865731462925618e-01
1.163366733466934022e+01,1.990803676226432506e-01,1.199466316397030264e-03,3.601184364435594532e+00,5.188315898419965100e-02,9.481168410158002935e-01,8.597194388777554819e-01,1.859719438877755593e+00,1.402805611222445181e-01
1.167294589178356823e+01,1.965743473227593296e-01,1.161067731626490296e-03,3.613775918157397182e+00,5.471130324636097608e-02,9.452886967536390239e-01,8.627254509018036366e-01,1.862725450901803637e+00,1.372745490981963634e-01
1.171222444889779624e+01,1.940946135463350875e-01,1.123872922437692788e-03,3.626367471879199833e+00,5.761004586300216834e-02,9.423899541369977761e-01,8.657314629258516803e-01,1.865731462925851680e+00,1.342685370741483197e-01
1.175150300601202424e+01,1.916410136737349001e-01,1.087845151448626471e-03,3.638959025601002484e+00,6.057892725259700351e-02,9.394210727474030520e-01,8.687374749498998350e-01,1.868737474949899724e+00,1.312625250501001650e-01
1.179078156312625403e+01,1.892133925822676588e-01,1.052948762844621404e-03,3.651550579322805579e+00,6.361747671345874267e-02,9.363825232865412573e-01,8.717434869739478787e-01,1.871743486973947768e+00,1.282565130260521213e-01
1.183006012024048204e+01,1.868115927706568979e-01,1.019149152124512649e-03,3.664142133044608229e+00,6.672521249836671497e-02,9.332747875016332850e-01,8.747494989979960334e-01,1.874749498997996033e+00,1.252505010020039666e-01
1.186933867735471004e+01,1.844354544803261386e-01,9.864127366280299371e-04,3.676733686766410880e+00,6.990164189094583147e-02,9.300983581090541685e-01,8.777555110220440771e-01,1.877755511022044077e+00,1.222444889779559229e-01
1.190861723446893805e+01,1.820848158135570938e-01,9.547069268270349770e-04,3.689325240488213975e+00,7.314626128378404202e-02,9.268537387162159025e-01,8.807615230460921207e-01,1.880761523046092121e+00,1.192384769539078793e-01
1.194789579158316783e+01,1.797595128485760529e-01,9.240000983634245185e-04,3.701916794210016626e+00,7.645855625827646662e-02,9.235414437417235334e-01,8.837675350701402754e-01,1.883767535070140386e+00,1.162324649298597246e-01
1.198717434869739584e+01,1.774593797516265670e-01,8.942615648168288685e-04,3.714508347931819277e+00,7.983800166618476579e-02,9.201619983338151787e-01,8.867735470941883191e-01,1.886773547094188430e+00,1.132264529058116809e-01
1.202645290581162385e+01,1.751842488860800851e-01,8.654615511854678051e-04,3.727099901653621927e+00,8.328406171289604032e-02,9.167159382871039597e-01,8.897795591182364738e-01,1.889779559118236474e+00,1.102204408817635262e-01
1.206573146292585186e+01,1.729339509186446910e-01,8.375711680638433946e-04,3.739691455375425022e+00,8.679619004237104640e-02,9.132038099576289536e-01,8.927855711422845175e-01,1.892785571142284518e+00,1.072144288577154825e-01
1.210501002004008164e+01,1.707083149227232588e-01,8.105623865011669232e-04,3.752283009097227673e+00,9.037382982376568341e-02,9.096261701762342611e-01,8.957915831663326722e-01,1.895791583166332561e+00,1.042084168336673278e-01
1.214428857715430965e+01,1.685071684789763713e-01,7.844080135247305996e-04,3.764874562819030324e+00,9.401641383971454102e-02,9.059835861602854035e-01,8.987975951903807159e-01,1.898797595190380605e+00,1.012024048096192841e-01
1.218356713426853766e+01,1.663303377731440991e-01,7.590816683126663756e-04,3.777466116540833418e+00,9.772336457626007444e-02,9.022766354237399256e-01,9.018036072144288706e-01,1.901803607214428871e+00,9.819639278557112938e-02
1.222284569138276566e+01,1.641776476911791238e-01,7.345577590008537522e-04,3.790057670262636069e+00,1.014940943144140850e-01,8.985059056855859705e-01,9.048096192384769143e-01,1.904809619238476914e+00,9.519038076152308570e-02
1.226212424849699545e+01,1.620489219117453028e-01,7.108114601089717509e-04,3.802649223984438720e+00,1.053280052233389052e-01,8.946719947766610392e-01,9.078156312625250690e-01,1.907815631262525180e+00,9.218436873747493099e-02
1.230140280561122346e+01,1.599439829961330495e-01,6.878186905709774432e-04,3.815240777706241371e+00,1.092244894551295809e-01,8.907755105448704747e-01,9.108216432865731127e-01,1.910821643286573224e+00,8.917835671342688730e-02
1.234068136272545146e+01,1.578626524756419347e-01,6.655560923555518989e-04,3.827832331428044466e+00,1.131829292411857812e-01,8.868170707588142188e-01,9.138276553106212674e-01,1.913827655310621267e+00,8.617234468937873260e-02
1.237995991983967947e+01,1.558047509364844929e-01,6.440010096623502954e-04,3.840423885149847116e+00,1.172026969901551752e-01,8.827973030098448248e-01,9.168336673346693111e-01,1.916833667334669311e+00,8.316633266533068891e-02
1.241923847695390926e+01,1.537700981022593893e-01,6.231314686801287450e-04,3.853015438871649767e+00,1.212831553874362256e-01,8.787168446125637189e-01,9.198396793587174658e-01,1.919839679358717355e+00,8.016032064128253420e-02
1.245851703406813726e+01,1.517585129140441302e-01,6.029261578931081412e-04,3.865606992593452862e+00,1.254236574962203643e-01,8.745763425037795802e-01,9.228456913827655095e-01,1.922845691382765398e+00,7.715430861723449052e-02
1.249779559118236527e+01,1.497698136081571652e-01,5.833644089221855624e-04,3.878198546315255513e+00,1.296235468600607788e-01,8.703764531399391657e-01,9.258517034068136642e-01,1.925851703406813664e+00,7.414829659318633581e-02
1.253707414829659328e+01,1.478038177916379814e-01,5.644261778878849030e-04,3.890790100037058163e+00,1.338821576069507691e-01,8.661178423930492309e-01,9.288577154308617079e-01,1.928857715430861708e+00,7.114228456913829213e-02
1.257635270541082306e+01,1.458603425154924582e-01,5.460920272821769266e-04,3.903381653758860814e+00,1.381988145548943558e-01,8.618011854451056442e-01,9.318637274549098626e-01,1.931863727454909974e+00,6.813627254509013742e-02
1.261563126252505107e+01,1.439392043457515813e-01,5.283431083365798531e-04,3.915973207480663909e+00,1.425728333189530961e-01,8.574271666810469039e-01,9.348697394789579063e-01,1.934869739478958017e+00,6.513026052104209374e-02
1.265490981963927908e+01,1.420402194323892864e-01,5.111611438741790574e-04,3.928564761202466560e+00,1.470035204197513989e-01,8.529964795802486011e-01,9.378757515030059499e-01,1.937875751503006061e+00,6.212424849699405005e-02
1.269418837675350709e+01,1.401632035761468109e-01,4.945284116334955652e-04,3.941156314924269211e+00,1.514901733934255201e-01,8.485098266065744799e-01,9.408817635270541047e-01,1.940881763527054105e+00,5.911823647294589534e-02
1.273346693386773687e+01,1.383079722933072964e-01,4.784277280523449387e-04,3.953747868646072305e+00,1.560320809029948630e-01,8.439679190970050815e-01,9.438877755511021483e-01,1.943887775551102148e+00,5.611222444889785166e-02
1.277274549098196488e+01,1.364743408784670764e-01,4.628424325001072727e-04,3.966339422367874956e+00,1.606285228511409313e-01,8.393714771488590687e-01,9.468937875751503030e-01,1.946893787575150192e+00,5.310621242484969695e-02
1.281202404809619289e+01,1.346621244653458949e-01,4.477563719470480314e-04,3.978930976089677607e+00,1.652787704943760039e-01,8.347212295056239961e-01,9.498997995991983467e-01,1.949899799599198236e+00,5.010020040080165327e-02
1.285130260521042089e+01,1.328711380856803514e-01,4.331538860595950851e-04,3.991522529811480258e+00,1.699820865585811025e-01,8.300179134414189530e-01,9.529058116232465014e-01,1.952905811623246501e+00,4.709418837675349856e-02
1.289058116232465068e+01,1.311011967262439848e-01,4.190197927107002169e-04,4.004114083533282908e+00,1.747377253558977661e-01,8.252622746441022894e-01,9.559118236472945451e-01,1.955911823647294545e+00,4.408817635270545487e-02
1.292985971943887868e+01,1.293521153840348492e-01,4.053393738946556367e-04,4.016705637255086003e+00,1.795449329029529806e-01,8.204550670970469639e-01,9.589178356713426998e-01,1.958917835671342811e+00,4.108216432865730017e-02
1.296913827655310669e+01,1.276237091196717188e-01,3.920983620359627989e-04,4.029297190976889098e+00,1.844029470403993343e-01,8.155970529596006102e-01,9.619238476953907435e-01,1.961923847695390855e+00,3.807615230460925648e-02
1.300841683366733648e+01,1.259157931090410243e-01,3.792829266820903753e-04,4.041888744698691305e+00,1.893109975537517475e-01,8.106890024462483080e-01,9.649298597194388982e-01,1.964929859719438898e+00,3.507014028056110178e-02
1.304769539078156448e+01,1.242281826932339905e-01,3.668796615701788700e-04,4.054480298420494400e+00,1.942683062955022910e-01,8.057316937044977090e-01,9.679358717434869419e-01,1.967935871743486942e+00,3.206412825651305809e-02
1.308697394789579249e+01,1.225606934268117648e-01,3.548755720579612155e-04,4.067071852142297494e+00,1.992740873084900000e-01,8.007259126915100556e-01,9.709418837675350966e-01,1.970941883767534986e+00,2.905811623246490338e-02
1.312625250501002050e+01,1.209131411244401683e-01,3.432580629094119317e-04,4.079663405864099701e+00,2.043275469505110853e-01,7.956724530494889702e-01,9.739478957915831403e-01,1.973947895791583029e+00,2.605210420841685970e-02
1.316553106212425028e+01,1.192853419059295289e-01,3.320149264258291134e-04,4.092254959585902796e+00,2.094278840201485581e-01,7.905721159798514419e-01,9.769539078156312950e-01,1.976953907815631295e+00,2.304609218436870499e-02
1.320480961923847829e+01,1.176771122397185509e-01,3.211343309132835291e-04,4.104846513307705003e+00,2.145742898837960100e-01,7.854257101162039900e-01,9.799599198396793387e-01,1.979959919839679339e+00,2.004008016032066131e-02
1.324408817635270630e+01,1.160882689848379418e-01,3.106048094775597126e-04,4.117438067029508098e+00,2.197659486038656684e-01,7.802340513961343316e-01,9.829659318637274934e-01,1.982965931863727604e+00,1.703406813627250660e-02
1.328336673346693431e+01,1.145186294313906977e-01,3.004152491379457365e-04,4.130029620751311192e+00,2.250020370681484194e-01,7.749979629318515251e-01,9.859719438877755371e-01,1.985971943887775648e+00,1.402805611222446291e-02
1.332264529058116409e+01,1.129680113395838958e-01,2.905548802513999249e-04,4.142621174473113399e+00,2.302817251203157500e-01,7.697182748796842500e-01,9.889779559118236918e-01,1.988977955911823692e+00,1.102204408817630821e-02
1.336192384769539210e+01,1.114362329773474908e-01,2.810132662388464407e-04,4.155212728194916494e+00,2.356041756915378538e-01,7.643958243084620907e-01,9.919839679358717355e-01,1.991983967935871735e+00,8.016032064128264523e-03
1.340120240480962011e+01,1.099231131565732433e-01,2.717802936055272638e-04,4.167804281916719589e+00,2.409685449331946394e-01,7.590314550668053606e-01,9.949899799599197792e-01,1.994989979959919779e+00,5.010020040080220838e-03
1.344048096192384811e+01,1.084284712680084473e-01,2.628461622475465175e-04,4.180395835638521795e+00,2.463739823506649884e-01,7.536260176493350116e-01,9.979959919839679339e-01,1.997995991983967823e+00,2.004008016032066131e-03
1.347975951903807790e+01,1.069521273148367063e-01,2.542013760369165720e-04,4.192987389360324890e+00,2.518196309381695031e-01,7.481803690618304969e-01,1.001002004008016089e+00,2.001002004008015867e+00,1.002004008016088576e-03
1.351903807615230590e+01,1.054939019449782911e-01,2.458367336776096958e-04,4.205578943082127985e+00,2.573046273146425977e-01,7.426953726853573468e-01,1.004008016032064132e+00,2.004008016032064354e+00,4.008016032064132261e-03
1.355831663326653391e+01,1.040536164821418141e-01,2.377433198252918507e-04,4.218170496803930192e+00,2.628281018606183350e-01,7.371718981393816650e-01,1.007014028056112176e+00,2.007014028056111954e+00,7.014028056112175946e-03
1.359759519038076192e+01,1.026310929556580737e-01,2.299124964636027352e-04,4.230762050525733287e+00,2.683891788561053593e-01,7.316108211438946407e-01,1.010020040080160220e+00,2.010020040080160442e+00,1.002004008016021963e-02
1.363687374749499170e+01,1.012261541291269579e-01,2.223358945300100335e-04,4.243353604247536381e+00,2.739869766194261702e-01,7.260130233805738298e-01,1.013026052104208485e+00,2.013026052104208485e+00,1.302605210420848536e-02
1.367615230460921971e+01,9.983862352790738581e-02,2.150054057844436636e-04,4.255945157969338588e+00,2.796206076470040824e-01,7.203793923529959731e-01,1.016032064128256529e+00,2.016032064128256529e+00,1.603206412825652905e-02
1.371543086172344772e+01,9.846832546547855392e-02,2.079131749140785280e-04,4.268536711691141683e+00,2.852891787540742241e-01,7.147108212459257759e-01,1.019038076152304573e+00,2.019038076152304573e+00,1.903807615230457273e-02
1.375470941883767573e+01,9.711508506870314417e-02,2.010515918678025136e-04,4.281128265412943890e+00,2.909917912162905962e-01,7.090082087837094038e-01,1.022044088176352616e+00,2.022044088176352616e+00,2.204408817635261641e-02
1.379398797595190551e+01,9.577872830201855647e-02,1.944132844140634509e-04,4.293719819134746984e+00,2.967275409122177021e-01,7.032724590877823534e-01,1.025050100200400882e+00,2.025050100200401104e+00,2.505010020040088214e-02
1.383326653306613352e+01,9.445908199058605792e-02,1.879911109159500455e-04,4.306311372856550079e+00,3.024955184666718311e-01,6.975044815333282244e-01,1.028056112224448926e+00,2.028056112224448704e+00,2.805611222444892583e-02
1.387254509018036153e+01,9.315597384242230161e-02,1.817781533175085438e-04,4.318902926578352286e+00,3.082948093948992274e-01,6.917051906051008281e-01,1.031062124248496970e+00,2.031062124248497192e+00,3.106212424849696951e-02
1.391182364729458953e+01,9.186923246954241395e-02,1.757677103354586253e-04,4.331494480300155381e+00,3.141244942475644453e-01,6.858755057524354992e-01,1.034068136272545013e+00,2.034068136272544791e+00,3.406813627254501320e-02
1.395110220440881932e+01,9.059868740813860344e-02,1.699532908506102289e-04,4.344086034021958476e+00,3.199836487565220211e-01,6.800163512434780344e-01,1.037074148296593279e+00,2.037074148296593279e+00,3.707414829659327893e-02
1.399038076152304733e+01,8.934416913782110281e-02,1.643286074934346150e-04,4.356677587743760682e+00,3.258713439813560875e-01,6.741286560186439125e-01,1.040080160320641323e+00,2.040080160320641323e+00,4.008016032064132261e-02
1.402965931863727533e+01,8.810550909994509239e-02,1.588875704183754286e-04,4.369269141465563777e+00,3.317866464566605611e-01,6.682133535433394389e-01,1.043086172344689366e+00,2.043086172344689366e+00,4.308617234468936630e-02
1.406893787575150334e+01,8.688253971504948658e-02,1.536242812616375069e-04,4.381860695187366872e+00,3.377286183400327046e-01,6.622713816599672398e-01,1.046092184368737410e+00,2.046092184368737410e+00,4.609218436873740998e-02
1.410821643286573313e+01,8.567509439943023219e-02,1.485330272773125251e-04,4.394452248909169079e+00,3.436963175607653520e-01,6.563036824392346480e-01,1.049098196392785454e+00,2.049098196392785454e+00,4.909819639278545367e-02
1.414749498997996113e+01,8.448300758087236295e-02,1.436082756468436865e-04,4.407043802630972174e+00,3.496887979692082649e-01,6.503112020307917351e-01,1.052104208416833719e+00,2.052104208416833941e+00,5.210420841683371940e-02
1.418677354709418914e+01,8.330611471356312581e-02,1.388446679569529333e-04,4.419635356352775268e+00,3.557051094867734742e-01,6.442948905132265258e-01,1.055110220440881763e+00,2.055110220440881541e+00,5.511022044088176308e-02
1.422605210420841715e+01,8.214425229220892466e-02,1.342370148412887567e-04,4.432226910074577475e+00,3.617442982565666210e-01,6.382557017434333790e-01,1.058116232464929807e+00,2.058116232464930029e+00,5.811623246492980677e-02
1.426533066132264693e+01,8.099725786537806393e-02,1.297802907811695635e-04,4.444818463796380570e+00,3.678054067946177064e-01,6.321945932053822936e-01,1.061122244488977850e+00,2.061122244488977628e+00,6.112224448897785045e-02
1.430460921843687494e+01,7.986497004809102462e-02,1.254696290609236189e-04,4.457410017518182777e+00,3.738874741416825520e-01,6.261125258583174480e-01,1.064128256513026116e+00,2.064128256513026116e+00,6.412825651302611618e-02
1.434388777555110295e+01,7.874722853367778497e-02,1.213003168734387777e-04,4.470001571239985871e+00,3.799895360156014812e-01,6.200104639843985188e-01,1.067134268537074160e+00,2.067134268537074160e+00,6.713426853707415987e-02
1.438316633266533096e+01,7.764387410492527841e-02,1.172677905716600441e-04,4.482593124961788966e+00,3.861106249641788057e-01,6.138893750358211943e-01,1.070140280561122204e+00,2.070140280561122204e+00,7.014028056112220355e-02
1.442244488977956074e+01,7.655474864453272466e-02,1.133676310618750657e-04,4.495184678683591173e+00,3.922497705185686301e-01,6.077502294814313144e-01,1.073146292585170247e+00,2.073146292585170247e+00,7.314629258517024724e-02
1.446172344689378875e+01,7.547969514489616394e-02,1.095955593347472168e-04,4.507776232405394268e+00,3.984059993471396610e-01,6.015940006528603945e-01,1.076152304609218513e+00,2.076152304609218291e+00,7.615230460921851297e-02
1.450100200400801675e+01,7.441855771724002755e-02,1.059474321301554102e-04,4.520367786127197363e+00,4.045783354097891582e-01,5.954216645902108418e-01,1.079158316633266557e+00,2.079158316633266779e+00,7.915831663326655665e-02
1.454028056112224476e+01,7.337118160011585344e-02,1.024192377320123221e-04,4.532959339848999569e+00,4.107658001126909264e-01,5.892341998873090736e-01,1.082164328657314600e+00,2.082164328657314378e+00,8.216432865731460033e-02
1.457955911823647455e+01,7.233741316728561910e-02,9.900709188933005738e-05,4.545550893570802664e+00,4.169674124634478174e-01,5.830325875365521826e-01,1.085170340681362644e+00,2.085170340681362866e+00,8.517034068136264402e-02
1.461883767535070255e+01,7.131709993500831568e-02,9.570723385990508438e-05,4.558142447292605759e+00,4.231821892266208751e-01,5.768178107733791249e-01,1.088176352705410910e+00,2.088176352705410910e+00,8.817635270541090975e-02
1.465811623246493056e+01,7.031009056874631957e-02,9.251602257308891254e-05,4.570734001014407966e+00,4.294091450796173604e-01,5.705908549203826396e-01,1.091182364729458953e+00,2.091182364729458953e+00,9.118236472945895343e-02
1.469739478957915857e+01,6.931623488931042132e-02,8.942993290821225655e-05,4.583325554736211060e+00,4.356472927689106767e-01,5.643527072310893233e-01,1.094188376753506997e+00,2.094188376753506997e+00,9.418837675350699712e-02
1.473667334669338835e+01,6.833538387845811135e-02,8.644555208531625509e-05,4.595917108458014155e+00,4.418956432665617218e-01,5.581043567334382782e-01,1.097194388777555041e+00,2.097194388777555041e+00,9.719438877755504080e-02
1.477595190380761636e+01,6.736738968396399629e-02,8.355957616494175653e-05,4.608508662179816362e+00,4.481532059270257884e-01,5.518467940729742116e-01,1.100200400801603084e+00,2.100200400801603084e+00,1.002004008016030845e-01
1.481523046092184437e+01,6.641210562417579344e-02,8.076880665380963584e-05,4.621100215901619457e+00,4.544189886442159820e-01,5.455810113557840735e-01,1.103206412825651350e+00,2.103206412825651128e+00,1.032064128256513502e-01
1.485450901803607238e+01,6.546938619207375021e-02,7.807014721331893066e-05,4.633691769623421663e+00,4.606919980087935684e-01,5.393080019912064316e-01,1.106212424849699394e+00,2.106212424849699616e+00,1.062124248496993939e-01
1.489378757515030216e+01,6.453908705884733865e-02,7.546060046786717346e-05,4.646283323345224758e+00,4.669712394656719279e-01,5.330287605343281276e-01,1.109218436873747438e+00,2.109218436873747216e+00,1.092184368737474376e-01
1.493306613226453017e+01,6.362106507700507341e-02,7.293726491008403203e-05,4.658874877067027853e+00,4.732557174716952031e-01,5.267442825283047414e-01,1.112224448897795481e+00,2.112224448897795703e+00,1.122244488977954813e-01
1.497234468937875818e+01,6.271517828303127540e-02,7.049733190014575339e-05,4.671466430788830060e+00,4.795444356534782071e-01,5.204555643465217374e-01,1.115230460921843747e+00,2.115230460921843747e+00,1.152304609218437470e-01
1.501162324649298618e+01,6.182128589960445009e-02,6.813808275642060312e-05,4.684057984510633155e+00,4.858363969653777814e-01,5.141636030346221631e-01,1.118236472945891791e+00,2.118236472945891791e+00,1.182364729458917907e-01
1.505090180360721597e+01,6.093924833739144953e-02,6.585688593476690070e-05,4.696649538232436250e+00,4.921306038475670164e-01,5.078693961524329836e-01,1.121242484969939834e+00,2.121242484969939834e+00,1.212424849699398344e-01
1.509018036072144398e+01,6.006892719643040779e-02,6.365119429388319200e-05,4.709241091954238456e+00,4.984260583841947367e-01,5.015739416158052633e-01,1.124248496993987878e+00,2.124248496993987878e+00,1.242484969939878781e-01
1.512945891783567198e+01,5.921018526711578633e-02,6.151854244417912290e-05,4.721832645676041551e+00,5.047217624616016085e-01,4.952782375383983915e-01,1.127254509018036144e+00,2.127254509018036366e+00,1.272545090180361438e-01
1.516873747494989999e+01,5.836288653079894917e-02,5.945654417770992746e-05,4.734424199397844646e+00,5.110167179265634463e-01,4.889832820734366092e-01,1.130260521042084187e+00,2.130260521042083965e+00,1.302605210420841875e-01
1.520801603206412977e+01,5.752689616001667450e-02,5.746288997678232648e-05,4.747015753119646853e+00,5.173099267445447902e-01,4.826900732554552098e-01,1.133266533066132231e+00,2.133266533066132453e+00,1.332665330661322312e-01
1.524729458917835778e+01,5.670208051835952390e-02,5.553534459890973311e-05,4.759607306841449947e+00,5.236003911579342196e-01,4.763996088420657804e-01,1.136272545090180275e+00,2.136272545090180053e+00,1.362725450901802748e-01
1.528657314629258579e+01,5.588830715999245496e-02,5.367174473585653577e-05,4.772198860563253042e+00,5.298871138442307061e-01,4.701128861557692939e-01,1.139278557114228541e+00,2.139278557114228541e+00,1.392785571142285406e-01
1.532585170340681380e+01,5.508544482883969556e-02,5.186999674457887650e-05,4.784790414285055249e+00,5.361690980741657953e-01,4.638309019258341492e-01,1.142284569138276584e+00,2.142284569138276584e+00,1.422845691382765843e-01
