sweep,chain_0,chain_1,chain_2,chain_3
6000,-0.7881164333175452,-1.1702900261597333,-1.018889089437878,-1.0460858434820566
6100,-1.1777016063024857,-0.7902480298948453,-1.0554022982448512,-1.1204030143556394
6200,-1.103856348693904,-1.1050281568277143,-1.168009492559595,-1.0669888492535717
6300,-0.9254854877219749,-1.0705801432125905,-1.0095607880520372,-1.305785326000349
6400,-1.0544634810298144,-1.2717670882216157,-1.1960024653316914,-1.004021723548584
6500,-1.2497449046934508,-1.0430076106310717,-0.8628661190085385,-1.011932543874686
6600,-1.1382962323020929,-1.147537822866666,-1.1574580177899654,-1.0292573193581362
6700,-0.856084332064224,-1.2741028519449278,-0.9085466573876355,-1.153048827001616
6800,-1.0843988674968652,-0.8730389654442736,-1.0296601017454698,-1.1737816583459746
6900,-1.171556215925001,-0.9701486013657994,-0.8972047648857109,-0.9498060028870815
7000,-1.0338716516413835,-0.9227525508805081,-1.0628141211332882,-1.1949216089223562
7100,-0.7210690489248702,-1.0950856643285218,-1.0549524530860024,-0.8574434221930379
7200,-1.0101822397300064,-1.1331905665190285,-1.1796935677004032,-1.0611612984839003
7300,-1.0906916946719105,-0.9864304541041763,-1.1485365527932916,-1.0075849068846991
7400,-1.1496339649731164,-1.022389631316772,-1.0089693665925379,-1.0954709146071366
7500,-1.1251275649420833,-0.9630106785130264,-1.2939861376275261,-1.1218158322725127
7600,-0.9894577541280961,-1.1441872008520066,-0.9508118871855769,-1.101915227413195
7700,-1.2047763605470694,-0.9695871976908468,-0.9587465671738173,-1.077134688267777
7800,-1.1966319487122112,-1.0086806431471997,-1.0551890549182288,-1.0618575415343225
7900,-1.0413714772569107,-1.210698562169891,-0.9436511683225035,-0.9818012309557658
8000,-0.7586289355891481,-0.8681900161278912,-1.0490662301245823,-1.097302026554764
8100,-1.1041719549341042,-0.9964157160353457,-0.8643196692625477,-1.2858016027678258
8200,-1.0521833625231507,-1.1561320886651711,-0.9828276079594478,-1.2654264636144177
8300,-1.0142284918362696,-0.9304016865418582,-1.0847926333835982,-1.023152125991649
8400,-0.9142033725412789,-0.9567437575902517,-1.199572818682511,-0.9883478376136667
8500,-0.9510915815093959,-1.0731752710832518,-1.1571062496905218,-0.96470809453965
8600,-0.9765357624475411,-1.1018412258731292,-0.9756463847119861,-0.9253745797785591
8700,-1.1476418837706255,-1.1174143958668266,-0.9333473527354988,-1.202073885799104
8800,-1.0866480064668544,-1.1368169309840865,-0.9043798925599331,-1.022238113120967
8900,-0.8494673509755476,-1.0468854414863689,-0.8636535938910492,-1.0711292070846847
9000,-1.1848327820393632,-1.088078584763978,-0.7217244605271816,-1.1464066873308447
9100,-1.0489916896761289,-1.2481472055309044,-0.9543439796392135,-1.0762245624167406
9200,-1.1207975673703245,-1.091636827870614,-1.0708666886689286,-1.2326929240070852
9300,-1.035779093835195,-0.7857386453627879,-1.1722700123417606,-1.0720488835556052
9400,-1.07775729481451,-0.98504814917769,-1.0551300740450398,-0.9054017476913737
9500,-1.2412764367110298,-1.1210834751722387,-1.1068374636803133,-1.114108522651113
9600,-0.9282971722609279,-1.0017254790929362,-1.1653194560736861,-1.1805789449955153
9700,-1.0618207617253896,-0.7968089586191571,-1.248794638902779,-1.0092302366149488
9800,-0.9615305271400525,-1.115744245170174,-0.9727314680558727,-0.7866425158278412
9900,-1.1306208374937068,-0.8395771234927976,-0.9967741760715323,-1.1657717117061022
10000,-0.9830687493682675,-0.9468714653973349,-1.0943570002844443,-0.9899316510435653
10100,-1.196180160334823,-1.103330726228625,-1.0785188774162269,-1.1052418069572498
10200,-0.8601370465024789,-1.0374255572776985,-1.110196179464711,-1.026224944869981
10300,-1.0253529799182899,-0.8634854695025903,-1.1752713811755942,-1.0850502694380346
10400,-1.1201307476642222,-0.8593740331077823,-1.1742269688027414,-0.8437325610504552
10500,-1.2734550777229932,-0.786362217129504,-0.8271401339238175,-0.9181392233178145
10600,-1.0810621670940137,-1.020701748305237,-1.0766788753045122,-0.9932574923556713
10700,-1.128419996561343,-1.0348409714189888,-1.161610470487677,-1.0611614237584364
10800,-0.9486911101879505,-1.2013775066738912,-1.088078735406267,-0.982548404306441
10900,-1.0269698434802312,-1.238259098043002,-1.1778373105943287,-1.1184317237688275
11000,-1.0070137614920438,-1.064850087630563,-1.0332389128659154,-1.0638164039829479
11100,-0.8959413409248059,-1.004272207264867,-1.1518470755666879,-1.1372281821116292
11200,-1.0861749584343512,-1.0554988485837637,-0.8922309955215136,-0.9746369328746576
11300,-1.1184119249108002,-1.0356984854857594,-1.1437835950608168,-0.7636736115719543
11400,-1.1843768052652852,-0.9262480466809728,-0.8238154584725951,-0.7807334398062685
11500,-0.9748701755693471,-0.9484292282501746,-0.6706938433122858,-0.7526361241761034
11600,-0.9915206947803133,-1.1376503729313483,-1.0384501140352576,-0.9586185046591496
11700,-1.0213322376567782,-1.0352129686343616,-1.1616012104222364,-1.071603670772748
11800,-1.1360201094810838,-1.088275296992578,-1.0537809407991923,-1.0623019782535583
11900,-0.8718824104253443,-1.0265545417180928,-1.071214378977105,-1.0266921331974979
12000,-1.0172808246255174,-1.1003236812106028,-1.0061261405526407,-1.088233032200547
12100,-1.0931286844580943,-1.1819369585412054,-1.2378610848884688,-1.2522743711193374
12200,-1.00220434159112,-0.8887989546538498,-0.8530564730278164,-0.8927070582451992
12300,-1.130507719326043,-1.06685366455851,-1.1186446999703439,-0.7695514724670489
12400,-0.915272898404414,-0.8860267387491809,-0.8343377183792104,-0.9808782208345812
12500,-1.11172132876357,-1.2060884494910935,-1.2127317549423182,-1.0883650629730344
12600,-1.2007235111679744,-1.2373449627891449,-1.1032743245152625,-0.9930882223033931
12700,-0.9668708459652011,-1.2165790633920306,-1.0336169248113123,-1.1209323306007541
12800,-1.0992189918340052,-0.8637201627040356,-1.034703325268282,-1.2388374734363743
12900,-0.8912675948542367,-0.7996342651525463,-1.2571479239463683,-1.2223374298528498
13000,-1.0332132950160555,-1.1364377538087582,-0.9697120585197461,-0.9678240721812545
13100,-1.0953681107436535,-1.1339454503266775,-1.0372720090457628,-0.9162521935541524
