sweep,chain_0,chain_1,chain_2,chain_3
32600,-1.2566227835490902,-0.8476450818758329,-1.1798933584578568,-1.056807072292492
32700,-1.111747663832589,-1.0358585010297217,-1.0671314122284563,-1.1127066181930172
32800,-1.203454965916924,-1.1416120489631645,-1.0910618879151897,-0.78152001070269
32900,-1.0387387243912138,-0.9981346936881845,-0.9722196613132873,-0.7748676589781374
33000,-1.148890429400476,-1.1855386641638175,-0.9691774538205697,-1.138329174026693
33100,-1.1321666448961467,-0.9190975943217364,-1.054877906340318,-0.8967085861749723
33200,-0.9289898814111377,-1.1694497322449062,-0.8324901459444264,-1.0050107786566558
33300,-0.8753567311377513,-1.127196417979372,-1.160545193758615,-1.0044592883741734
33400,-1.0448746407247889,-0.7556495913502409,-1.0727886314451838,-1.2501476927043205
33500,-1.0918992178996267,-0.9927859379056682,-1.1693085684808535,-0.9786585187881398
33600,-1.111605315546476,-1.240979452952604,-0.904664212953745,-0.7934848825598841
33700,-1.1212895156604363,-1.2294152548957735,-1.0552888784140768,-1.1285072867005033
33800,-1.0990794786671843,-1.0520353445730803,-1.232494538562467,-1.2159099768184198
33900,-1.1165219036147764,-0.8898752315871474,-1.2529170797484335,-1.0980145946599085
34000,-1.110675672217618,-1.096578327746935,-0.9577798128482042,-1.2059882918707756
34100,-1.2059743203197457,-1.1532929671114205,-1.0486860950179853,-1.070529383213477
34200,-0.9626070549792927,-1.00711027562505,-0.7922358259201786,-1.0058007405043035
34300,-1.0490119291914182,-1.2093417937162643,-1.0403574850777344,-0.939825513358659
34400,-0.8385060241140067,-0.9927987104825486,-1.0689846534050045,-1.0583860736801007
34500,-1.2430724396982813,-1.1128233829052203,-1.0730873426575092,-0.9870643733336706
34600,-1.1900665448028267,-1.075991532292714,-1.2153134283543094,-1.0697592970979821
34700,-1.0483783596008083,-0.7440847403545898,-0.8580104538096883,-1.1619682574805665
34800,-1.0949697107193652,-1.07058012179797,-0.9643262569139064,-1.0348407126499748
34900,-0.9326388261836952,-1.0727902023814195,-1.1410166555808101,-1.1881661242227233
35000,-0.982405214081898,-1.0233049065457471,-1.2288231883683463,-1.0151208400483511
35100,-1.0885282117972932,-1.1077004938865405,-0.9698066988027546,-0.8799163920564967
35200,-1.2266669006488407,-0.885186225550353,-1.1245183977827031,-0.9600731710177061
35300,-1.033436322799813,-1.2229402829489804,-0.8377531861226795,-1.1047552534051792
35400,-1.0001249192388226,-1.1446103931167537,-0.9619388406154071,-1.1262679050827356
35500,-0.9234301979386818,-0.8866087246403203,-1.12724207406361,-1.0959501202041597
35600,-0.8909663961883881,-1.0361462414784348,-0.9768366525696973,-1.025914650016355
35700,-0.7977461188619103,-0.9657931183607059,-0.8528970706393876,-1.2340752219884836
35800,-1.0507009629266826,-1.067703254508526,-1.1392797806712305,-0.8063930296863749
35900,-1.0976495877591,-0.8304256365306298,-1.045146303965319,-0.9052717951573124
36000,-0.9911634609075959,-1.1503558746561742,-1.0074004655715725,-1.0817836296617374
36100,-0.9908992041811638,-1.065465652483644,-1.0445912906613455,-1.2097421557677959
36200,-1.120051455711198,-1.116954657338654,-1.00122729986343,-1.1968044531389683
36300,-0.8776936005882165,-0.974339989246569,-1.03448794699524,-1.115857726904476
36400,-1.044883379118278,-1.0330199076965378,-0.9704262023247265,-1.1896044032538189
36500,-1.2096577979293555,-1.1413778826545724,-1.103134389912246,-0.8223602905315985
36600,-1.1513837927468582,-1.1970686811890556,-1.2212033512875022,-1.3015971304166492
36700,-1.077145560868244,-0.9453870689707319,-1.07993823911942,-0.9363549622321514
36800,-1.06007676858627,-0.9462079900667427,-1.0290355379607459,-1.2963385651457324
36900,-1.301614447840016,-1.036252381053746,-1.1636947812216258,-1.0659856016882965
37000,-1.1949305238010044,-1.119397522501011,-1.1237621876451127,-1.0421619476636026
37100,-1.0494787349436614,-1.0649363821704,-1.1849281205737452,-0.9692359705855239
37200,-1.0354931039256767,-1.1373471607218681,-0.9745377451942372,-1.0138162264725883
37300,-1.0944400908949379,-1.0092121176271494,-1.0516948446025323,-0.9690116825012771
37400,-1.1063576064530969,-1.1647037051002556,-1.1452444316179795,-1.0410831800763134
37500,-0.9856962679269614,-0.9360636308362964,-0.8086270988765379,-1.1277509033695112
37600,-0.9863068774075817,-1.1242502550083622,-1.1871149211673078,-1.0975580178702746
37700,-1.168298182298708,-1.08372479243895,-0.9945147486621432,-1.1454971066771573
37800,-1.152934623593766,-0.9697781164698788,-1.0335631991842507,-1.0304324923280739
37900,-1.0259391430705596,-1.2076932928814323,-0.9473743221856978,-1.1832062063238291
38000,-1.0014367120256762,-1.1227673878587612,-1.0825552629232358,-1.0866851657885457
38100,-1.1660046378949593,-0.9221693157579558,-0.9846259757398483,-1.1050560650925132
38200,-1.1298266619175057,-1.0865493644587494,-1.0656059341475004,-1.1985816529338547
38300,-1.11113845889485,-1.227147589635214,-1.2369006685284525,-0.9944831047937464
38400,-1.2652611771986366,-1.1898315754311202,-1.1180335123032967,-1.2240545145309467
38500,-0.9886640684896528,-0.9752941584515055,-1.1833520943975455,-1.1493435862687527
38600,-1.0991283524595474,-1.0506637439358257,-0.9031227655454819,-1.103389638152991
38700,-1.0113447912344922,-1.2767717517071293,-1.100603023040794,-1.0132393630931396
38800,-0.8671661689050165,-1.154871343637923,-1.0496687475391613,-1.2891409295970253
38900,-0.9895597328012937,-0.7671577257845851,-1.2502782150384022,-1.1365040460441291
39000,-0.9058888155851946,-1.0455826406925388,-0.9334371256753293,-1.0383884439896216
39100,-0.9894916012053305,-1.1393756262893586,-0.7814766954655575,-1.0072400134911415
39200,-0.965261711777543,-1.0001747323619232,-0.9335905940179724,-1.0556972205089012
39300,-1.1088905277814736,-1.0597425844421777,-1.0365036844315036,-1.2398545841302304
39400,-1.1865911553917872,-1.0584039712370468,-1.0303463087271478,-0.968978549187923
39500,-0.9884633900300722,-0.9828979490840586,-1.2009041266736264,-0.9968148832095042
39600,-1.1156075200742477,-0.9987762917634081,-1.1644461308373368,-0.9871895366460463
39700,-1.0403505578681367,-1.0798747297945792,-0.9759834643819081,-0.793792255542579
39800,-1.0449731402743732,-1.0365431945092776,-1.0266077574564207,-1.2015286751844072
39900,-1.1548810787126187,-0.9109781475569501,-0.7003443102103631,-1.1011656477810632
