x,analytic_F,wham_mean,wham_run_sd,plain_pooled_F
0.738,2.5695046938879997,2.5452464498800897,0.022547163617848698,2.5792861517378887
0.75,2.40625,2.3919968024407283,0.04310526371584788,2.545709856204285
0.762,2.2455876378879998,2.247220035178671,0.049925809758121525,2.2964940645803003
0.774,2.0877684302079995,2.091985448956206,0.038611596842368666,2.061654473502899
0.786,1.9330471809279999,1.9301162391071858,0.052250346565358194,1.9438714378465152
0.798,1.7816826753279997,1.772335721784674,0.04642329119886865,1.8455121176476723
0.81,1.633937679999999,1.6309196719619987,0.04121919039989702,1.6446285429936585
0.8220000000000001,1.4900789428479997,1.502079811801569,0.03489626088369038,1.495416144806983
0.8340000000000001,1.3503771930879989,1.368398366846112,0.03950665258567148,1.3051504289896458
0.8460000000000001,1.2151071412479992,1.2125559635860303,0.03358277443593302,1.182075975741002
0.8580000000000001,1.0845474791679992,1.0791911061314157,0.034407783126129084,1.1223742234040448
0.8700000000000001,0.9589808799999986,0.9694245759500338,0.038140959984005934,0.9019616706010667
0.8820000000000001,0.8386939982079991,0.8425578610323713,0.03464723597375692,0.8307227666647652
0.8940000000000001,0.7239774695679986,0.7244767738094464,0.03379220984614607,0.7146389667613415
0.9060000000000001,0.6151259111679989,0.609646036761752,0.032703952557157766,0.5804464170879413
0.9180000000000001,0.5124379214079988,0.5222829769122286,0.03470483914141754,0.5004545521324677
0.9300000000000002,0.4162160799999986,0.41908364212237226,0.04324612654650984,0.4235613053084224
0.9420000000000002,0.32676694796799854,0.3321748124194673,0.03283844811783435,0.3210863046799508
0.9540000000000002,0.24440106764799874,0.2267053582696925,0.03425820475504718,0.2502253847598155
0.9660000000000002,0.169432962687999,0.1588716312168158,0.032509555457057714,0.15254272460186025
0.9780000000000002,0.1021811380479988,0.10003002289833597,0.043618818731384394,0.10912178368709213
0.9900000000000002,0.042968079999999034,0.0543400388602501,0.024521818085115527,0.05063495298703158
1.0020000000000002,-0.007879743872000659,-0.010868007772051477,0.0049043636170237655,-0.010126990597407737
1.014,-0.05003188467200017,-0.05849569854323363,0.022161712233891587,-0.047853756775721124
1.0259999999999998,-0.08315391219199943,-0.08818994258276913,0.03379300428174115,-0.06809877631513173
1.0379999999999998,-0.1069074149119997,-0.09965682865479303,0.02623901113890998,-0.08692527793897886
1.0499999999999998,-0.12094999999999985,-0.10720474336102936,0.0324965785066933,-0.11764555680106747
1.0619999999999998,-0.12493529331200001,-0.13292038714966722,0.03938474089130074,-0.12876404936432095
1.0739999999999998,-0.11851293939200014,-0.12286831001310071,0.05056631373786251,-0.1027372137608129
1.0859999999999999,-0.10132860147200029,-0.11371229767138367,0.043598687258254366,-0.1003980314076407
1.0979999999999999,-0.07302396147200041,-0.07196586143718432,0.036122455682313113,-0.04750108528555508
1.1099999999999999,-0.03323672000000044,-0.030070341378965904,0.04001004034071044,-0.027550298866206635
1.1219999999999999,0.0183994036479993,0.020394629917176582,0.04415310295984971,0.01771962027997276
1.134,0.0822546714879997,0.09225548035794001,0.050226886108336866,0.09519284075031686
1.146,0.15870332684799915,0.14458311497496712,0.03756873864501388,0.19523347550582404
1.158,0.24812359436799936,0.2386656835390498,0.04520098918836488,0.27767714471689864
1.17,0.3508976799999992,0.3622548254762594,0.054197641333331374,0.37665615583476164
1.182,0.46741177100799924,0.4657357956564299,0.054923229941709735,0.4709964557203947
1.194,0.5980560359679996,0.5930686627554196,0.035375528837364736,0.5778061515277648
1.206,0.7432246247679992,0.7320744660974148,0.04092225191206174,0.7531645323188907
1.218,0.9033156686079991,0.9160552642555514,0.03442566514447231,0.9185061656181626
1.23,1.0787312799999995,1.084887428545948,0.037505901166351614,1.0426812272220949
1.242,1.2698775527680004,1.2631104141322855,0.04651445180894041,1.2795598069264575
1.254,1.4771645620480003,1.4716315006378318,0.05197092613861035,1.420719001599866
1.266,1.7010063642880007,1.6833561205769456,0.061041045183510646,1.6561893653947344
1.278,1.9418209972479996,1.9616954083711284,0.045760914329141485,1.8910289564721356
1.29,2.200030480000001,2.200202599779504,0.06856637519529268,2.2018525574856103
1.302,2.4760608129280013,2.5020843468344305,0.07161523045059966,2.5178010680872083
1.314,2.7703419777280027,2.7940027546941177,0.05938143939532335,2.6928099780348767
1.326,3.083307937408002,3.088412837851912,0.0686245717183142,3.0119470026545434
1.338,3.4153966362880017,3.4209258131349105,0.07160239007458169,3.3484192392757564
1.35,3.767050000000003,3.7739286449430574,0.06307684383345781,3.7434130475166256
1.362,4.1387139354880045,4.183444243630267,0.06385595327406407,4.188724064171989
1.374,4.530838331008004,4.578012107224899,0.14701369777297513,4.606459264871968
1.3860000000000001,4.943877056128004,4.935865265493756,0.12398833618918133,5.1942459297740875
1.3980000000000001,5.378287961728006,5.3893124315141385,0.09702602555663785,5.1297074086365155
1.4100000000000001,5.8345328800000065,5.929752393781219,0.16859290394248247,6.110536661648243
1.4220000000000002,6.313077624448006,6.229987272687496,0.19606700857925113,6.803683842208188
1.4340000000000002,6.814391989888008,6.9134586985905235,0.36508945771140716,6.803683842208188
1.4460000000000002,7.3389497524480065,7.356714685295944,0.3378686153855657,nan
1.4580000000000002,7.887228669568011,nan,nan,nan
1.4700000000000002,8.459710480000012,nan,nan,7.902296130876297
1.4820000000000002,9.056880903808011,nan,nan,7.902296130876297
1.4940000000000002,9.679229642368014,nan,nan,7.902296130876297
1.5060000000000002,10.327250378368014,nan,nan,nan
1.5180000000000002,11.001440775808014,nan,nan,nan
1.53,11.70230248,nan,nan,nan
1.5419999999999998,12.430341117567991,nan,nan,nan
1.5539999999999998,13.186066296447986,nan,nan,nan
1.5659999999999998,13.96999160588799,nan,nan,nan
1.5779999999999998,14.78263461644799,nan,nan,nan
1.5899999999999999,15.624516879999986,nan,nan,nan
1.6019999999999999,16.496163929727985,nan,nan,nan
1.6139999999999999,17.398105280127986,nan,nan,nan
1.626,18.33087442700799,nan,nan,nan
1.638,19.295008847487992,nan,nan,nan
1.65,20.29104999999999,nan,nan,nan
1.662,21.319543324288,nan,nan,nan
1.674,22.381038241408,nan,nan,nan
1.686,23.476088153727996,nan,nan,nan
1.698,24.605250444927993,nan,nan,nan
1.71,25.76908647999999,nan,nan,nan
1.722,26.968161605248,nan,nan,nan
1.734,28.20304514828799,nan,nan,nan
1.746,29.474310418047992,nan,nan,nan
1.758,30.782534704768004,nan,nan,nan
1.77,32.12829928000001,nan,nan,nan
1.782,33.51218939660801,nan,nan,nan
1.794,34.934794288768,nan,nan,nan
