T_K,imaginary_time_fraction,x
230.0,0.80859375,0.09861116178767759
230.0,0.8125,0.1048057186269953
230.0,0.81640625,0.11092879045291974
230.0,0.8203125,0.11697649713104068
230.0,0.82421875,0.122945054136143
230.0,0.828125,0.12883077521218192
230.0,0.83203125,0.13463007464685736
230.0,0.8359375,0.14033946916715523
230.0,0.83984375,0.14595557946474366
230.0,0.84375,0.1514751313624041
230.0,0.84765625,0.15689495663472683
230.0,0.8515625,0.1622119934980986
230.0,0.85546875,0.16742328678655696
230.0,0.859375,0.1725259878313765
230.0,0.86328125,0.17751735406330046
230.0,0.8671875,0.18239474835713043
230.0,0.87109375,0.18715563813896707
230.0,0.875,0.1917975942767526
230.0,0.87890625,0.19631828977492752
230.0,0.8828125,0.20071549829398774
230.0,0.88671875,0.2049870925155425
230.0,0.890625,0.20913104237313596
230.0,0.89453125,0.21314541316862698
230.0,0.8984375,0.21702836359335195
230.0,0.90234375,0.22077814367261714
230.0,0.90625,0.2243930926513319
230.0,0.91015625,0.2278716368377777
230.0,0.9140625,0.23121228742166697
230.0,0.91796875,0.23441363828175774
230.0,0.921875,0.23747436379739165
230.0,0.92578125,0.2403932166774152
230.0,0.9296875,0.2431690258190368
230.0,0.93359375,0.2458006942082784
230.0,0.9375,0.24828719687280268
230.0,0.94140625,0.25062757889704584
230.0,0.9453125,0.252820953508758
230.0,0.94921875,0.25486650024526963
230.0,0.953125,0.2567634632070386
230.0,0.95703125,0.2585111494053212
230.0,0.9609375,0.26010892721012846
230.0,0.96484375,0.26155622490398567
230.0,0.96875,0.26285252934641584
230.0,0.97265625,0.2639973847534944
230.0,0.9765625,0.2649903915962982
230.0,0.98046875,0.2658312056215704
230.0,0.984375,0.26651953699745545
230.0,0.98828125,0.2670551495867229
230.0,0.9921875,0.2674378603494794
230.0,0.99609375,0.2676675388769783
